answer,predicted_answer,bleu_score
pitcher,pitcher,1.0
on a tablecloth,tablecloth,0.1353352832366127
orange,orange,1.0
cabbage,cabbage,1.0
green,green,1.0
carrot,carrots,0.0
on top,on top,0.2213885886251307
red,red,1.0
tacos,tacos,1.0
golden-brown,golden,0.0
spilling,fresh,0.0
on a red plate,on a red plate,1.0
brown,brown,1.0
plate,"creamy, white, light",0.0
on top,on top,0.2213885886251307
topping,colorful,0.0
tacos,tacos,1.0
red,red,1.0
on plate,on plate,0.2213885886251307
green,green,1.0
tacos,taco,0.0
golden-brown,yellow,0.0
red,red,1.0
behind,visible,0.0
brown,brown,1.0
taffy,"polished, natural, stone",0.0
white,plain,0.0
orange,orange,1.0
across a white surface,flat surface,0.02484818193359921
tamale,wooden surface,0.0
yellow,yellowish-brown,0.0
on a white plate,a colorful,0.02484818193359921
golden-brown,golden brown,0.0
taquitos,baked,0.0
brown,brown,1.0
tan,golden brown,0.0
taquitos,,0.0
orange,golden yellow,0.0
scattered over,fresh,0.0
wooden,wooden,1.0
yellow,yellow,1.0
plate,plate,1.0
white,white,1.0
toasted,crumbly,0.0
on a plate,on a plate,0.5757197301274735
golden brown,golden brown,0.2213885886251307
tater tots,creamy,0.0
white,white,1.0
over the tater tots,over the top,0.15174681566793558
orange,brown color,0.0
glass,glass,1.0
scattered,scattered,1.0
brown,brown,1.0
on top,on top,0.2213885886251307
amber,light yellow,0.0
tea,tea,1.0
lemon,lemon,1.0
green,green,1.0
on the surface,on the top,0.21177974141341938
mug,mug,1.0
beige,light brown,0.0
on a white tiled surface,on a white surface,0.3610854011224141
tea,light-colored,0.0
glass,glass,1.0
tan,light brown,0.0
in the center,in the center,0.5757197301274735
Hot,not possible to determine,0.0
Tea,Tea,1.0
Amber,dark brown,0.0
Resting on a saucer,resting on a saucer,0.43146827293898643
Ginger,"black, green, herbal, other",0.0
clear,clear,1.0
green,green,1.0
reddish-pink,dark,0.0
to the left,left side,0.04096772609215166
brown,brown,1.0
chicken,dark,0.0
white,white,1.0
white,white,1.0
tenderloins,roasted,0.0
reddish-brown,dark brown,0.0
drizzled,adds flavor,0.0
on top,on top,0.2213885886251307
pink,pink,1.0
pork,pork,1.0
dark brown,dark brown,0.2213885886251307
seared,seared,1.0
from the bottom left,left side,0.02484818193359921
golden,golden,1.0
chicken,chicken,1.0
brown,brown,1.0
piled on top,on top,0.13427896671164932
green,green,1.0
white,golden brown,0.0
tilapia,tilapia,1.0
golden-brown,golden brown,0.0
to the left,left,0.1353352832366127
textured,textured,1.0
white,white,1.0
red,red,1.0
on top,on top,0.2213885886251307
ice cream,ice cream,0.2213885886251307
located inside,located inside,0.2213885886251307
tofu,green,0.0
creamy,creamy,1.0
scooped,small,0.0
tofu,tofu,1.0
red,red,1.0
golden-brown,golden,0.0
eggplant,eggplant,1.0
Agedashi,light,0.0
brown,brown,1.0
scattered,scattered,1.0
tan,pale yellowish,0.0
shifted to the left,colorful,0.0
green,green,1.0
scattered,evenly distributed,0.0
orange,light brown color,0.0
tofu,common,0.0
resting between,resting,0.36787944117144233
rice,rice,1.0
scattered,circular,0.0
brown,browned,0.0
scattered,scattered,1.0
broccoli,broccoli,1.0
green,green,1.0
tofu,tofu,1.0
blue,blue,1.0
on the left side,on the left side,1.0
golden-brown,golden brown,0.0
decorative,"blue, floral",0.0
tofu,tofu,1.0
blue,blue,1.0
on the upper left,top left,0.02484818193359921
mushrooms,green,0.0
red,red,1.0
tomatoes,tomatoes,1.0
white,white,1.0
closer to,closer to,0.2213885886251307
green,green,1.0
red,red,1.0
tomatoes,tomatoes,1.0
yellow,brown or black,0.0
tomato,cheesy,0.0
transparent,glass,0.0
orange,golden brown color,0.0
gluten-free,gluten-free,1.0
yellow,golden brown,0.0
on the plate,on the plate,0.5757197301274735
brown,brown,1.0
white,light brown,0.0
meringue,creamy substance,0.0
browned,"browning, which is common",0.0
amber-colored,light yellow,0.0
on a dark surface,on a dark surface,1.0
green,white,0.0
mousse,green,0.0
white,white,1.0
brown,brown,1.0
on top of,on top of,0.5757197301274735
plum,fruit,0.0
round,close-up,0.0
yellow,golden-brown,0.0
white,white,1.0
over the surface,over the surface,0.5757197301274735
yellow,yellow,1.0
tortellini,"creamy, Italian",0.0
orange,orange,1.0
tortellini,tortellini,1.0
yellow,yellow,1.0
red,red,1.0
on an orange plate,on a plate,0.06177541927786947
blue,blue,1.0
tortellini,stuffed,0.0
green,green,1.0
powdered,rough,0.0
yellow,yellow,1.0
brown,brown,1.0
in the center,in,0.1353352832366127
yellow-tan,yellow,0.0
tortillas,tortillas,1.0
stacked,single layer,0.0
round,round,1.0
tan,light brown,0.0
tortillas,similar type,0.0
blue,"green, white",0.0
on top of,on top of,0.5757197301274735
tortilla,tortilla,1.0
brown,brown,1.0
green,green,1.0
on top,on top,0.2213885886251307
white,white,1.0
golden-brown,golden brown,0.0
meat,main,0.0
on top of,on top of,0.5757197301274735
scattered,scattered,1.0
marshmallows,colorful candy pieces,0.0
congealed,crunchy,0.0
on wrinkled sheet,on a piece,0.07249749990681824
creamy,creamy,1.0
trifle,classic dessert,0.0
yellow,yellow,1.0
on top,on top,0.2213885886251307
brown,brown,1.0
golden-brown,white,0.0
cake,common choice,0.0
red,red,1.0
with whipped topping,whipped topping,0.13427896671164932
dessert,dessert,1.0
reddish-brown,brown,0.0
Tri-Tip,green onions,0.0
white,white,1.0
on a plate,on the plate,0.08621454270909737
yellow-brown,golden-brown color,0.0
large,medium-sized,0.0
fish,fish,1.0
orange,orange,1.0
on the right,on the right,0.5757197301274735
fish,fish,1.0
yellow,yellow,1.0
on the platter,on the plate,0.21177974141341938
fillets,fresh,0.0
dark,dark,1.0
brown,brown,1.0
in a box,in a box,0.5757197301274735
white,white,1.0
white,white,1.0
chocolate,chocolate,1.0
brown,brown,1.0
on a plate,on a plate,0.5757197301274735
truffles,truffles,1.0
brown,brown,1.0
studded,rich,0.0
at the top,on top of the,0.07258113984652705
strawberry-filled,various,0.0
truffles,chocolates,0.0
brown,brown,1.0
with a darker brown,darker brown,0.08144431026514741
circular,heart-shaped,0.0
yellow,yellow,1.0
tuna,tuna,1.0
creamy,creamy,1.0
on the top of casserole,on top of,0.12033101329077273
white,light,0.0
white,blue,0.0
green,green,1.0
melted,melted,1.0
in a white baking dish,baking dish,0.04939847123496026
creamy,creamy,1.0
Turkey,optional addition,0.0
yellow,yellow,1.0
mushrooms,mushrooms,1.0
in a dish,in a dish,0.5757197301274735
brownish-orange,brown,0.0
turkey,whole chicken,0.0
scattered,evenly,0.0
green,green,1.0
on the surface,on the surface,0.5757197301274735
white,white,1.0
blueberry,blueberry,1.0
golden-brown,golden brown,0.0
scattered,circular,0.0
red,red,1.0
square,square,1.0
carrots,carrots,1.0
on top,on top,0.2213885886251307
golden-brown,golden brown,0.0
veal,veal,1.0
white,light yellow,0.0
on the plate,on the plate,0.5757197301274735
drizzled,drizzled,1.0
white,white,1.0
vegetables,vegetables,1.0
red,red,1.0
on a plate,on a plate,0.5757197301274735
brown,green,0.0
Wellington,savory,0.0
dark blue,black,0.0
green,green,1.0
vegetables,vegetables,1.0
scattered,scattered,1.0
on a black grill pan,on a grill,0.12033101329077273
glazed,"rich, glossy",0.0
reddish-brown,deep red,0.0
around the base,around the,0.13427896671164932
blackberries,blackberries,1.0
brown,brown,1.0
venison,type of meat,0.0
gravy,brown gravy,0.06754436142034707
green,green,1.0
on the plate,on the plate,0.5757197301274735
golden-brown,golden brown,0.0
venison,"fried, crispy, golden-brown",0.0
on a plate,on a plate,0.5757197301274735
overlapping,overlapping,1.0
salad,salad,1.0
green,green,1.0
in the salad,in the salad,0.5757197301274735
blueberries,blueberries,1.0
brown,dark,0.0
reflecting,reflecting,1.0
pitcher,pitcher,1.0
vinaigrette,vinaigrette,1.0
in the foreground,"right, white",0.0
vinaigrette,vinaigrette,1.0
wooden,wooden,1.0
yellow-brown,yellowish-orange,0.0
jar,jar,1.0
wooden,wooden,1.0
on a wooden surface,on a wooden surface,1.0
green,green,1.0
scattered,scattered,1.0
red,red,1.0
tomato,red vegetable,0.0
above the middle,above the,0.13427896671164932
golden-brown,golden brown,0.0
waffles,waffles,1.0
white,white,1.0
darker,darker,1.0
on a white plate,on a white plate,1.0
golden,golden,1.0
brown,brown,1.0
on the left,on the left,0.5757197301274735
red,red,1.0
waffle,waffle,1.0
red,red,1.0
on the waffle,on the waffle,0.5757197301274735
green,green,1.0
Awesome,Awesome,1.0
Walleye,common type of fish,0.0
tan,light golden-brown,0.0
red,red,1.0
watermelon,watermelon,1.0
white,white,1.0
on top,on top,0.2213885886251307
green,"white, light",0.0
pink,pink,1.0
watermelon,watermelon,1.0
red,red,1.0
clear,clear,1.0
orange,orange,1.0
wedges,wedges,1.0
golden-brown,golden brown,0.0
on plate,on wooden surface,0.07249749990681824
herbs,herbs,1.0
brown,brown,1.0
white,white,1.0
fries,fries,1.0
orange,orange,1.0
glasses,glasses,1.0
amber,amber,1.0
on the tray,on the tray,0.5757197301274735
metallic,metallic,1.0
wings,wings,1.0
orange,golden brown color,0.0
in the center,the center,0.13427896671164932
saucy,sauce,0.0
cauliflower,cauliflower,1.0
golden brown,golden brown,0.2213885886251307
scattered across,scattered,0.36787944117144233
plate,plate,1.0
golden-brown,golden brown color,0.0
wontons,fried dumplings,0.0
crispy,golden brown,0.0
bowl,bowl,1.0
in the bowl,in the bowl,0.5757197301274735
green,green,1.0
brownish,brownish,1.0
on the lower right,on the right,0.16793545727180179
cilantro,cilantro,1.0
tan,tan,1.0
wraps,wrap,0.0
corn,corn,1.0
pink,red,0.0
on the plate,,0.0
spinach,spinach,1.0
yellow,yellow,1.0
orange,orange,1.0
yams,vegetable,0.0
glistening,glossy,0.0
on top of,on top of,0.5757197301274735
green,green,1.0
orange,orange,1.0
yams,sweet,0.0
scattered,scattered,1.0
white,white,1.0
on a white surface,white surface,0.08144431026514741
white,white,1.0
brown,brown,1.0
blueberries,blueberries,1.0
creamy,creamy,1.0
yogurt,yogurt,1.0
red,red,1.0
on top,on top,0.2213885886251307
blue,blue,1.0
raspberries,raspberries,1.0
blue,black,0.0
ziti,short pasta,0.0
reddish-orange,deep red,0.0
reddish-brown,brown,0.0
spaghetti,yellow food,0.0
throughout the entire pan,entire pan,0.08144431026514741
yellow,yellow,1.0
zucchini,zucchini,1.0
black,black,1.0
in the center,dark-colored,0.0
