Unnamed: 0,Image,Question_2,Answer_2,Question_3,Answer_3,Question_4,Answer_4,Question_5,Answer_5,Question_6,Answer_6,Answer_1
7888,06f919ea670b70c,What color is the pumpkin square?,orange-brown,What is the main ingredient of the square?,pumpkin,What color is the plate the pumpkin square is on?,white,What color are the spices on the frosting?,with light brown spices,What is covering the top surface of the pumpkin square??,frosting,square
7889,f19a5b6a502396f,What color is the top crust of the first cream cheese square?,golden-brown,What is the texture of the cream cheese filling?,creamy,What type of cheese is used in the filling?,cheese,What color is the cream cheese filling?,white,What is visible from the center of the first cream cheese square??,peeks,square
7890,7b5c5d43fe8ada9,What is the texture of the white layer in the dessert?,creamy,What type of food is being described?,dessert,What color is the strawberry topping?,red,What is the strawberry topping doing to the surface of the dessert?,covering,"Where is the light tan, crumbly crust located??",at the bottom,square
7891,0ed825f36bec6d2,What color is the plate?,white,What shape are the desserts?,squares,What is the color of the top layer of the squares?,chocolate,What is the color of the middle layer of the squares?,yellowish,Where are the squares located??,on a plate,square
7892,a6337014a8b7524,What type of dish is shown in the image?,veggie,Where are the veggie squares placed?,on a plate,What color is the plate?,white,How are the veggie squares organized on the plate?,arranged,What is the predominant color of the diced vegetables??,orange,square
7893,e4efb41b731cf97,What color is the baked layer on top of the fruit cocktail squares?,golden-brown,What type of food is visible within the square?,fruit,What color are the fruit chunks near the bottom edge?,red,How do the bright red fruit chunks appear in the square?,appear,Where are the bright red fruit chunks located in the square??,near the bottom,square
7894,42482c5f592ceea,What color are the marshmallow squares?,tan,Where are the marshmallow squares located?,located in,What is the base layer of the dish made of?,cake,What color is the whipped topping?,white,What is drizzled on the white layer??,drizzled,square
7895,2e9c79f722c4d12,What is the color of the caramel?,caramel,What shade of brown is the caramel?,light-brown,What is the main dessert in the image?,brownie,What shape does the caramel form in the brownie?,stripe,Where is the caramel stripe positioned??,in the center,square
7896,750ea651d23f65a,What color is the outer skin of the squash?,yellow-green,What type of vegetable is shown in the image?,squash,What is the squash served with?,with lime butter,How is the melted butter distributed on the squash?,scattered,What is the appearance of the lime butter on the squash??,translucent,squash
7897,fa885cd529a4617,What type of ingredient is scattered throughout the dish?,mushroom,How are the chives distributed on the dish?,scattered,What is the dominant color of the spaghetti squash dish?,beige,What is the creamy mixture in the dish?,filling,Where are the chives located??,on the top,squash
7898,4de52a8b1681c11,What is the texture of the squash described as?,buttery,What type of vegetable is shown in the image?,squash,What color is the squash in the image?,golden-yellow,How are the specks of herbs distributed in the dish?,scattered,Where is the bowl placed in the image??,on the wooden table,squash
7899,585df28df4130ee,How is the butternut squash distributed in the dish?,dispersed,What type of squash is used in the dish?,squash,What color is the kale?,green,Where are all the ingredients contained?,bowl,What is the butternut squash blended with??,with other ingredients,squash
7900,93ca0a35232d05f,What color is the spaghetti squash in the bowl?,yellow,What type of vegetable is shown in the image?,squash,How is the spaghetti squash arranged in the bowl?,piled,Where is the spaghetti squash located in the image?,in the bowl,What is the appearance of the sauce surrounding the squash??,translucent,squash
7901,19b5cd6fd1cc672,What type of squash is shown in the image?,acorn squash,What color is the flesh of the acorn squash?,golden-yellow,Where is the roasted acorn squash located?,plate,What is the roasted acorn squash located on?,is located on,What is the yellow rice mixed with??,mixed,squash
7902,8b03f8fe66e8981,What color is the serving dish?,brown,What type of vegetable is being served?,squash,What color is the outer surface of the squash?,green,Where are the squash pieces scattered?,scattered throughout,What type of onions are mixed with the squash??,onions,squash
7903,67b896c431bcb75,What color is the spaghetti squash in the dish?,yellowish-white,What is the main vegetable used in this dish?,spaghetti squash,What is the cheese doing to the beans and onions?,covering,Where is the melted cheese located in the dish?,on top,What color are the beans in the dish??,black,squash
7904,89784b83720db2e,What is on top of the chicken?,topped,What type of meat is in the center of the image?,chicken,What color are the squash slices on top of the chicken?,yellow,Where are the yellow squash slices located?,on top of,What shape are the squash slices??,sliced,squash
7905,aa98211e256f592,What color are the squash skins?,green,What type of vegetable is used in this dish?,squash,What color is the filling inside the squash?,orange,Where are the stuffed squash halves placed?,on a white plate,How are the squash halves arranged on the plate??,arrangement,squash
7907,4343704aac2ef25,What color is the spaghetti squash?,yellow,What type of vegetable is being described?,squash,What is sprinkled on the spaghetti squash?,sprinkled,Where is the spaghetti squash mounded?,on the concave part,What color is the parsley behind the spoon??,green,squash
7908,78da20e57b2eb25,What color is the outer skin of the butternut squash?,orange,What type of vegetable is the dish primarily made of?,squash,What is the state of the cheese on the dish?,melted,What color are the scallions on top of the squash?,green,Where are the squash halves placed??,on the board,squash
7909,1c357bba4d05ac4,What is the summer squash mixed with in the bowl?,mixed,What is the summer squash served in?,bowl,What color are the shrimp in the bowl?,pink,What are the zucchini slices positioned with in the bowl?,with other ingredients,What color are the basil leaves in the bowl??,green,squash
7910,63a0d4e6b2fcc53,What color is the rind of the acorn squash?,green,What type of squash is shown in the image?,squash,What color is the flesh of the squash?,yellow,How are the squash halves positioned on the plate?,overlapping,Where are the squash halves placed??,on the plate,squash
7911,6ddbf18b3faa284,What color is the serving dish?,yellow,What type of squash is shown?,squash,What color is the outer skin of the squash?,green,What color is the flesh of the squash?,orange,What is mixed with the pecans inside the squash??,with apples,squash
7912,1fa5e57628b9396,What word describes the yellow color of some squash?,vibrant,What type of vegetable is featured in the image?,squash,What color are some of the squash?,yellow,How are the stuffed pattypan squash placed in the dish?,arranged,Where are the stuffed pattypan squash arranged??,inside a,squash
7913,e4842f501a31d48,What color is the squash dressing overall?,yellow,How was the squash dressing prepared?,baked,What vegetable is used in the dressing?,squash,What material is the baking dish made of?,glass,What color specks are visible in the dressing??,with green,squash
7914,0bf7f9c31756848,What is the dish in the center of the plate called?,relleno,What is the Walnut Cream Sauce doing to the relleno?,draped,What color are the small pieces scattered on top of the relleno?,red,Where is the Squash Blossom Chile Relleno located?,in the center,What type of leaves are beneath the relleno??,spinach,squash
7915,da78a9906e3aa08,What color is the macaroni?,orange,What is the mac and cheese served in?,bowl,What color is the bowl?,blue,What is sprinkled atop the macaroni?,breadcrumbs,Where are the breadcrumbs primarily placed??,in the middle,squash
7916,10f7d473384f911,Where are the parsley leaves located?,scattered,What type of squash is shown in the image?,spaghetti squash,What color is the spaghetti squash?,yellow,Where is the spaghetti squash served?,in,What color are the pepper flakes??,red,squash
7917,596355477d6e92f,What color is the flesh of the squash?,yellow-orange,What type of vegetable is shown in the image?,squash,What color is the baking sheet?,gray,How do the squash pieces appear?,glistening,Where are the squash pieces placed??,on a metal baking sheet,squash
7918,a0db3aca84f3043,What color is the flesh of the squash?,orange-yellow,What type of vegetable is shown in the image?,squash,What color is the skin of the squash?,green,How do the tips of the squash appear?,charred,Where are the squash slices mainly clustered??,in the center,squash
7919,a8ce9d9d6028085,What color are some of the squash pieces?,yellow,What type of vegetable is shown in the image?,squash,What type of dish is the squash being cooked in?,baking,What color are the other squash pieces?,yellow-green,Where are the yellow squash pieces mostly located??,on the upper right,squash
7920,5315d62d1593c2e,Are the edges of the butternut squash cubes browned?,browned,What type of squash is used in the dish?,squash,Where is the kale located in relation to the butternut squash cubes?,interspersed between,What type of green leafy vegetable is in the dish?,kale,How does the kale appear in the dish??,wilted,squash
7921,51efa23f8075e01,What color are the crookneck squash?,yellow,What type of vegetable is shown in the image?,squash,What is the appearance of some of the squash pieces?,browned,How are the squash pieces arranged in the pan?,distributed,Where are the squash pieces located in the pan??,in the pan,squash
7922,3ed5e5bb4d97e3e,What color is the summer squash?,yellow,What type of vegetable is the yellow item on the plate?,squash,What color is the zucchini?,green,Where are the Brussels sprouts located in relation to the summer squash?,below the summer squash,What does the mix of green and brown colors on the Brussels sprouts indicate??,indicating,squash
7923,a93e4c10c78aa0d,What color is the roasted butternut squash?,orange-yellow,What type of vegetable is being roasted?,squash,Where are the roasted butternut squash located in the frame?,located,Where are the roasted butternut squash positioned relative to the other food items?,in front of,What herb is scattered over the surfaces of the squash??,rosemary,squash
7924,deb31325befad45,What color are the yellow squash pieces?,yellow,What type of vegetable is featured in the dish?,squash,What color are the green squash slices?,green,What are the small green specks sprinkled around the dish?,herbs,Where are the squash pieces scattered??,across the pan,squash
7925,fab8979dd058024,What color is the exterior of the chayote squash?,green,What type of vegetable is used in the dish?,squash,What type of bowl is the chayote squash served in?,metallic,What is sprinkled on the surface of the chayote squash?,sprinkled,Where are the red pepper flakes located??,on the surface,squash
7926,a4539523aa36409,What color are the diced cubes of squash?,orange,What type of vegetable is shown in the image?,squash,What shape are the pieces of butternut squash?,diced,What color is the bowl containing the squash?,blue,Where is the bowl positioned in the image??,in the center-left,squash
7927,b99079112e97231,What color is the butternut squash?,orange,What type of squash is used in the dish?,squash,What color are some of the cooked butternut squash pieces?,golden brown,What is the butternut squash mixed with?,with the butternut squash,What color are the cranberries??,red,squash
7928,6459fe89d933e9e,What color is the squash?,yellow,What vegetable is pickled in the jars?,squash,How are the jars placed on the surface?,arranged,What is mixed with the squash in the jars?,with red peppers,What color are the lids of the jars??,silver,squash
7930,abffd37f0a68c02,What color is the squash?,orange,What type of vegetable is shown in the image?,squash,What sweetener is used on the squash?,brown sugar,What shape are the squash pieces cut into?,cubed,Where are the pecan pieces located in relation to the squash cubes??,on or nestled between,squash
7931,ef26e500bc87b4d,What color are the butternut squash chunks?,orange,What type of vegetable is orange and roasted?,squash,What color is the spinach surrounding the squash?,green,Where are the butternut squash chunks located in the image?,with,What color are the onions in the mixture??,red,squash
7932,a99c200cd34fdba,What color are the squash slices?,orange-yellow,What type of vegetable is shown in the image?,squash,What is the squash arranged in?,bowl,How are the squash slices placed in the bowl?,arranged,Where are the squash slices located in the image??,in a bowl,squash
7933,2fed93debbd3712,What color is the crookneck squash in the image?,yellow,What is the food served on in the image?,plate,What red vegetable is featured in the image?,tomatoes,How are the squash and tomato slices organized on the plate?,arranged,What ingredient is sprinkled on top of the squash and tomatoes??,with green onions,squash
7934,dc188b253578bce,What color are the butternut squash slices?,orange,What type of vegetable is shown in the image?,squash,How are the squash slices placed on the plate?,arranged,What color are the herbs on top of the squash?,green,Where are the green herbs located??,on top of,squash
7935,af4c3a51d3ff714,Are the squash slices scattered in the dish?,scattered,What is the main food item in the image?,dish,What color are the beans?,green,What type of beans are in the dish?,beans,Where are some of the squash slices located??,on top,squash
7936,709182a65ffce8b,What color is the winter squash?,yellow,What type of vegetable is the main ingredient in the dish?,squash,How does the color of the squash change towards the upper half of the dish?,fading,What color are the raisins on top of the squash?,brown,Where are the raisins and sage located in the dish??,on top of,squash
7937,fc3d98c05542488,What color is the exterior of the squash?,orange,What type of vegetable is being served?,squash,What color is the plate?,white,What is inside the butternut squash?,filled,Where is the plate placed??,on a rectangular white plate,squash
7938,8b4e0b7557090bd,What color are the butternut squash pieces?,orange,What type of vegetable is shown in the image?,squash,What color is the bowl holding the food?,white,What color are the grapes?,reddish-brown,Where is the single grape located??,near the top,squash
7939,aa32daa2b99797f,What color is the diced Japanese Winter Squash?,yellow-orange,What is the soup served in?,bowl,What color are the leeks in the soup?,green,Where are the diced Japanese Winter Squash located?,on the left,What is the appearance of the broth??,translucent,squash
7940,0ffd19a9ed15102,What color are the butternut squash pieces?,yellow-orange,What type of vegetable is shown in the image?,squash,Where are the majority of the squash pieces located?,located in,What type of container holds most of the squash?,bowl,What is the squash doing in the glass bowl??,filling,squash
7941,b3947b98f069ed9,What is the soup doing around the steak?,surrounding,What is the main protein in the dish?,steak,What color is the soup?,tan,Where is the creamy soup pooling?,on top,What color are the steaks??,brown,steak
7942,d351bed91a61678,What color is the steak in the dish?,brown,How are the steak pieces arranged in the dish?,scattered,What type of meat is used in the dish?,steak,What color are the broccoli florets in the dish?,green,Where are the carrot slices located in the dish??,throughout the dish,steak
7943,c3b18ea31ce49ed,Is the steak grilled?,grilled,What type of meat is shown?,steak,What color are the green beans?,green,What color is the center of the steak slices?,pink,Where is the brownish-gray color on the steak??,on the outer edges,steak
7944,af9edb9bfc46137,What color is the steak in the middle?,pink,What type of meat is shown in the image?,steak,How is the steak cut?,slices,Where is the steak located?,on a plate,What color is the steak on the outer parts??,brown,steak
7945,13c251599b8c275,What color are the steaks?,brown,What is the main protein in the dish?,steaks,What garnish is on the steaks?,scallions,What type of sauce is the dish served in?,in a creamy,Where are the mushrooms located in the dish??,interspersed,steak
7946,b535fcaaab52dc3,What color are the strips and chunks of beef?,reddish-brown,How are the beef pieces distributed in the dish?,scattered,What color are the bell pepper slices?,green,What vegetable is red and visible in the dish?,tomato,What is the main ingredient in the dish??,of beef,steak
7948,34155128095ebcd,What color are the steak fingers?,golden-brown,How would you describe the surface of the steak fingers?,crispy,How are the steak fingers positioned in the image?,arranged,Where is the creamy white sauce placed?,bowl,What is the color of the sauce in the bowl??,with a creamy white sauce,steak
7949,1a11bcd161763d5,What color is the Swiss steak?,reddish-brown,What type of meat is in the image?,steak,What color is the parsley?,green,Where is the Swiss steak located in relation to the egg noodles?,on top of,Where is the parsley scattered??,scattered,steak
7950,0e04a44faa74474,What color is the flank steak?,brown,Are the pieces of steak arranged in a way that one is on top of the other?,overlapping,Does the steak have a shiny appearance?,glossy,What marks are visible on the steak?,sear,Where is the flank steak located in the image??,on the right side,steak
7951,2757400a2d40cd6,What color is the T-bone steak?,brownish-tan,Where is the T-bone steak located on the plate?,located,What color are the squash slices?,yellow,What color are the zucchini slices?,green,Where are all the food items placed??,on the plate,steak
7952,019f7ea132dbfd6,What color is the plate?,white,What type of meat is shown in the image?,steak,What color is the center of the steak slices?,reddish-pink,Where is the butter placed?,on top of,What color is the butter??,yellow,steak
7953,0feee0462454151,What color is the outer edge of the steaks?,dark,What type of meat is shown in the image?,steaks,What color is the interior of the steaks?,pink-red,Where are the steaks resting?,on a wooden surface,How are the parsley leaves arranged??,scattered,steak
7954,5ef9cb4fba287fe,What color is the tomato sauce on the steak?,red,What is the main dish in the image?,steak,What color is the steak?,brownish-red,Where is the steak presented?,on the,What color are the basil leaves??,green,steak
7955,b26a00f77ce9075,What color is the steak?,reddish-brown,What type of meat is shown in the image?,steak,What color are the rosemary sprigs?,green,Where are the rosemary sprigs placed?,on top of,What surrounds the bottom of the steak??,sauce,steak
7956,335f318d7ed018f,What color is the outer cooked portion of the steak?,dark,What type of meat is shown in the image?,steak,What color is the interior of the steak?,pinkish-red,Where are the scallions placed?,atop the steak,What color is the lemon slice??,yellow,steak
7957,577f563155789a4,What color is the exterior of the fish?,golden-brown,What type of food is on the plate?,fish,What color is the interior of the fish?,white,Where is the fish located?,on the plate,What color is the pattern around the edge of the plate??,blue,steak
7958,4f71d5b0be171e9,What color is the steak?,reddish-brown,What type of meat is on the plate?,steak,What color is the plate?,white,Where is the steak positioned on the plate?,on the right side,What is served alongside the steak??,mushrooms,steak
7959,20837b4739e6014,What color is the cauliflower?,white,What vegetable is beneath the meat?,cauliflower,What is covering the cauliflower steak?,cheese,What is the state of the cheese on the cauliflower steak?,melted,What is the cauliflower steak beneath??,beneath the meat,steak
7960,2c74e8e04d9759c,What is the color of the creamy mushroom sauce?,creamy,What type of meat is under the sauce?,steak,What color is the creamy mushroom sauce?,beige,What is the steak covered with?,with,What color are the roasted potatoes??,roasted,steak
7961,7bd1f337d4bec3d,What color is the exterior of the Portobello steaks?,brown,What type of food is shown in the image?,steaks,What color is the plate?,white,What color is the parsley?,green,Where is the parsley placed??,on top of,steak
7962,ea95dc36575aed8,What color is the steak?,brown,What type of meat is on the plate?,steak,What is the color of the grilled parts of the steak?,dark,Where is the steak located?,on the plate,What is the glossy layer on the steak??,marinade,steak
7963,05fd940d8cb03b7,What color are the mushroom steaks?,golden-brown,What is the main protein in the dish?,steaks,What color are the chives garnishing the steaks?,green,Where is the dark purple-black rice located?,beneath the steaks,What color is the sauce near the rice??,brown,steak
7964,6f03f10fb9a0455,What color is the plate?,pink,What type of vegetable is on the plate?,cabbage,What color are the outer leaves of the cabbage steak?,brownish,Where is the cabbage steak placed?,on a plate,What is speckled on the surface of the cabbage steak??,seasoning,steak
7965,f8a1c956fb529cf,What color is the steak?,brown,How was the steak cooked?,grill,What color is the parsley on the plate?,green,How would you describe the color of the steak?,rich,Where is the steak located??,on the plate,steak
7966,570a6d4df1e5f1f,Where does the steak sit?,sits,What is the main protein in the dish?,steak,What vegetable is on the top right of the steak?,green beans,Where are the green beans positioned relative to the steak?,top right of,What color is the filling of the baked potato??,yellow,steak
7967,7ad2e55341bbb50,"What are the dark gray, white, red, brown, light brown, and green items in the bowl?",spices,Is the bowl containing the spices large or small?,small,What color is the salt in the bowl?,white,What color is the paprika powder in the bowl?,red,What is the brown item in the bowl called??,seasoning,steak
7968,cf5e4a6530b84dc,What color are the darker specks in the seasoning?,brown,What is being seasoned with the dry rub?,steaks,What texture does the seasoning in the bowl have?,grainy,What is the overall tone of the seasoning's color?,light,Where is some of the seasoning scattered??,on the white surface,steak
7969,85d448ea4972c4e,What word describes the Korean steak in the description?,awesome,What type of meat is described in the image?,steak,What color are the steak pieces?,brown,Where are the steak pieces placed?,on the plate,What color are the scallions on top of the steak??,green,steak
7970,082827f06c6538b,What color is the liquid in the marinade?,clear,What is the main ingredient in the marinade?,garlic,What color is the majority of the marinade?,brown,Where is the marinade located?,in a bowl,How are the red chili flakes and black pepper flecks distributed in the marinade??,scattered,steak
7971,0fe9ff994417134,What type of meat is used in the stew?,beef,How are the chunks of beef distributed in the stew?,scattered throughout,What color are the potato cubes in the stew?,golden-yellow,What color are the carrot pieces in the stew?,orange,What are the green peas and lima beans doing to the stew??,adding,stew
7972,c55b2af2f31ff3e,What color is the bowl?,light green,What type of container is the stew in?,bowl,What color is the sauce in the stew?,reddish-brown,What are the beans immersed in?,immersed in,What is the main ingredient in the stew??,beans,stew
7973,77bf8d9387a00fe,What color is the beef in the stew?,brown,What color are the mashed potatoes?,white,What texture do the mashed potatoes have?,creamy,What does the gravy do to the beef and mushrooms?,envelops,Where is the bed of mashed potatoes located??,at the base,stew
7974,38e36ce1cfa93c6,What is the texture of the stew?,creamy,What type of meat is in the stew?,chicken,What color are the carrots in the stew?,orange,What is the stew served with?,with dumplings,How are the dumplings arranged in the bowl??,scattered,stew
7975,3816683f6431aa3,What cuisine does the stew belong to?,Hawaiian,Where are the cabbage leaves located in the stew?,scattered throughout,What color are the green beans in the stew?,green,What color are the diced peppers in the stew?,red,What material is the pot made of??,metallic,stew
7976,7168e5ad6e60574,What color is the caribou meat in the stew?,brown,What type of meat is used in the stew?,meat,What color are the diced onions in the stew?,white,What color are the carrot chunks in the stew?,orange,Where are the chunks of caribou meat located in the image??,throughout,stew
7977,16cd72085ef0374,What color is the bowl?,red,How are the black beans distributed in the stew?,scattered,What type of beans are used in the stew?,beans,What color are the corn kernels in the stew?,yellow,Where is the parsley located??,on top,stew
7978,c50659e7ca461e5,What color is the broth in the bowl?,dark,What is the color of the bowl?,bowl,What color is the carrot in the stew?,orange,Where does the carrot lie in the bowl?,lies,Where are the potatoes located in the bowl??,in the bottom,stew
7979,c47cf69a1dd4774,What color is the bowl?,white,What color is the broth?,reddish-orange,How does the hamburger meat appear?,browned,What vegetable is included in the stew?,with cabbage,What color are the bell pepper pieces??,green,stew
7980,7584477e98cfefa,What color is the broth of the stew?,reddish-brown,What type of meat is visible in the stew?,hamburger,What vegetable is distributed throughout the stew?,potatoes,Where are the green beans and green peas located?,throughout the stew,What ingredient is scattered across the top of the stew??,scattered,stew
7981,7b52ddf044f5e3f,What color is the bowl?,red,What type of dish is being described?,stew,What type of meat is in the stew?,ham,What color is the cabbage?,green,Where do the chunks of ham appear??,on the left,stew
7982,9e25af6e0f1e9b3,What color are the beef chunks?,brown,How are the beef chunks distributed in the stew?,scattered,What color are the carrots?,orange,What color are the potato pieces?,white,What color is the bowl??,in a white bowl,stew
7983,a8efe5a86ccdd9f,What color is the bowl that contains the stew?,white,What does the stew contain?,contains,What color are the potato cubes in the stew?,yellow,What color are the chunks of meat in the stew?,brown,Where are the potato cubes primarily located in the stew??,on the left,stew
7984,cff67dfc76f90d1,What color are the chicken pieces that are deeper in shade?,brown,What type of meat is featured in the stew?,chicken,What color are the carrot slices in the dish?,orange,What is sprinkled across the dish?,sprinkled,Where is the slice of orange colored food located??,on the left side,stew
7985,3d27d33123018f2,What color are the beans in the stew?,black,What color is the bowl the stew is served in?,white,How are the black beans distributed in the stew?,scattered throughout,What fruit is piled in the center-top of the stew?,mango,What does the broth do between the solid ingredients??,fills,stew
7986,316c492ff1f5502,What type of dish is the miso-mushroom stew?,stew,What is the main flavoring ingredient in the stew?,miso,What color are the larger mushroom pieces in the stew?,brown,Where are the mushrooms visible in the stew?,visible,Where is the stew located??,in the bowl,stew
7987,2532dde071b9059,What color is the broth of the stew?,reddish-brown,What type of dish is being described?,stew,What color are the diced carrots in the stew?,orange,Where are the diced carrots located in the stew?,throughout the stew,What color are the kernels of corn in the stew??,yellow,stew
7988,05827ccb44fffb0,How are the potatoes prepared?,diced,What color are the potatoes?,yellow,What type of meat is in the stew?,chicken,What color are the carrot slices?,orange,Where are the chicken pieces mostly located??,on the right,stew
7989,db61a4da902bdd2,What color is the base broth of the stew?,brown,What red ingredient is visible in the broth?,tomatoes,What type of protein is found in small bits throughout the stew?,meat,Where is the bright yellow shredded cheese placed?,on top of,What color is the shredded cheese on top of the stew??,yellow,stew
7990,58a322e914b1fe5,What color is the broth in the stew?,white,What type of dish is being described?,stew,Where are the chicken thigh pieces located in the stew?,scattered throughout,What dark green vegetable is mixed into the stew?,spinach,What are the small orange carrot pieces doing in the stew??,adding,stew
7991,ffc1a5a062f3888,What colors are present in the stew?,colorful,What type of dish is the Mexican Bean Stew?,stew,What color are the corn kernels in the stew?,yellow,What type of beans are in the stew?,beans,Where is the dollop of sour cream located??,atop the center,stew
7992,4490ebf456b9301,What color is the broth of the stew?,brown,What is the stew served in?,bowl,Where is the stew located?,in a bowl,How are the mushrooms arranged in the bowl?,distributed,What color are the tomato chunks in the stew??,red,stew
7993,5a3080c316037e7,How does the kale appear in the stew?,appears,What type of dish is being described?,stew,What color are the white beans?,white,Where are the ingredients located?,inside the bowl,What grain is mixed among the other ingredients??,farro,stew
7994,6e0db73c4e41b9c,What color is the crockpot?,blue,What type of dish is being prepared?,stew,What color are the sweet potatoes?,orange,Where are the sweet potatoes dispersed?,throughout the stew,What ingredient is cut into roughly cube-shaped pieces??,potatoes,stew
7995,c96dcc9fa8ebf0a,What is the color of the eggplant pieces?,eggplant,What color are the zucchini chunks?,purple,How are the zucchini chunks distributed in the stew?,scattered,What color are the zucchini chunks?,green,What type of dish is the food described as??,stew,stew
7996,db92962439b3a1f,What type of cuisine is the stew inspired by?,Mediterranean,What type of dish is the Mediterranean Vegetable Stew?,stew,What material is the pan made of?,stainless steel,What color are the tomato chunks in the stew?,red,Where are the diced vegetables distributed??,throughout the pan,stew
7997,ec1970fc9c505cb,What color is the bowl?,blue,Where is the stew located?,located within,What is the stew a mix of?,mix,What color are the sweet potato chunks?,orange,How are the dark green leafy vegetables arranged in the stew??,scattered,stew
7998,c910f76bf4763c0,What is the overall color of the stew?,orange-brown,What type of dish is shown in the image?,stew,What color are the individual grains of rice in the stew?,white,Where are some of the translucent yellow onions located?,on the surface,What is the appearance of the yellow onions in the stew??,translucent,stew
7999,94e5887415f0830,What color is the stew primarily?,reddish-orange,What does the stew do to the pot?,fills,What is mixed into the stew?,rice,What color are the specks in the stew?,green,Where is the spatula inserted??,into the stew,stew
8000,3e0abb0e18f0de7,What color is the stew?,orange,What is the stew contained in?,bowl,How does the stew appear in texture?,smooth,How much of the bowl does the stew occupy?,fills,Where are the slices of bread located??,on the left side,stew
8001,f46fbf271135ade,What color is the broth in the stew?,red,What is the majority of the slow cooker filled with?,filling,What type of meat is visible in the stew?,chicken,What color are the chunks of chicken in the stew?,orange,Where are the green chopped scallions placed??,across the top,stew
8003,bb0927fd9875574,What color are the carrot slices in the stew?,orange,What type of dish is the vegan beefless stew?,stew,What color are the peas and celery stalks in the stew?,green,Where is the stew served?,in a red bowl,"What color are the ""beefless"" chunks in the stew??",brown,stew
8004,c08416c8f4dc54e,What color is the stew?,reddish-orange,What is scattered on top of the stew?,topped,What color is the bowl?,white,What vegetable is in the stew?,carrots,Where is the stew served??,in a white bowl,stew
8005,ca54fe44e76c26c,Where are the mozzarella sticks placed in relation to each other?,stacked on top of,What is the cheese doing as it comes out of the broken mozzarella stick?,dripping,What type of cheese is inside the mozzarella sticks?,cheese,What color are the Nashville Hot Mozzarella Sticks?,brown,What color is the bowl to the left of the mozzarella sticks??,blue,stick
8006,f52ba7fb3272708,What color are the mozzarella sticks?,brown,What is the state of the cheese in the mozzarella sticks?,melted,How is the cheese coming out of the mozzarella sticks?,oozing,Where are the mozzarella sticks placed?,on the plate,What color is the cheese oozing out of the mozzarella sticks??,orange,stick
8007,e881c964dfbbb57,What color is the baked dough of the mozzarella sticks?,yellow,What type of cheese is used as the filling in the mozzarella sticks?,cheese,What is the texture of the cheese inside the cut mozzarella stick?,melted,What is the consistency of the cheese filling in the mozzarella sticks?,creamy,Where is the cut mozzarella stick placed in the image??,on top,stick
8008,f01ff3ff96a1d71,What color is the exterior of the mozzarella sticks?,golden-brown,What shape are the mozzarella sticks?,sticks,What color is the plate?,green,Where are the mozzarella sticks located in the frame?,in the bottom left,What is the red sauce made of??,tomato,stick
8009,d49670e66af4b7b,What color is the basket?,brown,How is the basket designed?,woven,Where are the bread sticks placed?,inside a brown,What color is the fabric lining the basket?,red,How is the top bread stick positioned??,running,stick
8012,7a7dc3584061b00,What color are the string beans?,green,What is the food served in?,bowl,What color are the diced carrots?,orange,What is the chicken mixed with?,with,What is visible within the mixture alongside the chicken??,mushroom,stir
8014,a2edb538dc92cab,What color are the almonds in the stir fry?,brown,What type of nuts are scattered throughout the stir fry?,almonds,What color are the leafy greens in the stir fry?,green,Where is the Nutty American Stir Fry located in the image?,to the right,What is the bright white food on the left side of the plate??,rice,stir
8015,47835b2aaf9cc57,What color are the snap peas in the bowl?,green,How are the ingredients arranged in the bowl?,mixed,What is the white crumbled ingredient in the bowl?,tofu,What color are the halved cherry tomatoes in the bowl?,reddish-orange,Where is the dish served??,in the bowl,stirfry
8016,b28a814f575633f,What color are the chicken pieces?,brown,How are the ingredients arranged in the dish?,mixed,What color are the carrot slices?,orange,What vegetable is green and interspersed throughout the dish?,broccoli,Where are the sliced green scallions placed??,on top,stirfry
8017,03917ce4a088096,What color is the plate?,white,How is the egg prepared?,fried,What color is the yolk of the egg?,yellow,How would you describe the overall appearance of the dish?,vibrant,Where is the fried egg placed??,on top of,stirfry
8019,d4f142c0c58dbc8,What color are the chicken pieces?,brown,What type of meat is included in the dish?,chicken,What color are the eggplant pieces?,purple,What does the stir-fry include?,includes,Where are the ingredients distributed throughout??,throughout the dish,stirfry
8020,ff4fe12c3880f84,What word describes the appearance of the dish?,colorful,What type of meat is visible in the dish?,sausage,What color are the sausage pieces?,reddish-brown,Where is the stir-fry placed?,on a bed,What vegetable adds a fresh green color to the dish??,broccoli,stirfry
8021,582159d99b3dfe4,What color are the pineapple chunks?,yellow,What fruit is yellow in the stir-fry?,pineapple,What color are the red bell peppers?,red,Where are the ingredients located in the stir-fry?,throughout the stir-fry,What does the dark brown sauce do to the ingredients??,coats,stirfry
8022,30a0e8cfdd7a235,What color is the rice in the dish?,white,What is the main grain used in the dish?,rice,What type of meat is included in the dish?,beef,What color is the cooked beef in the dish?,grayish-brown,Where are the pieces of green broccoli located in the dish??,around the periphery,stirfry
8023,df78c0c390f6104,What color are the sliced carrots?,orange,Are there carrots in the stir-fry?,carrots,Are the snap peas scattered?,scattered,What color are the snap peas?,green,Where are the ingredients mixed together??,in the center,stirfry
8024,760435ca97e40ae,What color are the potatoes?,golden-brown,What is the stir-fry served on?,plate,Where is the stir-fry primarily located?,located in,How do the edges of the potatoes appear?,charred,What color are the carrot sticks??,orange,stirfry
