reference,hypothesis,gpt_score
reflecting,covers,0.2
pitcher,pitcher,1.0
vinaigrette,dressing,0.8
in the foreground,in the center,0.5
vinaigrette,dressing,0.8
wooden,wooden,1.0
yellow-brown,yellow,0.5
jar,jar,1.0
wooden,wooden,1.0
on a wooden surface,on a wooden surface,1.0
green,green,1.0
scattered,scattered,1.0
red,red,1.0
tomato,tomatoes,1.0
above the middle,on the right,0.2
golden-brown,golden-brown,1.0
waffles,waffles,1.0
white,white,1.0
darker,golden-brown,0.3
on a white plate,on a plate,0.7
golden,golden-brown,0.8
brown,brown,1.0
on the left,in the center,0.2
red,red,1.0
waffle,pancakes,0.4
red,red,1.0
on the waffle,on top of,0.3
green,green,1.0
Awesome,fresh,0.3
Walleye,salmon,0.2
tan,beige,0.1
red,red,1.0
watermelon,watermelon,1.0
white,white,1.0
on top,on top of,0.9
green,green,1.0
pink,pink,1.0
watermelon,watermelon,1.0
red,red,1.0
clear,clear,1.0
orange,orange,1.0
wedges,triangular,0.2
golden-brown,golden-brown,1.0
on plate,on a plate,1.0
herbs,herbs,1.0
brown,brown,1.0
white,tan,0.5
fries,coleslaw,0.1
orange,lemon,0.5
glasses,glasses,1.0
amber,amber,1.0
on the tray,on a plate,0.7
metallic,metal,0.8
wings,wings,1.0
orange,golden-brown,0.5
in the center,in the center,1.0
saucy,glossy,0.3
cauliflower,cauliflower,1.0
golden brown,golden-brown,1.0
scattered across,scattered,0.8
plate,plate,1.0
golden-brown,golden-brown,1.0
wontons,wontons,1.0
crispy,browned,0.6
bowl,bowl,1.0
in the bowl,in a bowl,0.9
green,green,1.0
brownish,brown,0.9
on the lower right,on the left,0.1
cilantro,cilantro,1.0
tan,tan,1.0
wraps,burritos,0.7
corn,corn,1.0
pink,pink,1.0
on the plate,on top,0.5
spinach,spinach,1.0
yellow,yellow,1.0
orange,orange,1.0
yams,carrots,0.1
glistening,translucent,0.4
on top of,on top of,1.0
green,green,1.0
orange,orange,1.0
yams,potatoes,0.4
scattered,scattered,1.0
white,white,1.0
on a white surface,on a baking sheet,0.5
white,white,1.0
brown,brown,1.0
blueberries,blueberries,1.0
creamy,creamy,1.0
yogurt,oatmeal,0.1
red,red,1.0
on top,on top of,0.9
blue,blue,1.0
raspberries,strawberries,0.6
blue,blue,1.0
ziti,pasta,0.7
reddish-orange,red,0.6
reddish-brown,reddish-brown,1.0
spaghetti,noodles,0.8
throughout the entire pan,throughout,0.3
yellow,green,0.3
zucchini,zucchini,1.0
black,green,0.0
in the center,on top of,0.1
