Image,Question,Answer,predicted_answer,gpt_score
ca23b48dd5e6428,Where is some of the sauce located in the dish,bottom,sauce,0.5
55181dc0db808c2,What color is the pasta,yellow,tan,0.5
55181dc0db808c2,What type of food is the main dish,pasta,fish,0.5
55181dc0db808c2,What color is the Nonna's Sweet Pasta Sauce,red,vibrant,0.5
55181dc0db808c2,Where is the meatball placed,on top of,golden-brown,0.5
55181dc0db808c2,What color are the small specks on top of the sauce and meatball,white,reddish-orange,0.5
9ca38ea82e94789,What color is the vodka sauce,orange-red,sprinkled,0.5
9ca38ea82e94789,What type of noodles are in the dish,spaghetti,noodles,0.5
9ca38ea82e94789,What color is the plate,white,green,0.5
9ca38ea82e94789,Where is the sauce distributed on the plate,from center to edges,on top,0.5
bd7bd756ee18ffb,What color is the bowl in the image,reddish-brown,brown,0.5
bd7bd756ee18ffb,What is the No Cook BBQ Sauce contained in,bowl,bowl,0.5
bd7bd756ee18ffb,What color is the bowl that holds the No Cook BBQ Sauce,pink,piled,0.5
bd7bd756ee18ffb,Where is the bowl located in the image,in the center,in the image,0.5
fd8d018e2c7cb26,What color is the tomato sauce in the bowl,reddish-orange,red,0.5
fd8d018e2c7cb26,What is the main component of the dish in the bowl,sauce,sauce,0.5
fd8d018e2c7cb26,What does the tomato sauce do to most of the bowl,fills,covers,0.5
fd8d018e2c7cb26,What color is the piece positioned slightly to the left of the center,green,pitcher,0.5
fd8d018e2c7cb26,Where is the green piece positioned in the bowl,to the left,bowl,0.5
ddb3d77b8ca050e,What color is the pizza sauce,red,golden-brown,0.5
ddb3d77b8ca050e,What type of surface is the bowl placed on,wooden surface,wooden,0.5
ddb3d77b8ca050e,What color are most of the strands of shredded cheese,white,middle of,0.5
ddb3d77b8ca050e,Where are some strands of shredded cheese located,next to,on top of,0.5
cb07a393ddb422a,What does the BBQ sauce do in the bowl,fills,fills,0.5
cb07a393ddb422a,What color is the BBQ sauce,brown,brown,0.5
cb07a393ddb422a,What is the BBQ sauce contained in,bowl,bowl,0.5
cb07a393ddb422a,Where is the paintbrush resting,on the rim,on the end,0.5
320f477ddba74f5,What color is the sauce on the wings,orange,reddish-orange,0.5
320f477ddba74f5,How are the wings prepared,coated,orange-red,0.5
320f477ddba74f5,What vegetable is orange and arranged around the wings,carrots,cucumber,0.5
320f477ddba74f5,What color are the celery sticks,green,green,0.5
320f477ddba74f5,Where are the food items placed,on a plate,on the plate,0.5
641c68e581d733f,What color is the Homestead Barbecue Sauce,reddish-brown,brown,0.5
69aee1d3ba018ff,What color are the tangerine segments,orange,yellow,0.5
69aee1d3ba018ff,What is the container used to hold the cranberry sauce and tangerine segments,bowl,bowl,0.5
69aee1d3ba018ff,What color is the cranberry sauce,red,red,0.5
69aee1d3ba018ff,Where are the whole cranberries placed,on top,on the surface,0.5
1c00b85749755c0,What color is the beef in the image,brownish-red,reddish-brown,0.5
1c00b85749755c0,What type of meat is featured in the dish,beef,chicken,0.5
1c00b85749755c0,How is the beef prepared in the image,cooked,sliced,0.5
1c00b85749755c0,What color are the carrots in the image,orange,orange,0.5
1c00b85749755c0,Where is the cabbage located on the plate,in the top center,located in,0.5
bd9bb1c1a13d688,What color is the stew-like liquid,dark brown,brown,0.5
bd9bb1c1a13d688,What type of dish is the dark brown liquid,stew,sauce,0.5
bd9bb1c1a13d688,What color is the cooking pan,light brown,silver,0.5
bd9bb1c1a13d688,What color are the tiny pieces scattered throughout the liquid,golden,in color,0.5
bd9bb1c1a13d688,Where are the bubbles and steam rising from,from the surface,from the dish,0.5
9ab4e1e0b9e3538,What color is the sauerkraut in the bowl,yellowish-white,yellow,0.5
9ab4e1e0b9e3538,What is the sauerkraut doing in the bowl,forming,yellow,0.5
9ab4e1e0b9e3538,What is the sauerkraut placed in,bowl,on top of,0.5
9ab4e1e0b9e3538,What color are the smokies,brownish-red,reddish-brown,0.5
9ab4e1e0b9e3538,Where is the smokie located in the bowl,in the bottom-left,located,0.5
f4c5c78433d6d23,What color is the wrapper of the sausage flowers,golden-brown,blue,0.5
f4c5c78433d6d23,What are the edible items shaped like flowers in the image,sausage flowers,purple,0.5
f4c5c78433d6d23,What color is the sausage mixture inside the flowers,brownish-orange,blue,0.5
f4c5c78433d6d23,Where are the green scallions placed,sprinkled over,on the left side,0.5
f4c5c78433d6d23,What is the color of the tray holding the sausage flowers,silver tray,silver,0.5
0f4169610c6b102,What type of meat is used in the dish,sausage,venison,0.5
0f4169610c6b102,What color is the sausage,reddish-brown,reddish-brown,0.5
0f4169610c6b102,What shape is the bowl,in a leaf-shaped bowl,bowl,0.5
0f4169610c6b102,How was the sausage cooked,grilled,grill,0.5
0f4169610c6b102,What fruit is mixed with the sausage,pineapple,peppers,0.5
b03fd7734dcd1f9,What is the color of the scallops,creamy,tan,0.5
b03fd7734dcd1f9,What type of dish is served alongside the scallops,pasta,chips,0.5
b03fd7734dcd1f9,What color is the pasta,white,tan,0.5
b03fd7734dcd1f9,Where is the toast located in the image,on the side,on the left,0.5
0165a5347fc3006,What shape is the scone,triangular,round,0.5
0165a5347fc3006,What type of food is shown in the image,scone,fajitas,0.5
0165a5347fc3006,What color is the lemon wedge,yellow,yellow,0.5
0165a5347fc3006,Where is the scone placed,on a plate,round,0.5
0165a5347fc3006,What color is the plate,white,green,0.5
06b69ab2d9fd200,What color is the plate the scones are on,white,golden brown,0.5
06b69ab2d9fd200,What type of baked goods are shown in the image,scones,cookies,0.5
06b69ab2d9fd200,What color is the scone in the foreground,golden brown,brown,0.5
06b69ab2d9fd200,Where is the golden brown scone located,in the foreground,on the left side,0.5
76051d98525aa3b,What color are the scrambled eggs,yellow,light yellow,0.5
76051d98525aa3b,What fruit is interspersed throughout the eggs,tomato,mushrooms,0.5
76051d98525aa3b,What color is the basil leaf,green,basil,0.5
76051d98525aa3b,Where is the basil leaf positioned,towards the center,at the top,0.5
5befd704424b15d,What is the primary color of the seasoning,reddish-brown,is,0.5
ea86b8337adee6c,What color are the pumpkin seeds,brown,green,0.5
ea86b8337adee6c,What type of seeds are shown in the image,pumpkin seeds,pumpkin,0.5
ea86b8337adee6c,What is the white coating on the pumpkin seeds,sugar,green,0.5
9bdab5eeae956d5,What color is the semifreddo,orange,pink,0.5
9bdab5eeae956d5,What type of dessert is shown,semifreddo,flan,0.5
9bdab5eeae956d5,What color is the tray,silver,white,0.5
9bdab5eeae956d5,What color is the base of the semifreddo,off-white,pink,0.5
9bdab5eeae956d5,Where is the semifreddo placed,on a tray,pink,0.5
6976d7e77ced1df,What color is the bowl,white,dark brown,0.5
6976d7e77ced1df,What color are the shrimp,pinkish-orange,white,0.5
6976d7e77ced1df,Where are the shrimp arranged,in the center,on a white plate,0.5
6976d7e77ced1df,What color are the vegetables in the sauce,green,green,0.5
8e0a5a668884897,What color is the plate,white,green,0.5
8e0a5a668884897,What type of seafood is shown,shrimp,scallops,0.5
8e0a5a668884897,What color are the spots on the shrimp,reddish-orange,white,0.5
8e0a5a668884897,Where are the shrimp located on the plate,in the center,located on the left,0.5
b37293b876e011e,What color is the plate,blue,green,0.5
b37293b876e011e,What type of seafood is shown,shrimp,scallops,0.5
b37293b876e011e,What ingredient is visible on the shrimp,garlic,orange,0.5
b37293b876e011e,What color are the shrimp,pink-orange,white,0.5
b37293b876e011e,Where is the garlic shrimp placed,on a blue plate,on a bed,0.5
5bb240fd272bf4e,What is the base of the dish made of,hash brown,rice,0.5
5bb240fd272bf4e,What color are the bacon pieces,red,brown,0.5
5bb240fd272bf4e,What garnish is sprinkled atop the dish,scallions,cheese,0.5
acd98ebf33a8275,What color is the plate,white,green,0.5
acd98ebf33a8275,What fruit is on top of the slaw,pineapple,flowers,0.5
acd98ebf33a8275,What color are the pineapple chunks,yellow,yellow,0.5
acd98ebf33a8275,What color are the celery slices,green,green,0.5
acd98ebf33a8275,Where is the slaw placed,on a white plate,on a plate,0.5
abe4eca7b50eea2,What is the main ingredient in the slaw,corn,cabbage,0.5
abe4eca7b50eea2,What color are the corn kernels,yellow,yellow,0.5
abe4eca7b50eea2,How are the corn kernels distributed in the slaw,scattered,scattered,0.5
abe4eca7b50eea2,What color are the small cubes of bell pepper,red,red,0.5
abe4eca7b50eea2,Where is the slaw located on the plate,on the left side,located in,0.5
67cc22c854d166a,What color is the cabbage in the image,green,red,0.5
67cc22c854d166a,What is the main vegetable in the dish,cabbage,okra,0.5
67cc22c854d166a,How are the ingredients arranged in the image,mixed,mixed,0.5
67cc22c854d166a,What color are the carrots in the image,orange,orange,0.5
a8534ffc026fa1a,How are the ingredients arranged in the bowl,scattered,mixed,0.5
a8534ffc026fa1a,What type of salad is shown in the image,coleslaw,salad,0.5
a8534ffc026fa1a,What color are the shreds of carrot in the coleslaw,orange,orange,0.5
a8534ffc026fa1a,Where is the coleslaw located in the image,in the bowl,located in,0.5
ce59e2b561648cc,What color is the orange slice,orange,orange,0.5
ce59e2b561648cc,What is the orange slush served in,glass,glass,0.5
ce59e2b561648cc,How would you describe the color of the orange slice,bright,bright,0.5
ce59e2b561648cc,Where is the orange slice placed,on the rim,on the rim,0.5
8e0e736b1ed4313,What material is the tray made of,metal,wooden,0.5
8e0e736b1ed4313,What type of drink is shown in the image,slushies,cocktail,0.5
8e0e736b1ed4313,What color is the slushie at the top of the image,red,reddish-purple,0.5
8e0e736b1ed4313,Where are the slushies placed,in a metal tray,reddish-pink,0.5
fdc7674729342a7,What flavor is the smoothie,chocolate,chocolate,0.5
fdc7674729342a7,What is the smoothie served in,cup,glass,0.5
fdc7674729342a7,What color is the smoothie,brown,pink,0.5
1d68b70e9d2f4a0,What color are the specks in the smoothie,pink,particles,0.5
1d68b70e9d2f4a0,What type of drink is in the glass,smoothie,juice,0.5
1d68b70e9d2f4a0,What color are the mint leaves,green,green,0.5
1d68b70e9d2f4a0,Where is the sprig of mint leaves positioned,on top of,on the upper right side,0.5
150e8e2edb2a656,What is the main flavor of the smoothie,chocolate,chocolate,0.5
150e8e2edb2a656,What type of drink is shown in the image,smoothie,cocktail,0.5
150e8e2edb2a656,What color is the smoothie,brown,pink,0.5
150e8e2edb2a656,What color are the swirling patterns on the plate,green,across the surface,0.5
a462ea5e69d2845,What fruit is used to make the smoothie,pineapple,strawberry,0.5
a462ea5e69d2845,What is the color of the glass mug,clear,clear,0.5
a462ea5e69d2845,What type of drink is in the glass,smoothie,juice,0.5
a462ea5e69d2845,Where is the whole pineapple located,to the right,on the left,0.5
be72e9b3eb9427e,What color are the mint specks in the smoothie,green,particles,0.5
be72e9b3eb9427e,What type of drink is in the glass,smoothie,juice,0.5
be72e9b3eb9427e,What fruit is on top of the smoothie,strawberry,blackberries,0.5
be72e9b3eb9427e,Where is the strawberry placed,on top of,on the rim,0.5
5abab4fc0138458,What is the consistency of the Pina Colada Sorbet,solid,rich,0.5
5abab4fc0138458,What type of dessert is shown in the image,sorbet,enchiladas,0.5
5abab4fc0138458,What is the color of the Pina Colada Sorbet,pale,rich,0.5
5abab4fc0138458,What shade of white is the Pina Colada Sorbet,off-white,pinkish-red,0.5
dc3896d8b1db274,What color is the blueberry sorbet described as,rich,vibrant,0.5
dc3896d8b1db274,What type of dessert is the purple food,sorbet,salad,0.5
dc3896d8b1db274,What color is the sorbet,purple,orange,0.5
dc3896d8b1db274,Where is most of the sorbet contained,in the bowl,contained,0.5
dc3896d8b1db274,What fruit is the sorbet made from,blueberry,pineapple,0.5
3caf51c2d92cd50,What is the bowl doing on the plate,resting,rests,0.5
3caf51c2d92cd50,What color is the bowl and plate,pale green,white,0.5
3caf51c2d92cd50,What color is the souffle,golden-brown,on top of,0.5
3caf51c2d92cd50,What texture does the top of the souffle have,crispy,foamy,0.5
3caf51c2d92cd50,Where is the banana prop located in the image,in the upper-left corner,in the image,0.5
61fc5053796ebfe,What color is the bowl containing the soup,blue,light blue,0.5
61fc5053796ebfe,What type of vegetable is scattered on the surface of the soup,mushrooms,tomatoes,0.5
61fc5053796ebfe,Where are the mushrooms located in the soup,scattered on the surface,on the left,0.5
61fc5053796ebfe,What type of green leaves are visible in the soup,spinach,spinach,0.5
330898f48df1db1,What color is the bowl containing the soup,white,light blue,0.5
330898f48df1db1,What type of food is in the white bowl,soup,soup,0.5
330898f48df1db1,What color is the broth of the soup,brown,brown,0.5
330898f48df1db1,What color are the cilantro leaves on the soup,green,green,0.5
18f853cc27fadce,What color is the bowl that holds the soup,white,blue,0.5
18f853cc27fadce,What color is the broth of the soup,reddish-brown,brown,0.5
18f853cc27fadce,Where is the bowl of soup situated in the image,in the right half,situated,0.5
18f853cc27fadce,What are the visible chunks in the broth,vegetables,vegetables,0.5
74a9a3f58309faa,What color is the soup,orange,reddish-orange,0.5
74a9a3f58309faa,What type of dish is shown in the image,soup,enchiladas,0.5
74a9a3f58309faa,What is placed to the left of the soup bowl,bread,on the plate,0.5
74a9a3f58309faa,Where is the soup bowl placed,on top of,on the plate,0.5
c5462855d00750c,What type of pasta is shown in the image,spaghetti,fettuccine,0.5
c5462855d00750c,What color is the tomato sauce,red,red,0.5
c5462855d00750c,What type of dairy product is scattered on top,cheese,cheese,0.5
c5462855d00750c,Where is the spaghetti arranged in the dish,around the perimeter,tangled,0.5
5eac54e4802fefe,What color is the spaghetti sauce,reddish-brown,red,0.5
5eac54e4802fefe,What is the sauce on top of,spaghetti,cheese,0.5
5eac54e4802fefe,What is the texture of the sauce,chunky,creamy,0.5
d3e4bdd012fe051,What color is the spaghetti,light,brownish-orange,0.5
d3e4bdd012fe051,What is the white topping on the spaghetti,cheese,whipped,0.5
d3e4bdd012fe051,What color are the pepper pieces in the spaghetti,red,red,0.5
d3e4bdd012fe051,Where is the spaghetti located,in a casserole dish,on the plate,0.5
f9048429e64a34c,What type of pasta is shown in the image,spaghetti,fettuccine,0.5
f9048429e64a34c,How are the white shreds distributed over the dish,scattered,atop the couscous,0.5
f9048429e64a34c,What are the deep red items on top of the spaghetti,meatballs,sauce,0.5
f9048429e64a34c,Where are the meatballs placed,placed on top,on top of,0.5
6f68655695a3194,What color is the plate,blue,green,0.5
6f68655695a3194,What is the name of the dish,musubi,kebab,0.5
6f68655695a3194,What color is the Spam,orange-red,reddish-brown,0.5
6f68655695a3194,Where is the nori wrapped,around,dark green,0.5
6f68655695a3194,What color is the rice,white rice,white,0.5
7477038f95780fb,What color is the barbecue sauce on the sandwich,reddish-brown,brown,0.5
7477038f95780fb,What is the main item in the image,sandwich,drink,0.5
7477038f95780fb,How does the barbecue sauce on the spam appear,glazed,glossy,0.5
7477038f95780fb,What color is the bowl in the image,blue,brown,0.5
2f21b09945b7362,What is the color of the bacon strips,light-brown,red,0.5
2f21b09945b7362,What type of food is the main item in the image,burger,burger,0.5
2f21b09945b7362,What is the color of the bacon strips,reddish-brown,red,0.5
2f21b09945b7362,Where is the bun located,on top,above,0.5
2f21b09945b7362,What is the main ingredient of the patty,spam,falafel,0.5
3939b19ee46c259,What color is the spinach,green,green,0.5
3939b19ee46c259,What is the main ingredient in the dish,spinach,fries,0.5
3939b19ee46c259,What color is the plate,white,green,0.5
3939b19ee46c259,What does the plate have around its edge,with a patterned rim,golden,0.5
3939b19ee46c259,What is scattered throughout the spinach,onions,pine nuts,0.5
a07f90b218b678c,What is the condition of the spinach leaves,fresh,red,0.5
a07f90b218b678c,What type of dish is shown in the image,salad,enchiladas,0.5
a07f90b218b678c,What is the primary color of the spinach leaves,green,red,0.5
a07f90b218b678c,What color are the onion slices scattered in the salad,white,purple,0.5
a07f90b218b678c,Where is the spinach salad placed,in a bowl,green,0.5
0aa19bafe23c2b6,What color are the spinach leaves,green,green,0.5
0aa19bafe23c2b6,What type of vegetable is shown in the image,spinach,garlic,0.5
0aa19bafe23c2b6,How is the spinach arranged in the image,haphazard,distributed,0.5
0aa19bafe23c2b6,What texture is suggested by the glossy sheen on the spinach leaves,oily texture,watermelon,0.5
3ac1c74df484d2b,What type of leaves are in the bowl,spinach,grape leaves,0.5
3ac1c74df484d2b,What color are the spinach leaves,green,green,0.5
3ac1c74df484d2b,What is the spinach served in,bowl,bowl,0.5
3ac1c74df484d2b,What is mixed with the spinach in the bowl,with shallots,with,0.5
900103ca5bb4951,What color are the Brussels sprouts,green,green,0.5
900103ca5bb4951,What type of vegetable is shown in the image,sprouts,garlic,0.5
900103ca5bb4951,What color is the baking dish,blue,white,0.5
900103ca5bb4951,What meat is scattered among the sprouts,bacon,tomatoes,0.5
900103ca5bb4951,Where is the baking dish placed,on a white surface,on a white stovetop,0.5
9bdba56968b4d9b,What color are the Brussels sprouts,green,green,0.5
9bdba56968b4d9b,What type of vegetable is shown in the image,sprouts,garlic,0.5
9bdba56968b4d9b,What type of sauce coats the sprouts,creamy,creamy,0.5
9bdba56968b4d9b,How are the sprouts arranged in the image,overlapping,scattered,0.5
e2f1b28722a3845,What color are most of the brussels sprouts,green,green,0.5
e2f1b28722a3845,What type of vegetable is primarily on the plate,sprouts,onion,0.5
e2f1b28722a3845,What color are the roasted tips or edges of some sprouts,brown,browned,0.5
e2f1b28722a3845,How are the brussels sprouts arranged on the plate,scattered across,scattered,0.5
e2f1b28722a3845,What color are the lemon wedges,yellow,yellow,0.5
cd4727b9541285f,What color are the brussels sprouts,green,green,0.5
cd4727b9541285f,What type of vegetable is shown in the image,sprouts,garlic,0.5
cd4727b9541285f,What color is the breading on the brussels sprouts,brown,green,0.5
cd4727b9541285f,Where are the darker brown crumbs located,around the sprouts,on the bottom,0.5
ad4a650ab046c06,What color are the brussels sprouts,green,green,0.5
ad4a650ab046c06,What type of vegetable is shown in the image,brussels sprouts,garlic,0.5
ad4a650ab046c06,What color is the bowl,white,dark brown,0.5
ad4a650ab046c06,What color are the charred spots on the brussels sprouts,brownish,charred,0.5
ad4a650ab046c06,Where are the brussels sprouts located,in a bowl,on the upper right side,0.5
585df28df4130ee,How is the butternut squash distributed in the dish,dispersed,piled,0.5
585df28df4130ee,What color is the kale,green,green,0.5
585df28df4130ee,Where are all the ingredients contained,bowl,within the bowl's rim,0.5
67b896c431bcb75,What color is the spaghetti squash in the dish,yellowish-white,yellow,0.5
67b896c431bcb75,What is the cheese doing to the beans and onions,covering,covering,0.5
67b896c431bcb75,Where is the melted cheese located in the dish,on top,at the top,0.5
67b896c431bcb75,What color are the beans in the dish,black,brown,0.5
aa98211e256f592,What color are the squash skins,green,brown,0.5
aa98211e256f592,What type of vegetable is used in this dish,squash,peppers,0.5
aa98211e256f592,What color is the filling inside the squash,orange,yellow,0.5
aa98211e256f592,Where are the stuffed squash halves placed,on a white plate,on the board,0.5
4343704aac2ef25,What color is the spaghetti squash,yellow,yellow,0.5
4343704aac2ef25,What type of vegetable is being described,squash,artichokes,0.5
4343704aac2ef25,Where is the spaghetti squash mounded,on the concave part,yellow,0.5
4343704aac2ef25,What color is the parsley behind the spoon,green,green,0.5
63a0d4e6b2fcc53,What color is the rind of the acorn squash,green,golden-yellow,0.5
63a0d4e6b2fcc53,What color is the flesh of the squash,yellow,orange,0.5
63a0d4e6b2fcc53,How are the squash halves positioned on the plate,overlapping,on the board,0.5
63a0d4e6b2fcc53,Where are the squash halves placed,on the plate,on the board,0.5
a0db3aca84f3043,What color is the flesh of the squash,orange-yellow,orange,0.5
a0db3aca84f3043,What type of vegetable is shown in the image,squash,garlic,0.5
a0db3aca84f3043,What color is the skin of the squash,green,yellow-green,0.5
a0db3aca84f3043,How do the tips of the squash appear,charred,brown,0.5
a0db3aca84f3043,Where are the squash slices mainly clustered,in the center,towards the right,0.5
a4539523aa36409,What color are the diced cubes of squash,orange,white,0.5
a4539523aa36409,What type of vegetable is shown in the image,squash,garlic,0.5
a4539523aa36409,What color is the bowl containing the squash,blue,white,0.5
a4539523aa36409,Where is the bowl positioned in the image,in the center-left,in the upper right,0.5
b3947b98f069ed9,What is the soup doing around the steak,surrounding,displaying,0.5
b3947b98f069ed9,What is the main protein in the dish,steak,chicken,0.5
b3947b98f069ed9,What color is the soup,tan,reddish-orange,0.5
b3947b98f069ed9,What color are the steaks,brown,brown,0.5
34155128095ebcd,What color are the steak fingers,golden-brown,brown,0.5
34155128095ebcd,How would you describe the surface of the steak fingers,crispy,rich,0.5
34155128095ebcd,How are the steak fingers positioned in the image,arranged,on the right side,0.5
34155128095ebcd,Where is the creamy white sauce placed,bowl,across the surface,0.5
34155128095ebcd,What is the color of the sauce in the bowl,white,reddish-brown,0.5
577f563155789a4,What color is the exterior of the fish,golden-brown,golden-brown,0.5
577f563155789a4,What type of food is on the plate,fish,enchiladas,0.5
577f563155789a4,What color is the interior of the fish,white,white,0.5
577f563155789a4,Where is the fish located,on the plate,on a plate,0.5
577f563155789a4,What color is the pattern around the edge of the plate,blue,blue,0.5
05fd940d8cb03b7,What color are the mushroom steaks,golden-brown,brown,0.5
05fd940d8cb03b7,What color are the chives garnishing the steaks,green,green,0.5
05fd940d8cb03b7,Where is the dark purple-black rice located,beneath the steaks,at the bottom,0.5
7584477e98cfefa,What color is the broth of the stew,reddish-brown,reddish-brown,0.5
7584477e98cfefa,What type of meat is visible in the stew,hamburger,Turkey,0.5
7584477e98cfefa,What vegetable is distributed throughout the stew,potatoes,potato,0.5
7584477e98cfefa,Where are the green beans and green peas located,throughout the stew,green,0.5
7b52ddf044f5e3f,What color is the bowl,red,dark brown,0.5
7b52ddf044f5e3f,What type of dish is being described,stew,enchiladas,0.5
7b52ddf044f5e3f,What type of meat is in the stew,ham,chicken,0.5
7b52ddf044f5e3f,What color is the cabbage,green,green,0.5
7b52ddf044f5e3f,Where do the chunks of ham appear,on the left,ham,0.5
9e25af6e0f1e9b3,What color are the beef chunks,brown,brown,0.5
9e25af6e0f1e9b3,How are the beef chunks distributed in the stew,scattered,scattered throughout,0.5
9e25af6e0f1e9b3,What color are the carrots,orange,orange,0.5
9e25af6e0f1e9b3,What color is the bowl,white,dark brown,0.5
cff67dfc76f90d1,What color are the chicken pieces that are deeper in shade,brown,brown,0.5
cff67dfc76f90d1,What type of meat is featured in the stew,chicken,chicken,0.5
cff67dfc76f90d1,What color are the carrot slices in the dish,orange,orange,0.5
cff67dfc76f90d1,Where is the slice of orange colored food located,on the left side,on the rim,0.5
db61a4da902bdd2,What color is the base broth of the stew,brown,reddish-brown,0.5
db61a4da902bdd2,What red ingredient is visible in the broth,tomatoes,tomatoes,0.5
db61a4da902bdd2,What type of protein is found in small bits throughout the stew,meat,green,0.5
db61a4da902bdd2,Where is the bright yellow shredded cheese placed,on top,on top of,0.5
db61a4da902bdd2,What color is the shredded cheese on top of the stew,yellow,yellow,0.5
ffc1a5a062f3888,What color are the corn kernels in the stew,yellow,yellow,0.5
ffc1a5a062f3888,Where is the dollop of sour cream located,atop the center,in the center,0.5
c910f76bf4763c0,What is the overall color of the stew,orange-brown,brown,0.5
c910f76bf4763c0,What color are the individual grains of rice in the stew,white,tan,0.5
c910f76bf4763c0,Where are some of the translucent yellow onions located,on the surface,at the top,0.5
c910f76bf4763c0,What is the appearance of the yellow onions in the stew,translucent,sliced,0.5
0aa0330f3238b29,What is the flavor profile of the stir-fry,savory,spicy,0.5
0aa0330f3238b29,What type of food is being cooked,vegetables,brisket,0.5
0aa0330f3238b29,What color are the broccoli pieces,green,green,0.5
0aa0330f3238b29,Where are the green broccoli pieces mostly located,around the top,around the periphery,0.5
0aa0330f3238b29,What color are the bell pepper segments,yellow,red,0.5
b7b5f7fb4c23822,What color is the base of the strawberry whip,pink,red,0.5
b7b5f7fb4c23822,What fruit is arranged on top of the whip,strawberries,peaches,0.5
b7b5f7fb4c23822,How are the sliced strawberries arranged on the whip,displaying,red,0.5
b7b5f7fb4c23822,What color are the outer edges of the sliced strawberries,red,red,0.5
b7b5f7fb4c23822,Where are the sliced strawberries placed on the whip,on top,on top of,0.5
28f3831cc0cf2c8,What color are the sugar crystals on the strawberries,red,green,0.5
28f3831cc0cf2c8,What type of fruit is shown in the image,strawberries,figs,0.5
28f3831cc0cf2c8,How do the sugar crystals on the strawberries appear,bright,fresh,0.5
28f3831cc0cf2c8,Where are the strawberries placed,on a white paper liner,on top,0.5
7c7cf1bb8fede70,What color are the strawberries,red,red,0.5
7c7cf1bb8fede70,What fruit is shown in the image,strawberries,grapes,0.5
7c7cf1bb8fede70,What color is the chocolate on the strawberries,brown,pink,0.5
7c7cf1bb8fede70,Where is the chocolate on the strawberries,on the bottom,pink,0.5
27d0d3a6a8dbde3,What color are the strawberries,red,red,0.5
27d0d3a6a8dbde3,What type of fruit is in the salad,strawberries,grapes,0.5
27d0d3a6a8dbde3,Are the strawberries whole or sliced,sliced,sliced,0.5
27d0d3a6a8dbde3,Where are the whole strawberries located,on the upper side,on the left,0.5
27d0d3a6a8dbde3,What color is the cheese,white,white,0.5
4679824a46cf2b8,What color are the strawberries in the image,red,red,0.5
4679824a46cf2b8,What type of fruit is shown in the image,strawberries,figs,0.5
4679824a46cf2b8,How are the strawberry slices arranged in the bowl,clustered,arranged,0.5
4679824a46cf2b8,How do the strawberry slices appear due to the sauce,juicy,shiny,0.5
c488e64add203b0,What color is the Fresh Strawberry Granita,red,red,0.5
c488e64add203b0,What fruit is used in the Fresh Strawberry Granita,strawberry,red,0.5
c488e64add203b0,What type of container is the Fresh Strawberry Granita served in,glass,red,0.5
c488e64add203b0,How would you describe the color of the Fresh Strawberry Granita,bright,vibrant,0.5
c488e64add203b0,Where is the red strawberry placed,on the plate,on the rim,0.5
7b607810af9b476,What type of nut is in the stuffing,chestnut,almonds,0.5
7b607810af9b476,What color are the toasted bread cubes,brown,on top,0.5
7b607810af9b476,How do some of the bread cubes appear,toasted,glistening,0.5
7b607810af9b476,What color are the softer bread cubes,yellow,yellow,0.5
3c68b3ad534c61b,What color are the darker pieces of the stuffing,brown,brown,0.5
3c68b3ad534c61b,How are the darker brown pieces distributed in the dish,scattered,scattered,0.5
3c68b3ad534c61b,What is the stuffing served in,dish,golden-brown,0.5
3c68b3ad534c61b,What color is the dish,white,white,0.5
3c68b3ad534c61b,Where are the darker brown pieces of the stuffing located,throughout the dish,brown,0.5
21b0cdcf0eacf35,What color are the darker bread cubes,brown,browned,0.5
21b0cdcf0eacf35,What are the green flecks in the stuffing,herbs,mixed,0.5
280ee18dd93e4e5,What is the stuffing being prepared for,baking,cooking,0.5
280ee18dd93e4e5,What color is the baking dish,white,white,0.5
280ee18dd93e4e5,How are the green specks of herbs distributed in the stuffing,scattered,scattered,0.5
280ee18dd93e4e5,What color is the stuffing,brown,golden-brown,0.5
280ee18dd93e4e5,Where is the stuffing located in the image,in the center,at the top,0.5
bfbe4bfd83aca81,What is the texture of the sugar in the glass,powdered,white,0.5
bfbe4bfd83aca81,What material is the container made of,glass,plastic,0.5
0457d45f6c3b8ad,Is the sushi vegetarian,vegetarian,vegetarian,0.5
0457d45f6c3b8ad,What type of food is shown in the image,sushi,fajitas,0.5
0457d45f6c3b8ad,What color is the plate,black,green,0.5
0457d45f6c3b8ad,Where are the sushi rolls placed,on the plate,on a white plate,0.5
0457d45f6c3b8ad,What color are the scallions in the dipping sauce,green,orange-beige,0.5
f6ec970b5ce1712,What type of fish is used as the base of the dish,swordfish,peaches,0.5
f6ec970b5ce1712,Where is the vibrant mixture located in the dish,atop,red,0.5
f6ec970b5ce1712,What color are the diced tomatoes scattered throughout the dish,red,scattered throughout,0.5
8b0ae37343af5d4,What is the Strawberry-Rhubarb Syrup stored in,pitcher,jar,0.5
8b0ae37343af5d4,Where is the pitcher placed,on a tablecloth,on a wooden surface,0.5
5187f1afaf34eae,What color are the carrot matchsticks,orange,orange,0.5
5187f1afaf34eae,What is the base ingredient of the slaw,cabbage,brown,0.5
5187f1afaf34eae,What color are the cilantro sprigs,green,green,0.5
5187f1afaf34eae,What vegetable is scattered among the cabbage,carrot,tomatoes,0.5
5187f1afaf34eae,Where are the cilantro sprigs placed,on top,on top of,0.5
