Answer,Predict,EM,Precision,Recall,F1
candy,chips,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
right of orange ribbon,to the left,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
sugar,polenta,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
to the left,on top,0.0,0.0,0.0,0.0
brownish-red,brown,0.0,0.0,0.0,0.0
meat,burger,0.0,0.0,0.0,0.0
dark brown,brown,0.0,1.0,0.5,0.6666666666666666
charred,charred,1.0,1.0,1.0,1.0
vegetables,in the center,0.0,0.0,0.0,0.0
hard,creamy,0.0,0.0,0.0,0.0
candy,chips,0.0,0.0,0.0,0.0
orange,brown,0.0,0.0,0.0,0.0
coated,with,0.0,0.0,0.0,0.0
throughout,in the center,0.0,0.0,0.0,0.0
green,white,0.0,0.0,0.0,0.0
candy,chips,0.0,0.0,0.0,0.0
reddish-brown,red,0.0,0.0,0.0,0.0
center,in the center,0.0,0.3333333333333333,1.0,0.5
on the plate,on a plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
red,yellow,0.0,0.0,0.0,0.0
poured,drizzled,0.0,0.0,0.0,0.0
candy,chips,0.0,0.0,0.0,0.0
translucent,translucent,1.0,1.0,1.0,1.0
on a piece,on top,0.0,0.5,0.3333333333333333,0.4
yellow,yellow,1.0,1.0,1.0,1.0
center of the image,in the image,0.0,0.6666666666666666,0.5,0.5714285714285715
fluffy and toasted,creamy,0.0,0.0,0.0,0.0
meringue,pie,0.0,0.0,0.0,0.0
silver,golden-brown,0.0,0.0,0.0,0.0
light-green,yellow,0.0,0.0,0.0,0.0
pasta,salad,0.0,0.0,0.0,0.0
black,red,0.0,0.0,0.0,0.0
in a creamy sauce,coated,0.0,0.0,0.0,0.0
silver,silver,1.0,1.0,1.0,1.0
brown,brown,1.0,1.0,1.0,1.0
meat,fish,0.0,0.0,0.0,0.0
bubbling,spilling,0.0,0.0,0.0,0.0
yellow-brown,red,0.0,0.0,0.0,0.0
orange,orange,1.0,1.0,1.0,1.0
carrots,zucchini,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
orange,orange,1.0,1.0,1.0,1.0
carrots,zucchini,0.0,0.0,0.0,0.0
glistening,glistening,1.0,1.0,1.0,1.0
in the center,in the center,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
yellowish,white,0.0,0.0,0.0,0.0
rice,tofu,0.0,0.0,0.0,0.0
orange,green,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
cashews,pecans,0.0,0.0,0.0,0.0
tan,brown,0.0,0.0,0.0,0.0
piled randomly,scattered,0.0,0.0,0.0,0.0
on a purple surface,on a wooden surface,0.0,0.75,0.75,0.75
triangular,sliced,0.0,0.0,0.0,0.0
casserole,dish,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
with cheese,mushrooms,0.0,0.0,0.0,0.0
egg,potatoes,0.0,0.0,0.0,0.0
beige,golden-brown,0.0,0.0,0.0,0.0
catfish,halibut,0.0,0.0,0.0,0.0
reddish-orange,red,0.0,0.0,0.0,0.0
in the upper-center,situated,0.0,0.0,0.0,0.0
fried,baked,0.0,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
catfish,walleye,0.0,0.0,0.0,0.0
center,in the center,0.0,0.3333333333333333,1.0,0.5
green,green,1.0,1.0,1.0,1.0
on the foreground,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
fills,fills,1.0,1.0,1.0,1.0
cauliflower,zucchini,0.0,0.0,0.0,0.0
blue,white,0.0,0.0,0.0,0.0
yellow,white,0.0,0.0,0.0,0.0
creamy,creamy,1.0,1.0,1.0,1.0
mac-n-cheese,salad,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
orange-yellow,orange,0.0,0.0,0.0,0.0
off-white,white,0.0,0.0,0.0,0.0
cauliflower,cabbage,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
broccoli,cabbage,0.0,0.0,0.0,0.0
broccoli,zucchini,0.0,0.0,0.0,0.0
glass jars,jars,0.0,1.0,0.5,0.6666666666666666
white,white,1.0,1.0,1.0,1.0
orange,orange,1.0,1.0,1.0,1.0
on the countertop,on a wooden surface,0.0,0.25,0.3333333333333333,0.28571428571428575
golden-brown,brown,0.0,0.0,0.0,0.0
bread,chips,0.0,0.0,0.0,0.0
on the cutting board,on top of,0.0,0.3333333333333333,0.25,0.28571428571428575
yellow,red,0.0,0.0,0.0,0.0
dark green,green,0.0,1.0,0.5,0.6666666666666666
chard,kale,0.0,0.0,0.0,0.0
garlic,bacon,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
in a bowl,on top,0.0,0.0,0.0,0.0
rainbow,multicolored,0.0,0.0,0.0,0.0
chard,pesto,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
in a bowl,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
vegetables,bacon,0.0,0.0,0.0,0.0
cheeseburger,cheeseburger,1.0,1.0,1.0,1.0
yellow,yellow,1.0,1.0,1.0,1.0
golden-brown,yellow,0.0,0.0,0.0,0.0
pickle,avocado,0.0,0.0,0.0,0.0
on a white plate,on a plate,0.0,1.0,0.75,0.8571428571428571
tan,tan,1.0,1.0,1.0,1.0
burger,burrito,0.0,0.0,0.0,0.0
orange,orange,1.0,1.0,1.0,1.0
located to the left,behind,0.0,0.0,0.0,0.0
beige,yellow,0.0,0.0,0.0,0.0
filling,cooling,0.0,0.0,0.0,0.0
right side of the image,in the image,0.0,0.6666666666666666,0.4,0.5
silver,silver,1.0,1.0,1.0,1.0
golden-brown,brown,0.0,0.0,0.0,0.0
cheesecake,cake,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
sprinkled,sprinkled,1.0,1.0,1.0,1.0
white,golden-brown,0.0,0.0,0.0,0.0
cheesecake,cake,0.0,0.0,0.0,0.0
blue,blue,1.0,1.0,1.0,1.0
on the plate,on a plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
syrup,drizzled,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
jar,dish,0.0,0.0,0.0,0.0
on top of,on a plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
dark-brown,yellow,0.0,0.0,0.0,0.0
cheesecake,cake,0.0,0.0,0.0,0.0
glaze,creamy,0.0,0.0,0.0,0.0
strawberries,blueberries,0.0,0.0,0.0,0.0
on top of,on top,0.0,1.0,0.6666666666666666,0.8
creamy,creamy,1.0,1.0,1.0,1.0
cherries,rhubarb,0.0,0.0,0.0,0.0
fills,fills,1.0,1.0,1.0,1.0
purple,red,0.0,0.0,0.0,0.0
throughout the bowl,throughout the bowl,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
cherries,cranberries,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
on the left,located,0.0,0.0,0.0,0.0
orange,orange,1.0,1.0,1.0,1.0
browned,pinkish-orange,0.0,0.0,0.0,0.0
chicken,chicken,1.0,1.0,1.0,1.0
on top of the plate,in the center,0.0,0.3333333333333333,0.2,0.25
parsley,parsley,1.0,1.0,1.0,1.0
golden,golden-brown,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
reddish-brown sauce,red,0.0,0.0,0.0,0.0
on and around the chicken,on top of,0.0,0.3333333333333333,0.2,0.25
yellow,golden-brown,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
sprinkled on top,on top of,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
fork,spoon,0.0,0.0,0.0,0.0
crispy,crispy,1.0,1.0,1.0,1.0
large,large,1.0,1.0,1.0,1.0
chili,tofu,0.0,0.0,0.0,0.0
red,reddish-brown,0.0,0.0,0.0,0.0
in a pot,on top of,0.0,0.0,0.0,0.0
sausage,sausage,1.0,1.0,1.0,1.0
green,reddish-brown,0.0,0.0,0.0,0.0
bowl,pot,0.0,0.0,0.0,0.0
in the bowl,on the plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
green,white,0.0,0.0,0.0,0.0
dip in,submerged,0.0,0.0,0.0,0.0
scattered,scattered,1.0,1.0,1.0,1.0
chips,chips,1.0,1.0,1.0,1.0
green,yellow,0.0,0.0,0.0,0.0
golden-yellow,yellow,0.0,0.0,0.0,0.0
towards the central region,in the center,0.0,0.3333333333333333,0.25,0.28571428571428575
swirled,speckled,0.0,0.0,0.0,0.0
tan,brown,0.0,0.0,0.0,0.0
many,pieces,0.0,0.0,0.0,0.0
rectangular,cut,0.0,0.0,0.0,0.0
in clear plastic,wrapped,0.0,0.0,0.0,0.0
dessert,dish,0.0,0.0,0.0,0.0
clear,clear,1.0,1.0,1.0,1.0
raspberries,cranberries,0.0,0.0,0.0,0.0
scattered,scattered,1.0,1.0,1.0,1.0
on a metallic surface,on top,0.0,0.5,0.25,0.3333333333333333
chocolate,brown,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
golden-brown,white,0.0,0.0,0.0,0.0
on top of,on top of,1.0,1.0,1.0,1.0
creamy,creamy,1.0,1.0,1.0,1.0
cake,toast,0.0,0.0,0.0,0.0
brown,yellow,0.0,0.0,0.0,0.0
on top,on top of,0.0,0.6666666666666666,1.0,0.8
chocolate,chocolate,1.0,1.0,1.0,1.0
drizzled,drizzled,1.0,1.0,1.0,1.0
brown,brown,1.0,1.0,1.0,1.0
ice cream,ice cream,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
at the bottom,spilled,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
bowl,bowl,1.0,1.0,1.0,1.0
dispersed,scattered,0.0,0.0,0.0,0.0
carrots,tomato,0.0,0.0,0.0,0.0
on the surface,on top,0.0,0.5,0.3333333333333333,0.4
corn,tomato,0.0,0.0,0.0,0.0
brown,reddish-brown,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
across the surface,across the top,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
red,red,1.0,1.0,1.0,1.0
bowl,bowl,1.0,1.0,1.0,1.0
center of the bowl,is in,0.0,0.0,0.0,0.0
fills,fills,1.0,1.0,1.0,1.0
pulpy,thick,0.0,0.0,0.0,0.0
jar,bowl,0.0,0.0,0.0,0.0
brownish-yellow,reddish-brown,0.0,0.0,0.0,0.0
with the chutney,filled,0.0,0.0,0.0,0.0
label,is,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
apple,bananas,0.0,0.0,0.0,0.0
slices,submerged,0.0,0.0,0.0,0.0
green,yellow,0.0,0.0,0.0,0.0
in a clear liquid,on top of,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
bowl,bowl,1.0,1.0,1.0,1.0
brown,brown,1.0,1.0,1.0,1.0
in the center,in the center,1.0,1.0,1.0,1.0
off-white,yellow,0.0,0.0,0.0,0.0
chowder,soup,0.0,0.0,0.0,0.0
sits on,sits,0.0,1.0,0.5,0.6666666666666666
circle,patterned,0.0,0.0,0.0,0.0
herbs,cheese,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
clams,shrimp,0.0,0.0,0.0,0.0
brown,green,0.0,0.0,0.0,0.0
in a bowl,on a plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
green,green,1.0,1.0,1.0,1.0
golden-brown,orange,0.0,0.0,0.0,0.0
pumpkin,tomato,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
on the plate,on a plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
crumbly,crispy,0.0,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
cobbler,cake,0.0,0.0,0.0,0.0
yellow,brown,0.0,0.0,0.0,0.0
with variations,crispy,0.0,0.0,0.0,0.0
baking,browning,0.0,0.0,0.0,0.0
homemade,homemade,1.0,1.0,1.0,1.0
jars,jars,1.0,1.0,1.0,1.0
yes,overlapping,0.0,0.0,0.0,0.0
vegetable,tomatoes,0.0,0.0,0.0,0.0
yes,overlapping,0.0,0.0,0.0,0.0
cocktail,smoothie,0.0,0.0,0.0,0.0
float,float,1.0,1.0,1.0,1.0
clear,clear,1.0,1.0,1.0,1.0
glass,clear,0.0,0.0,0.0,0.0
in a slight curve,distributed,0.0,0.0,0.0,0.0
clear,clear,1.0,1.0,1.0,1.0
glass,clear,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
yellow,yellow,1.0,1.0,1.0,1.0
on top of,on the rim,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
turquoise-blue,yellow,0.0,0.0,0.0,0.0
jar,mug,0.0,0.0,0.0,0.0
red,white,0.0,0.0,0.0,0.0
on the rim,on a plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
shark,garnish,0.0,0.0,0.0,0.0
garnished,contrast,0.0,0.0,0.0,0.0
orange,red,0.0,0.0,0.0,0.0
yellow-orange,orange,0.0,0.0,0.0,0.0
monkey gland,punch,0.0,0.0,0.0,0.0
on the surface,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
yes,sitting,0.0,0.0,0.0,0.0
cocoa,filling,0.0,0.0,0.0,0.0
no,white,0.0,0.0,0.0,0.0
yes,dark,0.0,0.0,0.0,0.0
on the upper left,positioned,0.0,0.0,0.0,0.0
spiced,spicy,0.0,0.0,0.0,0.0
chocolate-brown,yellow,0.0,0.0,0.0,0.0
two,slices,0.0,0.0,0.0,0.0
on top of,on top of,1.0,1.0,1.0,1.0
golden-brown,white,0.0,0.0,0.0,0.0
cod,halibut,0.0,0.0,0.0,0.0
resting,resting,1.0,1.0,1.0,1.0
on top of,behind,0.0,0.0,0.0,0.0
glass,glass,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
on the rim,on the rim,1.0,1.0,1.0,1.0
vibrant red,vibrant,0.0,1.0,0.5,0.6666666666666666
light,brown,0.0,0.0,0.0,0.0
mug,mug,1.0,1.0,1.0,1.0
red,white,0.0,0.0,0.0,0.0
across a light brown surface,scattered across,0.0,0.5,0.2,0.28571428571428575
coffe beans,mushrooms,0.0,0.0,0.0,0.0
clear,clear,1.0,1.0,1.0,1.0
coffee,margarita,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
straw,glasses,0.0,0.0,0.0,0.0
white,cream,0.0,0.0,0.0,0.0
coffee,lemonade,0.0,0.0,0.0,0.0
glass,glass,1.0,1.0,1.0,1.0
whipped cream,sprinkled,0.0,0.0,0.0,0.0
on the rim,on top,0.0,0.5,0.3333333333333333,0.4
at the center,in the center,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
sausages,on top,0.0,0.0,0.0,0.0
brown with a slight char,brown,0.0,1.0,0.2,0.33333333333333337
white,reddish-brown,0.0,0.0,0.0,0.0
filling,filling,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
bowl,bowl,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
pink,pink,1.0,1.0,1.0,1.0
multicolored,mix,0.0,0.0,0.0,0.0
creamy,creamy,1.0,1.0,1.0,1.0
coleslaw,relish,0.0,0.0,0.0,0.0
orange,orange,1.0,1.0,1.0,1.0
in the left,submerged,0.0,0.0,0.0,0.0
onion,bacon,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
bowl,spoon,0.0,0.0,0.0,0.0
orange,orange,1.0,1.0,1.0,1.0
creamy,creamy,1.0,1.0,1.0,1.0
in a glass bowl,on a plate,0.0,0.3333333333333333,0.25,0.28571428571428575
red-purple,red,0.0,0.0,0.0,0.0
in the bowl,contained,0.0,0.0,0.0,0.0
wooden board,bowl,0.0,0.0,0.0,0.0
cutting and serving,skewers,0.0,0.0,0.0,0.0
to the right of,in the center,0.0,0.3333333333333333,0.25,0.28571428571428575
yes,melted,0.0,0.0,0.0,0.0
cookie,toast,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
on the pan,on a wooden surface,0.0,0.25,0.3333333333333333,0.28571428571428575
clear,white,0.0,0.0,0.0,0.0
jar,bowl,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
with red ribbon,bacon,0.0,0.0,0.0,0.0
bright,vibrant,0.0,0.0,0.0,0.0
on the colorful surface,on a wooden surface,0.0,0.5,0.5,0.5
orange juice,fills,0.0,0.0,0.0,0.0
into the cooler,into the milkshake,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
yellow,yellow,1.0,1.0,1.0,1.0
yes,yellow,0.0,0.0,0.0,0.0
across the majority of,in the center,0.0,0.3333333333333333,0.25,0.28571428571428575
melted and browned cheese,with,0.0,0.0,0.0,0.0
brownish-orange,yellow,0.0,0.0,0.0,0.0
light,yellow,0.0,0.0,0.0,0.0
golden-brown,yellow,0.0,0.0,0.0,0.0
glass,jars,0.0,0.0,0.0,0.0
on the top-left,located,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
corn,tomato,0.0,0.0,0.0,0.0
mixed,sliced,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
brown,black,0.0,0.0,0.0,0.0
beans,vegetables,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
on the right,submerged,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
scattered,scattered,1.0,1.0,1.0,1.0
yellow,yellow,1.0,1.0,1.0,1.0
in a bowl,on top of,0.0,0.0,0.0,0.0
in a bowl,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
golden-yellow,yellow,0.0,0.0,0.0,0.0
cornbread,pita bread,0.0,0.0,0.0,0.0
black,black,1.0,1.0,1.0,1.0
coarse,crispy,0.0,0.0,0.0,0.0
golden,yellow,0.0,0.0,0.0,0.0
cornbread,pita bread,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
on a plate,on top of,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
cornbread,herbs,0.0,0.0,0.0,0.0
cornbread,pita bread,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
on the top-left,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
cottage cheese,feta,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
yellow,yellow,1.0,1.0,1.0,1.0
around the cottage cheese,on top of,0.0,0.0,0.0,0.0
chicken,chicken,1.0,1.0,1.0,1.0
on the pan,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
spinach,zucchini,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
in the foreground,on top of,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
couscous,quinoa,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
on top of,on a plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
tan,beige,0.0,0.0,0.0,0.0
filling,is,0.0,0.0,0.0,0.0
couscous,quinoa,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
creamy,creamy,1.0,1.0,1.0,1.0
tan,yellow,0.0,0.0,0.0,0.0
couscous,rice,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
within the pot,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
bowl,bowl,1.0,1.0,1.0,1.0
white,yellow,0.0,0.0,0.0,0.0
beige,brown,0.0,0.0,0.0,0.0
small and round,rectangular,0.0,0.0,0.0,0.0
in a white bowl,plate,0.0,0.0,0.0,0.0
yellowish-orange,white,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
across the top,on top,0.0,0.5,0.3333333333333333,0.4
spoon,spoon,1.0,1.0,1.0,1.0
crab cakes,chips,0.0,0.0,0.0,0.0
golden,brown,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
reddish-orange,golden-brown,0.0,0.0,0.0,0.0
crab,shrimp,0.0,0.0,0.0,0.0
clustered,scattered,0.0,0.0,0.0,0.0
sausages,bacon,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
pie,cake,0.0,0.0,0.0,0.0
tan,brown,0.0,0.0,0.0,0.0
golden,golden-brown,0.0,0.0,0.0,0.0
towards the left,running vertically,0.0,0.0,0.0,0.0
cranberry,teriyaki,0.0,0.0,0.0,0.0
chicken,chicken,1.0,1.0,1.0,1.0
light blue,white,0.0,0.0,0.0,0.0
golden brown,golden-brown,0.0,0.0,0.0,0.0
on a plate,on a plate,1.0,1.0,1.0,1.0
fills,fills,1.0,1.0,1.0,1.0
bowl,bowl,1.0,1.0,1.0,1.0
thick,thick,1.0,1.0,1.0,1.0
light brown and red,brown,0.0,1.0,0.25,0.4
in the center,in the center,1.0,1.0,1.0,1.0
crawfish,shrimp,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
within a white bowl,plate,0.0,0.0,0.0,0.0
beige,white,0.0,0.0,0.0,0.0
piled,piled,1.0,1.0,1.0,1.0
crawfish,shrimp,0.0,0.0,0.0,0.0
red,pink,0.0,0.0,0.0,0.0
on top of,on top of,1.0,1.0,1.0,1.0
light,creamy,0.0,0.0,0.0,0.0
walnuts,peanuts,0.0,0.0,0.0,0.0
beige,brown,0.0,0.0,0.0,0.0
on top,on top of,0.0,0.6666666666666666,1.0,0.8
bowl,bowl,1.0,1.0,1.0,1.0
soft,creamy,0.0,0.0,0.0,0.0
cream,cake,0.0,0.0,0.0,0.0
off-white,brown,0.0,0.0,0.0,0.0
fills,fills,1.0,1.0,1.0,1.0
on top,on top of,0.0,0.6666666666666666,1.0,0.8
white,white,1.0,1.0,1.0,1.0
blueberries,rhubarb,0.0,0.0,0.0,0.0
brown,yellow,0.0,0.0,0.0,0.0
blueberries,filling,0.0,0.0,0.0,0.0
on the plate,on top,0.0,0.5,0.3333333333333333,0.4
golden brown,yellow,0.0,0.0,0.0,0.0
crepe,in the center,0.0,0.0,0.0,0.0
darker,textured,0.0,0.0,0.0,0.0
in the center,in the center,1.0,1.0,1.0,1.0
purple,red,0.0,0.0,0.0,0.0
rolls,patties,0.0,0.0,0.0,0.0
golden brown ,golden-brown,0.0,0.0,0.0,0.0
flaky dough,filling,0.0,0.0,0.0,0.0
on the lower right,behind,0.0,0.0,0.0,0.0
golden-yellow,golden-brown,0.0,0.0,0.0,0.0
overlap,arranged,0.0,0.0,0.0,0.0
cheese,burrito,0.0,0.0,0.0,0.0
lacy,crispy,0.0,0.0,0.0,0.0
on the upper-left,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
white,white,1.0,1.0,1.0,1.0
brown,browned,0.0,0.0,0.0,0.0
on a white plate,on a plate,0.0,1.0,0.75,0.8571428571428571
the crisp in the front,larger,0.0,0.0,0.0,0.0
green,white,0.0,0.0,0.0,0.0
cones,square,0.0,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
lies,leaning,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
croquettes,chips,0.0,0.0,0.0,0.0
dark,brown,0.0,0.0,0.0,0.0
on a plate,on a plate,1.0,1.0,1.0,1.0
arranged,arranged,1.0,1.0,1.0,1.0
yummylicious,amazing,0.0,0.0,0.0,0.0
croquettes,chips,0.0,0.0,0.0,0.0
golden,golden-brown,0.0,0.0,0.0,0.0
on a silver metal rack,on a plate,0.0,0.6666666666666666,0.4,0.5
brown,brown,1.0,1.0,1.0,1.0
beige,white,0.0,0.0,0.0,0.0
croquettes,chips,0.0,0.0,0.0,0.0
golden brown,golden-brown,0.0,0.0,0.0,0.0
resting on the plate,resting on,0.0,1.0,0.5,0.6666666666666666
yes,visible,0.0,0.0,0.0,0.0
pie,cake,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
off-white,white,0.0,0.0,0.0,0.0
on a white plate,on a plate,0.0,1.0,0.75,0.8571428571428571
red,red,1.0,1.0,1.0,1.0
bowl,dish,0.0,0.0,0.0,0.0
orange,yellow,0.0,0.0,0.0,0.0
mixed,mixed,1.0,1.0,1.0,1.0
on top of,on top of,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
bowl,dish,0.0,0.0,0.0,0.0
yes,covered by,0.0,0.0,0.0,0.0
golden-brown,brown,0.0,0.0,0.0,0.0
at the bottom,on top,0.0,0.0,0.0,0.0
pie,cake,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
beneath,on top of,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
green,white,0.0,0.0,0.0,0.0
scattered,scattered,1.0,1.0,1.0,1.0
brown,brown,1.0,1.0,1.0,1.0
berries,cranberries,0.0,0.0,0.0,0.0
atop,on a plate,0.0,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
pie,chips,0.0,0.0,0.0,0.0
lattice,flower,0.0,0.0,0.0,0.0
across the entire top,on top,0.0,0.5,0.25,0.3333333333333333
leaves,pizzelles,0.0,0.0,0.0,0.0
yellow,golden-brown,0.0,0.0,0.0,0.0
pie,chips,0.0,0.0,0.0,0.0
crust,pie crust,0.0,0.5,1.0,0.6666666666666666
crimped,crimped,1.0,1.0,1.0,1.0
in the center,in the image,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
golden,golden-brown,0.0,0.0,0.0,0.0
pie,chips,0.0,0.0,0.0,0.0
red,yellow,0.0,0.0,0.0,0.0
tan,white,0.0,0.0,0.0,0.0
dripping,dripping,1.0,1.0,1.0,1.0
tan,golden-brown,0.0,0.0,0.0,0.0
premium,amazing,0.0,0.0,0.0,0.0
cheese,cheese,1.0,1.0,1.0,1.0
in the lower portion,in the center,0.0,0.6666666666666666,0.5,0.5714285714285715
green,white,0.0,0.0,0.0,0.0
cucumbers,mushrooms,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
creamy,creamy,1.0,1.0,1.0,1.0
throughout the image,throughout the image,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
salad,salad,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
on a plate,on the plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
green,green,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
salad,salad,1.0,1.0,1.0,1.0
visible,visible,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
inside a transparent bowl,on a plate,0.0,0.3333333333333333,0.25,0.28571428571428575
green,green,1.0,1.0,1.0,1.0
cucumbers,zucchini,0.0,0.0,0.0,0.0
sliced,cut,0.0,0.0,0.0,0.0
on their surfaces,on top,0.0,0.5,0.3333333333333333,0.4
fresh,bright,0.0,0.0,0.0,0.0
cucumbers,tomatoes,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
overlapping,scattered,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
margaritas,margarita,0.0,0.0,0.0,0.0
white,red,0.0,0.0,0.0,0.0
cucumber,zucchini,0.0,0.0,0.0,0.0
on the rim,on a plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
green,green,1.0,1.0,1.0,1.0
cucumber,zucchini,0.0,0.0,0.0,0.0
wooden,wooden surface,0.0,0.5,1.0,0.6666666666666666
cucumbers,tomatoes,0.0,0.0,0.0,0.0
fill,fill,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
in a shallow bowl,on a plate,0.0,0.3333333333333333,0.25,0.28571428571428575
