,Image,Food Name,Summary,Ingredients,Calories,Width,Height,Questions_1,Answer_1,Question_2,Answer_2
6846,dcdfdbb0f6fb7c1,High Temperature Eye-of-Round Roast,Eye of round roast is roasted at 500 degrees F until juicy and delicious. This recipe takes a very tough piece of meat and makes it so tender. Feel free to improvise with the seasonings and use garlic salt instead of regular salt. This is the easiest roast you'll ever cook!,"['beef eye of round roast', 'salt and pepper to taste']",227.0,683.0,512.0,What is the main food in the picture?,roast,Is this dish vegetarian or non-vegetarian?,non-vegan
6847,68a53d81b9ed1bf,Instant Pot Pot Roast,"Instant Pot pot roast is a tasty family favorite, combining beef chuck, red potatoes, carrots, and herbs cooked together in one easy pressure cooker pot.","['salt', 'dried marjoram', 'dried rosemary', 'garlic powder (Optional)', 'onion powder', 'ground black pepper', 'paprika (Optional)', 'beef chuck roast, or more to taste', 'vegetable oil', 'baby red potatoes', 'carrots, chopped into large chunks', 'yellow onion, sliced', 'beef broth', 'Worcestershire sauce']",233.0,2000.0,1500.0,What is the main food in the picture?,roast,Is this dish vegetarian or non-vegetarian?,non-vegan
6848,309b221fbad12ef,Al Capone Roast,"When I was young, my mother used to buy cuts of meat at a butcher shop in the north end of Boston called Al Capone's. That night she would always make her Al Capone Roast. This is a variation of my mothers recipe. Have the butcher run the flank steak through the tenderizer.","['flank steak, pounded thin for easy rolling', 'olive oil', 'finely chopped black olives (Optional)', 'minced fresh mushrooms (Optional)', 'prosciutto', 'mortadella', 'mozzarella cheese', 'pepperoni sausage', 'Italian seasoning, divided', 'garlic powder, or to taste', 'steak seasoning']",554.0,960.0,960.0,What is the main food in the picture?,roast,Is this dish vegetarian or non-vegetarian?,non-vegan
6849,98be9b8ded02c23,Beef Pot Roast,"Make chuck roast in the oven with this easy recipe for pot roast that's the best I've ever tried. Serve with oven-roasted vegetables, potatoes, carrots, onions, or your favorite side dish. It's best to make this dish a day ahead.","['olive oil', 'boneless chuck roast', 'onion, chopped', 'garlic, minced', 'bay leaves', 'salt', 'freshly ground black pepper']",551.0,683.0,512.0,What is the main food in the picture?,roast,Is this dish vegetarian or non-vegetarian?,non-vegan
6850,88082b98be154f1,Coffee Roast,"An absolute favorite of my meat-and-veggies-only man. This brings him home every time!! I love this recipe. Fuss-free preparation, but it takes some thinking ahead for cooking time. Tender beef simmered in roasted coffee. Absolutely delicious.","['butter', 'chuck roast', 'butter', 'salt to taste', 'onion, chopped', 'brewed coffee', 'canned mushrooms', 'cornstarch']",703.0,960.0,960.0,What is the main food in the picture?,roast,Is this dish vegetarian or non-vegetarian?,non-vegan
6851,5bb353c68e6ca05,Bobby's Smoked Chuck Roast,Bobby's smoked chuck roast includes a burnt-end option.,"['salt', 'ground black pepper', 'garlic powder', 'Montreal steak seasoning', 'chuck roast, or more to taste', 'barbecue sauce', 'brown sugar']",209.0,2331.0,2737.0,What is the main food in the picture?,roast,Is this dish vegetarian or non-vegetarian?,non-vegan
6852,ad41146635c72a6,Stovetop Yankee Pot Roast,"Good, old-fashioned Yankee pot roast recipe prepared on top of the stove!","['olive oil', 'beef round tip roast', 'flour for dredging', 'onions, sliced', 'carrots, peeled and cut into small chunks', 'celery, diced', 'garlic, minced', 'whole allspice berries', 'salt and pepper to taste', 'dry red wine', 'beef broth', 'cornstarch dissolved in a small amount of water']",388.0,2000.0,1500.0,What is the main food in the picture?,roast,Is this dish vegetarian or non-vegetarian?,non-vegan
6853,f71ba10eff86632,Easy Pot Roast,"This easy pot roast recipe is a keeper. Seared in a Dutch oven, then baked in the oven with vegetables, it takes a few hours, but is so worth the wait.","['chuck roast', 'kosher salt', 'pepper', 'garlic powder', 'oil', 'onion', 'celery, chopped', 'carrots', 'butter', 'flour', 'water', 'beef bouillon paste', 'tomato paste', 'Worcestershire sauce']",837.0,683.0,512.0,What is the main food in the picture?,roast,Is this dish vegetarian or non-vegetarian?,non-vegan
6854,c80ed3702f3c887,Mississippi Roast,Pot roast perfection that's packed with flavor thanks to Hidden Valley Original Ranch Salad Dressing & Seasoning Mix. It pulls apart like a dream.,"['boneless beef chuck roast', 'Kosher salt and ground black pepper, to taste', 'flour', 'olive oil', 'beef broth', 'Hidden Valley Original Ranch Salad Dressing & Seasoning Mix', 'butter', 'pepperoncini']",611.0,960.0,720.0,What is the main food in the picture?,roast,Is this dish vegetarian or non-vegetarian?,non-vegan
6855,6b551726f20220b,Roast with Gravy,Make pot roast with gravy like you had when you were young with my grandmother's recipe. Serve with mashed potatoes and your favorite vegetables on the side.,"['olive oil', 'beef sirloin tip roast', 'onion, chopped', 'garlic, minced', 'brewed coffee', 'water, divided', 'beef bouillon', 'basil leaves', 'salt, plus more to taste', 'ground black pepper', 'all-purpose flour']",394.0,960.0,720.0,What is the main food in the picture?,roast,Is this dish vegetarian or non-vegetarian?,non-vegan
6856,ff205d7130c410e,Sous Vide Blade Roast with Au Jus,A blade roast isn't just for pot roast any longer; use your sous vide to make this cheaper cut of beef into a company-worthy dinner.,"['blade chuck roast', 'salt and freshly ground black pepper to taste', 'olive oil', 'garlic, finely grated', 'salt', 'ground black pepper', 'ground thyme', 'dried parsley', 'water', 'beef base (such as Better than Bouillon)', 'low-sodium soy sauce (such as Bragg)', 'garlic granules']",182.0,2000.0,1500.0,What is the main food in the picture?,roast,Is this dish vegetarian or non-vegetarian?,non-vegan
6857,c2453c32e48b929,Instant Pot 'Pot Roast',"Pot roast in an Instant Pot with potato, carrots, and celery.","['boneless beef chuck roast', 'salt and ground black pepper to taste', 'olive oil, or to taste', 'onion, diced', 'mushrooms, sliced', 'Merlot wine', 'tomato paste', 'garlic, minced', 'ground thyme', 'beef broth', 'red potatoes, cut into chunks', 'carrots, cut into chunks', 'celery slices', 'all-purpose flour, or as needed']",372.0,1500.0,1125.0,What is the main food in the picture?,roast,Is this dish vegetarian or non-vegetarian?,non-vegan
6858,11e9140fac2ba3e,Smoked Standing Rib Roast,"This is a sure-fired winner with any beef lover. It takes a little while to prepare, so be patient, but trust me, you will love this. The recipe yields the most tender and flavorful meat imaginable, and also has great eye appeal.","['15 pounds charcoal briquets', '2 pounds hickory wood chips', 'bourbon whiskey', 'standing rib roast, bone in', 'steak seasoning']",565.0,960.0,960.0,What is the main food in the picture?,roast,Is this dish vegetarian or non-vegetarian?,non-vegan
6859,b21210fb2292185,Slow Cooker Moose Roast,"A friend suggested this delicious moose meat recipe because I had a moose roast sitting in my freezer for a couple of months. Not being a wild game fan, I had no idea how to cook it. I didn't want to feel guilty about it being in my freezer, so I made it at Christmas along with the turkey, and it was the hit of the dinner!","['vegetable oil', 'moose roast', 'dry onion soup mix', 'apple juice, or more as needed']",186.0,960.0,960.0,What is the main food in the picture?,roast,Is this dish vegetarian or non-vegetarian?,non-vegan
6860,af8f0a9e6fe1d44,Slow Cooker Tri-Tip Roast,"Super tender and juicy tri-tip roast. Throw it together and let it cook all day. Makes your house smell great; people will think you were cooking for hours! One of my mother's recipes I make as often as possible. Serves great with white rice, just place veggies on top. Your whole family will enjoy this one.","['condensed cream of mushroom soup', 'dry brown gravy mix', 'country gravy mix', 'vegetable dip mix (Optional)', 'water as needed', 'beef tri-tip roast', 'yellow onions, coarsely chopped', 'baby carrots']",360.0,683.0,512.0,What is the main food in the picture?,roast,Is this dish vegetarian or non-vegetarian?,non-vegan
6861,cab1cff4b8e87aa,Slow-Cooked Beef Loin Tri-Tip Roast,"This recipe for crockpot tri-tip roast is simple. I had read other recipes for cooking a tri-tip roast in a slow cooker, none of which sounded like my goal recipe, so I came up with this one. I used a 2 1/4-pound seasoned tri-tip roast with very little fat.","['olive oil, or as needed, divided', 'seasoned beef loin tri-tip roast', 'yellow onion, halved and sliced', 'water', 'beef bouillon, crumbled', 'garlic, minced', 'adobo seasoning (such as Goya), or more to taste']",293.0,1500.0,1125.0,What is the main food in the picture?,roast,Is this dish vegetarian or non-vegetarian?,non-vegan
6862,af379ab1fd32a4b,Beef Egg Rolls,"Beef egg rolls stuffed with ground beef, cabbage, and delicious seasonings, then fried until crispy. This personal creation of mine goes well with any Chinese dish. The sherry makes it better.","['lean ground beef', 'onion, thinly sliced', 'dried minced garlic', 'ground ginger', 'soy sauce, divided', 'dry sherry, divided', 'salt, divided', 'ground black pepper, divided', 'vegetable oil', 'cabbage, finely shredded', 'water', 'white sugar', 'vegetable oil for deep frying', 'egg roll wrappers']",267.0,960.0,960.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,non-vegan
6863,a76605132412aac,Sweet Dinner Rolls,"These homemade sweet rolls make wonderful dinner rolls. Mix the dough in your bread machine but bake the rolls in the oven. They're light, soft, and delicious.","['warm water (110 degrees F/45 degrees C)', 'warm milk', 'butter, softened', 'egg', 'all-purpose flour', 'white sugar', 'salt', 'active dry yeast', 'butter, softened']",192.0,2000.0,1500.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,non-vegan
6864,8aa51d183f4cb3d,High Rise Dinner Rolls,These high rise dinner rolls are soft and very tall pull-apart rolls with tender crusts.,"['white sugar', 'warm water (100 degrees F/40 degrees C)', 'active dry yeast', 'unbleached all-purpose flour', 'whole wheat flour', 'instant mashed potato flakes', 'warm buttermilk (no more than 110 degrees F/45 degrees C)', 'unsalted butter, softened', 'white sugar', 'egg', 'salt', 'vegetable oil, or as needed', 'unsalted butter (or as needed), melted, divided']",252.0,960.0,960.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,non-vegan
6865,ac9d7155a19655a,Butterhorn Rolls,"Cool rise rolls, let rise overnight, no kneading needed.","['shortening', 'milk', 'active dry yeast', 'white sugar', 'warm water (110 degrees F/45 degrees C)', 'eggs', 'white sugar', 'salt', 'all-purpose flour', 'baking powder', 'butter, softened']",168.0,960.0,960.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,non-vegan
6866,07a9e0ff38691c7,"No-Yeast ""Everything"" Dinner Rolls","You don't need yeast to make tasty dinner rolls, just baking powder will make them rise. Their texture is light, somewhere between a dinner roll and a biscuit, and they're so quick and easy to make. And when you add some ""everything"" seasoning, you're in for a treat.","['nonstick cooking spray', 'all-purpose flour', 'milk', 'mayonnaise', 'baking powder', 'salt', 'egg', 'water', 'everything bagel seasoning']",178.0,4741.0,3160.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,non-vegan
6867,7dd1f28aa450c69,Sunday Dinner Rolls,"I make the dough on Saturday night, and shape the rolls on Sunday morning. The rolls rise while I am at church, and are ready to pop into the oven for Sunday dinner.","['active dry yeast', 'warm water', 'white sugar', 'white sugar', 'eggs', 'warm water', 'vegetable oil', 'salt', 'all-purpose flour']",105.0,960.0,960.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,non-vegan
6868,f144047b824a6bf,Mexican Roll Ups,"These tasty treats are fun to make and even more fun to eat. This recipe is from the WEBB Cooks, articles and recipes by Robyn Webb, courtesy of the American Diabetes Association. Preparation time: 15 minutes.","['whole wheat tortillas', 'romaine lettuce', 'sliced roast beef', 'chopped tomatoes', 'chopped red bell pepper', 'olive oil', 'red wine vinegar', 'ground cumin']",419.0,250.0,250.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,non-vegan
6869,9a6ef55e58c8bfb,Chef John's Kummelweck Rolls,"These kummelweck rolls are fragrant with caraway seeds and topped with coarse salt, making them the perfect base for western New York's ""beef on weck"" sandwiches.","['all-purpose flour, divided', 'warm water (105 degrees F/41 degrees C)', 'active dry yeast', 'vegetable oil, divided', 'large egg white', 'sugar', 'salt', 'honey, or more to taste', 'large egg white', 'water', 'caraway seeds, or to taste', 'coarse sea salt to taste']",159.0,960.0,960.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,non-vegan
6870,5093435d665cf7a,Strawberry Cinnamon Rolls,Add a pop of strawberry pink to the typical cinnamon roll... perfect for brunch or Valentine's Day!,"['warm water (105 degrees F (41 degrees C))', 'white sugar', 'instant yeast', 'all-purpose flour', 'butter', 'egg', 'salt', 'butter, at room temperature', 'brown sugar', 'ground cinnamon', ""confectioners' sugar"", 'pureed fresh strawberries', 'vanilla extract', 'salt']",291.0,683.0,512.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,non-vegan
6871,7784359119b7666,California Roll,"A California roll is a fresh take on traditional Japanese rice rolls. Filled with avocado, crab, and cucumber, it's fresh and crunchy and makes a filling meal. You can use real or imitation crab.","['water', 'uncooked white rice', 'seasoned rice vinegar', 'white sugar, or to taste', 'salt, or to taste', 'cooked crab meat, drained of excess liquid and shredded', 'mayonnaise', 'nori (dry seaweed)', 'avocado, sliced', 'red caviar, such as tobiko', 'English cucumber, seeded and sliced into strips', 'drained pickled ginger, for garnish', 'soy sauce, or to taste', 'wasabi paste']",445.0,683.0,512.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,non-vegan
6872,fb9b22ff78dd7e3,Light Wheat Rolls,"This is a yummy recipe for a light wheat roll that I keep in my special book of most liked recipes. They are not complicated at all to make, just a lot of rising time.","['active dry yeast', 'warm water (110 degrees F/45 degrees C)', 'white sugar', 'salt', 'butter, melted and cooled', 'egg, beaten', 'whole wheat flour', 'all-purpose flour', 'butter, melted']",140.0,1500.0,1125.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,non-vegan
6873,974ae7b20d46236,Roast Beef and Cheese Roll Ups,Deli sliced roast beef with ricotta and mozzarella cheese filling. Yum yum! Make sure the roast beef is not sliced too thin so that the slices won't fall apart.,"['ricotta cheese', 'egg', 'garlic powder', 'onion powder', 'Italian-style seasoning', 'shredded mozzarella cheese, divided', 'spaghetti sauce', 'deli sliced roast beef']",528.0,3024.0,3024.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,non-vegan
6874,12c14ce44756983,Polish Poppy Seed Rolls,"A real Polish poppy seed roll is actually baked in a loaf, then sliced and served, but here I tried to do individual rolls instead, as well as tweak a few other things. So, while not 100% authentic, these were 100% amazing.","['whole milk, warmed', 'active dry yeast', 'all-purpose flour, divided, or more as needed', 'egg yolks', 'white sugar', 'unsalted butter, melted', 'kosher salt', 'pure vanilla extract', 'unsalted butter', 'milk', 'honey', 'white sugar', 'water', 'poppy seeds', 'powdered sugar, or as needed', 'milk, or as needed']",405.0,1080.0,720.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,non-vegan
6875,ad59f37038c87eb,Cinnamon Rolls,"This cinnamon roll recipe starts with an easy dough made in your bread machine, and the rolls take just 15 minutes to bake in your oven. With a sweet cinnamon, sugar, and pecan filling and a decadent cream cheese frosting, they taste just like the ones sold at that well-known store in the mall.","['warm milk', 'water at room temperature', 'unsalted butter, melted', 'egg, room temperature', 'bread flour', 'instant vanilla pudding mix', 'white sugar', 'salt', 'active dry yeast', 'brown sugar', 'chopped pecans (Optional)', 'ground cinnamon', 'unsalted butter, softened', ""confectioners' sugar"", 'unsalted butter, softened', 'cream cheese, softened', 'milk', 'vanilla extract']",372.0,960.0,960.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,non-vegan
6876,081c012340de358,Zucchini-Feta Rolls,These vegetarian antipasti rolls with zucchini and feta are ideal for a party because you can make them a couple of days before.,"['olive oil, divided', 'zucchinis, thinly sliced lengthwise', 'crumbled feta cheese', 'garlic, minced', 'dried Italian herbs', 'balsamic vinegar']",158.0,1504.0,1000.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,non-vegan
6877,83cddb1a32acb9f,Mom's Yeast Rolls,This is the best bread recipe. Light and fluffy rolls that melt in your mouth. Can be used to make loaves or cinnamon rolls.,"['hot water', 'margarine', 'white sugar', 'salt', 'cold water', 'active dry yeast', 'all-purpose flour', 'eggs']",104.0,960.0,960.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,non-vegan
6878,b04653411ba8e42,Homemade Crescent Rolls,"This homemade crescent roll recipe makes two dozen sweet, fluffy crescent rolls with a texture similar to croissants but a little denser.","['active dry yeast', 'warm water (110 degrees F/45 degrees C)', 'all-purpose flour', 'white sugar', 'butter, cut into pieces, at room temperature', 'eggs', 'salt', 'butter, softened', 'butter, melted, or as needed']",159.0,960.0,960.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,non-vegan
6879,68638ea7fdb11bd,Simple Puff Pastry Cinnamon Rolls,Very simple cinnamon rolls made with puff pastry. Serve with your favorite glaze and pecans for garnish!,"['frozen puff pastry, thawed', 'unsalted butter, melted', 'brown sugar', 'ground cinnamon']",150.0,960.0,960.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,non-vegan
6880,74a94e710a72f92,Blueberry-Orange Rolls,"Delicious orange rolls, with blueberries throughout. Topped with a citrus glaze.","['warm water', 'active dry yeast', 'white sugar', 'unsalted butter, softened', 'white sugar', 'whole milk', 'orange juice', 'eggs', 'bread flour', 'kosher salt', 'white sugar', 'grated orange zest', 'unsalted butter, softened', 'fresh blueberries', 'powdered sugar', 'freshly squeezed orange juice', 'unsalted butter, softened', 'grated orange zest']",413.0,1536.0,2048.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,non-vegan
6881,181b2b91e46dc05,Herman Cinnamon Rolls,Another recipe for the Herman Sweet Sourdough Starter in case you're having trouble giving it away! Try finishing these rolls with your favorite glaze!,"['2 cups Herman Sourdough Starter', 'all-purpose flour', 'baking soda', 'salt', 'baking powder', 'eggs, beaten', 'margarine', 'white sugar', 'ground cinnamon', 'raisins (Optional)', 'chopped walnuts (Optional)']",218.0,960.0,960.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,non-vegan
6882,3412a0752b91463,Sesame Date Rolls,"These healthy date-nut rolls, with a hint of warming spice and coated with crunch sesame seeds, make the perfect grab-and-go snack! Their flavors deepen overnight, making them even more irresistible the next day.","['chopped dried dates', 'hot water as needed', 'toasted sesame seeds, divided', 'chopped walnuts', 'whole raw almonds', 'unsweetened shredded coconut', 'coconut oil', 'ground cardamom', 'ground cinnamon', 'vanilla extract', 'salt']",118.0,2449.0,1632.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,vegan
6883,3873e9890f061fa,Sandwich Rolls,"I think many people will be surprised at just how simple these homemade rolls are. Besides the super obvious reasons why these are better than the ones from the supermarket, you can make them the exact size and shape you want.","['active dry yeast', 'warm water (100 to 110 degrees F)', 'fine salt', 'bread flour']",328.0,960.0,960.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,vegan
6884,cb362d47a16c8f6,Southern Butter Rolls,Light yeast rolls.,"['all-purpose flour', 'shortening', 'white sugar', 'salt', 'active dry yeast', 'cold water', 'vegetable oil']",120.0,4000.0,3000.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,vegan
6885,f4dc7843f6f7a19,Dutch Crunch Rolls,"If you live in the SF Bay Area, you've probably had one of these at some time or another. I guess in the UK they are also known as Tiger Bread. These crunchy little rolls are great with dry Italian salami and thickly sliced American cheese or in place of buns for hamburgers. Store in an airtight container.","['warm water (105 degrees F/41 degrees C)', 'active dry yeast', 'white sugar', 'all-purpose flour', 'bread flour', 'salt', 'white rice flour', 'warm water (105 degrees F/41 degrees C)', 'vegetable oil', 'white sugar', 'active dry yeast', 'salt']",307.0,3024.0,3024.0,What is the main food in the picture?,roll,Is this dish vegetarian or non-vegetarian?,vegan
6886,18232397266ab10,Roast Beef Horseradish Roll-Ups,I make a batch of these roast beef horseradish roll-ups on Sunday and give them to the hubby and kids in their lunches throughout the week. They are also great to put out for parties!,"['fat-free cream cheese, softened', 'prepared horseradish', 'Dijon mustard', 'flour tortillas', 'spinach leaves, washed with stems removed', 'thinly sliced cooked deli roast beef', 'shredded Cheddar cheese']",551.0,960.0,960.0,What is the main food in the picture?,rollup,Is this dish vegetarian or non-vegetarian?,non-vegan
6887,f2b792cf890f024,Hot Dog Roll-Up,"Cheesy and easy hot dog wrap (aka roll-up), this two-minute lunch idea is so simple that your kids can make them.","['all beef hot dogs', 'processed American cheese', 'flour tortillas (such as Mission)']",355.0,2000.0,1429.0,What is the main food in the picture?,rollup,Is this dish vegetarian or non-vegetarian?,non-vegan
6888,ae14c37e1da12cc,"Salami, Cream Cheese, and Pepperoncini Roll-Ups","Salami, cream cheese, and pepperoncini roll-ups are a great snack and appetizer to bring to any party. I have so many people requesting them, I make these every time guests come over!","['cream cheese, softened', 'thinly sliced salami', 'slices pepperoncini peppers, drained, or more to taste']",49.0,960.0,960.0,What is the main food in the picture?,rollup,Is this dish vegetarian or non-vegetarian?,non-vegan
6889,c62e462e3a7c995,Crabmeat Roll-Ups,These crabmeat roll-ups are easy and delicious and yet another way to use tortillas for an appetizer. The filling can also be used without the tortillas as a spread on crackers.,"['cream cheese, softened', 'cocktail sauce, plus more for serving', 'imitation crabmeat, chopped', 'shredded Swiss cheese', 'chopped green onion', 'flour tortillas']",258.0,960.0,960.0,What is the main food in the picture?,rollup,Is this dish vegetarian or non-vegetarian?,non-vegan
6890,8282aeb8098e164,Mexi-Rollups,Simple Mexican roll-ups that are an easy-to-make appetizer and or crowd-pleasing snack!,"['cream cheese, softened', 'shredded Cheddar cheese, or more to taste', 'picante sauce', 'chopped green chilies', 'taco seasoning mix', 'flour tortillas']",106.0,1818.0,1298.0,What is the main food in the picture?,rollup,Is this dish vegetarian or non-vegetarian?,non-vegan
6891,cd420a8dcf60d92,Garlic Cheese Chicken Rollups,"This is a quick, easy and tasty meal - my husband's favorite! If you can make ahead and let marinate, it is even better. Roll on up to the stove and make a tasty treat for dinner tonight!","['skinless, boneless chicken breasts', 'dried bread crumbs, seasoned', 'grated Parmesan cheese', 'butter, melted', 'garlic cheese spread']",493.0,800.0,600.0,What is the main food in the picture?,rollup,Is this dish vegetarian or non-vegetarian?,non-vegan
6892,92914f4fc0cece3,PHILLY Tortilla Roll-Ups,"Need a make-ahead appetizer for your next get-together? Rolled up with chopped carrots and broccoli, these cream cheese tortilla roll-ups make perfect little appetizers - all in one awesome bite.","['PHILADELPHIA Light Cream Cheese Product', ""KRAFT Calorie-Wise Rancher's Choice Dressing"", 'carrot, finely chopped', 'broccoli florets, finely chopped', 'whole wheat tortillas']",53.0,960.0,960.0,What is the main food in the picture?,rollup,Is this dish vegetarian or non-vegetarian?,non-vegan
6893,e09d26bd458c3fe,Pickle Rollups,"A quick finger food that everybody loves, and you can vary the meat according to your taste. My friends like salami or corned beef best.","['sliced pastrami', 'cream cheese, softened', 'dill pickles, cut into strips lengthwise']",230.0,960.0,960.0,What is the main food in the picture?,rollup,Is this dish vegetarian or non-vegetarian?,non-vegan
6894,09ff9fac1a1876a,Rollups,Boneless chicken breasts stuffed with cream cheese and chives. I serve it with homemade rice pilaf and steamed broccoli. The cheese sauce is also delicious on the rice and broccoli!,"['skinless, boneless chicken breast halves', 'cream cheese with chives', 'melted butter']",359.0,960.0,960.0,What is the main food in the picture?,rollup,Is this dish vegetarian or non-vegetarian?,non-vegan
6895,00240c379c29705,Chicken Asparagus Roll-Ups,"Very flavorful chicken and asparagus dish with almost a hollandaise-inspired flavor with a little crunch from the Panko breadcrumbs. Quick and easy to prepare, the presentation is simple yet elegant. Great served with artichokes!","['mayonnaise', 'Dijon mustard', 'lemon, juiced and zested', 'dried tarragon', 'ground black pepper', 'salt', 'fresh asparagus, trimmed', 'skinless, boneless chicken breast halves', 'provolone cheese', 'panko bread crumbs']",530.0,960.0,960.0,What is the main food in the picture?,rollup,Is this dish vegetarian or non-vegetarian?,non-vegan
6896,a0e3891ea7d37dc,Tri-Tip Rub,This simple tri-tip rub recipe is straight from a barbecue in Santa Maria.,"['vegetable oil for grill', 'garlic powder', 'salt', 'ground black pepper', 'tri tip roast']",323.0,960.0,960.0,What is the main food in the picture?,rub,Is this dish vegetarian or non-vegetarian?,non-vegan
6897,cd1a71015616b69,Traditional Rub for St. Louis Ribs,"This St. Louis rib rub is made with brown sugar, paprika, dry mustard, and coriander. It is a savory dry rub for slow-grilled, tender St. Louis-style spare ribs. Recipe by BBQ pitmaster, Moe Cason.","['dark brown sugar', 'paprika', 'dry mustard', 'sea salt', 'granulated garlic powder', 'onion powder', 'ground coriander', 'Smithfield extra-tender St. Louis pork spareribs, membrane removed', 'vegetable oil', 'handful hickory or apple wood chips for smoking, soaked in water and drained', 'apple juice, in a spray bottle']",1098.0,960.0,960.0,What is the main food in the picture?,rub,Is this dish vegetarian or non-vegetarian?,non-vegan
6898,e58085437b7ee3a,Greek Spice Rub,"A versatile seasoning blend that's great for baked fish, roasted lamb, or incorporated into a pastitsio.","['sea salt', 'cracked black pepper', 'onion powder', 'garlic powder', 'chicken bouillon granules', 'ground cinnamon', 'ground nutmeg', 'dried marjoram', 'dried oregano', 'dried parsley', 'dried thyme']",6.0,1500.0,1001.0,What is the main food in the picture?,rub,Is this dish vegetarian or non-vegetarian?,non-vegan
6899,4d9594ed0dd7d05,Beef and Lamb Dry Rub,"This is my favorite all purpose rub. Great on lamb, beef, and even salmon. Add some virgin olive oil and honey to make it into a wet rub (aka Bill's miracle mud).","['ancho chile powder', 'chipotle chile powder', 'ground coriander', 'kosher salt', 'ground black pepper', 'ground cumin', 'ground cinnamon', 'fennel seed', 'finely minced garlic', 'dried dill', 'dry mustard', 'grated lime zest']",25.0,960.0,960.0,What is the main food in the picture?,rub,Is this dish vegetarian or non-vegetarian?,non-vegan
6900,11c9d8c80cb67bf,Herb Turkey Rub,This dry herb rub recipe for turkey is flavored with fresh rosemary and thyme for a flavorsome bird at Thanksgiving.,"['white wine Worcestershire sauce', 'olive oil', 'chopped fresh rosemary leaves', 'chopped fresh thyme', 'minced onion', 'minced garlic', 'coarse kosher salt', 'ground black pepper']",42.0,4000.0,3000.0,What is the main food in the picture?,rub,Is this dish vegetarian or non-vegetarian?,vegan
6901,455ac064d1355a4,Indian Chicken Rub,Chicken rub with Indian flavor. Serve with white rice or vegetables.,"['smoked paprika', 'chili powder', 'curry powder', 'ground cumin', 'garlic powder, or more to taste', 'ground turmeric', 'ground cardamom', 'ground coriander', 'onion powder', 'dry mustard', 'fennel seeds', 'garam masala, or more to taste', 'rubbed sage', 'salt and ground black pepper to taste', 'ground ginger']",13.0,960.0,960.0,What is the main food in the picture?,rub,Is this dish vegetarian or non-vegetarian?,vegan
6902,ca4f31a2e6498ee,Jim Goode's BBQ Beef Rub,"This spicy dry rub is great for beef, pork, and lamb. Once you mix the spices they'll keep about 4 months in an airtight jar. When ready to use, just rub into the meat, wrap in plastic, and refrigerate the night before grilling.","['dark brown sugar', 'paprika', 'mustard powder', 'onion powder', 'garlic powder', 'dried basil', 'ground bay leaves', 'ground coriander seed', 'ground savory', 'dried thyme', 'ground black pepper', 'ground white pepper', 'ground cumin', 'salt to taste']",11.0,3024.0,3025.0,What is the main food in the picture?,rub,Is this dish vegetarian or non-vegetarian?,vegan
6903,94af6ecfce55b7f,Brown Sugar and Spice Dry Ham Rub,I created this ham seasoning after becoming frustrated with the glaze packets that come with store-bought spiral hams. The blend is sweet with the perfect amount of spice and makes a nice crust on the outside of the ham.,"['packed brown sugar', 'pumpkin pie spice', 'mustard powder', 'onion powder', 'freshly ground black pepper to taste']",54.0,3024.0,3024.0,What is the main food in the picture?,rub,Is this dish vegetarian or non-vegetarian?,vegan
6904,85fd74aa4fcac32,Sweet and Spicy Turkey Rub,This homemade turkey rub is a variation of a Cajun rub recipe I love. It reduces the salt and replaces it with brown sugar and a couple more savory spices. It is good for a 12- to 16-pound turkey.,"['brown sugar', 'garlic powder', 'red pepper flakes', 'onion powder', 'salt', 'ground cumin']",28.0,960.0,960.0,What is the main food in the picture?,rub,Is this dish vegetarian or non-vegetarian?,vegan
