Image,Question,Answer,Predict,EM,Precision,Recall,F1
7b52ddf044f5e3f,What type of dish is being described,stew,bowl of soup,0.0,0.0,0.0,0.0
7b52ddf044f5e3f,What type of meat is in the stew,ham,ham,1.0,1.0,1.0,1.0
7b52ddf044f5e3f,What color is the cabbage,green,green and white,0.0,0.3333333333333333,1.0,0.5
7b52ddf044f5e3f,Where do the chunks of ham appear,on the left,on top of lettuce,0.0,0.25,0.3333333333333333,0.28571428571428575
9e25af6e0f1e9b3,What color are the beef chunks,brown,brown,1.0,1.0,1.0,1.0
9e25af6e0f1e9b3,How are the beef chunks distributed in the stew,scattered,evenly distributed throughout,0.0,0.0,0.0,0.0
9e25af6e0f1e9b3,What color are the carrots,orange,orange,1.0,1.0,1.0,1.0
9e25af6e0f1e9b3,What color is the bowl,white,white,1.0,1.0,1.0,1.0
cff67dfc76f90d1,What color are the chicken pieces that are deeper in shade,brown,pink,0.0,0.0,0.0,0.0
cff67dfc76f90d1,What type of meat is featured in the stew,chicken,chicken,1.0,1.0,1.0,1.0
cff67dfc76f90d1,What color are the carrot slices in the dish,orange,orange,1.0,1.0,1.0,1.0
cff67dfc76f90d1,Where is the slice of orange colored food located,on the left side,upper-left corner,0.0,0.0,0.0,0.0
db61a4da902bdd2,What color is the base broth of the stew,brown,reddish-brown,0.0,0.0,0.0,0.0
db61a4da902bdd2,What red ingredient is visible in the broth,tomatoes,tomatoes,1.0,1.0,1.0,1.0
db61a4da902bdd2,What type of protein is found in small bits throughout the stew,meat,ground beef,0.0,0.0,0.0,0.0
db61a4da902bdd2,Where is the bright yellow shredded cheese placed,on top,on top of soup,0.0,0.5,1.0,0.6666666666666666
db61a4da902bdd2,What color is the shredded cheese on top of the stew,yellow,yellow,1.0,1.0,1.0,1.0
ffc1a5a062f3888,What color are the corn kernels in the stew,yellow,yellow,1.0,1.0,1.0,1.0
ffc1a5a062f3888,Where is the dollop of sour cream located,atop the center,on top of chili,0.0,0.0,0.0,0.0
c910f76bf4763c0,What is the overall color of the stew,orange-brown,golden brown,0.0,0.0,0.0,0.0
c910f76bf4763c0,What color are the individual grains of rice in the stew,white,white,1.0,1.0,1.0,1.0
c910f76bf4763c0,Where are some of the translucent yellow onions located,on the surface,middle of the dish,0.0,0.25,0.3333333333333333,0.28571428571428575
c910f76bf4763c0,What is the appearance of the yellow onions in the stew,translucent,caramelized golden-brown,0.0,0.0,0.0,0.0
0aa0330f3238b29,What is the flavor profile of the stir-fry,savory,savory sweet and umami,0.0,0.25,1.0,0.4
0aa0330f3238b29,What type of food is being cooked,vegetables,vegetable stir-fry,0.0,0.0,0.0,0.0
0aa0330f3238b29,What color are the broccoli pieces,green,green,1.0,1.0,1.0,1.0
0aa0330f3238b29,Where are the green broccoli pieces mostly located,around the top,upper right,0.0,0.0,0.0,0.0
0aa0330f3238b29,What color are the bell pepper segments,yellow,red yellow and orange,0.0,0.25,1.0,0.4
b7b5f7fb4c23822,What color is the base of the strawberry whip,pink,light pink,0.0,0.5,1.0,0.6666666666666666
b7b5f7fb4c23822,What fruit is arranged on top of the whip,strawberries,strawberries,1.0,1.0,1.0,1.0
b7b5f7fb4c23822,How are the sliced strawberries arranged on the whip,displaying,staggered formation,0.0,0.0,0.0,0.0
b7b5f7fb4c23822,What color are the outer edges of the sliced strawberries,red,red,1.0,1.0,1.0,1.0
b7b5f7fb4c23822,Where are the sliced strawberries placed on the whip,on top,on top,1.0,1.0,1.0,1.0
28f3831cc0cf2c8,What color are the sugar crystals on the strawberries,red,red,1.0,1.0,1.0,1.0
28f3831cc0cf2c8,What type of fruit is shown in the image,strawberries,strawberry,0.0,0.0,0.0,0.0
28f3831cc0cf2c8,How do the sugar crystals on the strawberries appear,bright,red and gold,0.0,0.0,0.0,0.0
28f3831cc0cf2c8,Where are the strawberries placed,on a white paper liner,on a glass dish,0.0,0.5,0.4,0.4444444444444445
7c7cf1bb8fede70,What color are the strawberries,red,red,1.0,1.0,1.0,1.0
7c7cf1bb8fede70,What fruit is shown in the image,strawberries,strawberries,1.0,1.0,1.0,1.0
7c7cf1bb8fede70,What color is the chocolate on the strawberries,brown,dark brown or black,0.0,0.25,1.0,0.4
7c7cf1bb8fede70,Where is the chocolate on the strawberries,on the bottom,on the bottom,1.0,1.0,1.0,1.0
27d0d3a6a8dbde3,What color are the strawberries,red,red,1.0,1.0,1.0,1.0
27d0d3a6a8dbde3,What type of fruit is in the salad,strawberries,strawberries,1.0,1.0,1.0,1.0
27d0d3a6a8dbde3,Are the strawberries whole or sliced,sliced,sliced,1.0,1.0,1.0,1.0
27d0d3a6a8dbde3,Where are the whole strawberries located,on the upper side,upper left side,0.0,0.6666666666666666,0.5,0.5714285714285715
27d0d3a6a8dbde3,What color is the cheese,white,white,1.0,1.0,1.0,1.0
4679824a46cf2b8,What color are the strawberries in the image,red,red,1.0,1.0,1.0,1.0
4679824a46cf2b8,What type of fruit is shown in the image,strawberries,strawberries,1.0,1.0,1.0,1.0
4679824a46cf2b8,How are the strawberry slices arranged in the bowl,clustered,overlapping each other,0.0,0.0,0.0,0.0
4679824a46cf2b8,How do the strawberry slices appear due to the sauce,juicy,glazed and shiny,0.0,0.0,0.0,0.0
c488e64add203b0,What color is the Fresh Strawberry Granita,red,deep red,0.0,0.5,1.0,0.6666666666666666
c488e64add203b0,What fruit is used in the Fresh Strawberry Granita,strawberry,strawberries,0.0,0.0,0.0,0.0
c488e64add203b0,What type of container is the Fresh Strawberry Granita served in,glass,margarita glass,0.0,0.5,1.0,0.6666666666666666
c488e64add203b0,How would you describe the color of the Fresh Strawberry Granita,bright,deep red hue,0.0,0.0,0.0,0.0
c488e64add203b0,Where is the red strawberry placed,on the plate,on the white plate,0.0,0.75,1.0,0.8571428571428571
7b607810af9b476,What type of nut is in the stuffing,chestnut,almond,0.0,0.0,0.0,0.0
7b607810af9b476,What color are the toasted bread cubes,brown,golden brown,0.0,0.5,1.0,0.6666666666666666
7b607810af9b476,How do some of the bread cubes appear,toasted,golden-brown,0.0,0.0,0.0,0.0
7b607810af9b476,What color are the softer bread cubes,yellow,white or light yellow,0.0,0.25,1.0,0.4
3c68b3ad534c61b,What color are the darker pieces of the stuffing,brown,dark brown,0.0,0.5,1.0,0.6666666666666666
3c68b3ad534c61b,How are the darker brown pieces distributed in the dish,scattered,at top and back,0.0,0.0,0.0,0.0
3c68b3ad534c61b,What is the stuffing served in,dish,baking dish,0.0,0.5,1.0,0.6666666666666666
3c68b3ad534c61b,What color is the dish,white,white,1.0,1.0,1.0,1.0
3c68b3ad534c61b,Where are the darker brown pieces of the stuffing located,throughout the dish,upper-left corner,0.0,0.0,0.0,0.0
21b0cdcf0eacf35,What color are the darker bread cubes,brown,brown,1.0,1.0,1.0,1.0
21b0cdcf0eacf35,What are the green flecks in the stuffing,herbs,fresh herbs,0.0,0.5,1.0,0.6666666666666666
280ee18dd93e4e5,What is the stuffing being prepared for,baking,thanksgiving,0.0,0.0,0.0,0.0
280ee18dd93e4e5,What color is the baking dish,white,white,1.0,1.0,1.0,1.0
280ee18dd93e4e5,How are the green specks of herbs distributed in the stuffing,scattered,seemingly random pattern,0.0,0.0,0.0,0.0
280ee18dd93e4e5,What color is the stuffing,brown,light brown,0.0,0.5,1.0,0.6666666666666666
280ee18dd93e4e5,Where is the stuffing located in the image,in the center,in the baking dish,0.0,0.5,0.6666666666666666,0.5714285714285715
bfbe4bfd83aca81,What is the texture of the sugar in the glass,powdered,coarse and slightly rough,0.0,0.0,0.0,0.0
bfbe4bfd83aca81,What material is the container made of,glass,glass,1.0,1.0,1.0,1.0
0457d45f6c3b8ad,Is the sushi vegetarian,vegetarian,yes it is,0.0,0.0,0.0,0.0
0457d45f6c3b8ad,What type of food is shown in the image,sushi,sushi,1.0,1.0,1.0,1.0
0457d45f6c3b8ad,What color is the plate,black,black,1.0,1.0,1.0,1.0
0457d45f6c3b8ad,Where are the sushi rolls placed,on the plate,black tray,0.0,0.0,0.0,0.0
0457d45f6c3b8ad,What color are the scallions in the dipping sauce,green,green,1.0,1.0,1.0,1.0
f6ec970b5ce1712,What type of fish is used as the base of the dish,swordfish,white fish,0.0,0.0,0.0,0.0
f6ec970b5ce1712,Where is the vibrant mixture located in the dish,atop,on top of chicken,0.0,0.0,0.0,0.0
f6ec970b5ce1712,What color are the diced tomatoes scattered throughout the dish,red,red,1.0,1.0,1.0,1.0
8b0ae37343af5d4,What is the Strawberry-Rhubarb Syrup stored in,pitcher,glass pitcher,0.0,0.5,1.0,0.6666666666666666
8b0ae37343af5d4,Where is the pitcher placed,on a tablecloth,on a saucer,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
5187f1afaf34eae,What color are the carrot matchsticks,orange,orange,1.0,1.0,1.0,1.0
5187f1afaf34eae,What is the base ingredient of the slaw,cabbage,cabbage,1.0,1.0,1.0,1.0
5187f1afaf34eae,What color are the cilantro sprigs,green,green,1.0,1.0,1.0,1.0
5187f1afaf34eae,What vegetable is scattered among the cabbage,carrot,carrots,0.0,0.0,0.0,0.0
5187f1afaf34eae,Where are the cilantro sprigs placed,on top,on top of salad,0.0,0.5,1.0,0.6666666666666666
b33b2265b8e3f87,What color is the plate,red,red,1.0,1.0,1.0,1.0
b33b2265b8e3f87,What type of food is shown,tacos,tacos,1.0,1.0,1.0,1.0
b33b2265b8e3f87,What color are the taco shells,golden-brown,yellow,0.0,0.0,0.0,0.0
b33b2265b8e3f87,What is happening to the fillings,spilling,being squeezed out,0.0,0.0,0.0,0.0
b33b2265b8e3f87,Where are the tacos placed,on a red plate,on a red tray,0.0,0.75,0.75,0.75
f1801f8847dee20,What color is the mahi mahi's crust,brown,dark brown,0.0,0.5,1.0,0.6666666666666666
f1801f8847dee20,What is the mahi mahi served on,plate,mashed potatoes,0.0,0.0,0.0,0.0
f1801f8847dee20,Where is the taco topping primarily placed,on top,on a piece of fish,0.0,0.2,0.5,0.28571428571428575
f1801f8847dee20,What is on top of the mahi mahi,topping,mango and avocado salsa,0.0,0.0,0.0,0.0
b5a3740d260a0cf,What type of food is being described,tacos,tacos,1.0,1.0,1.0,1.0
b5a3740d260a0cf,What color are the tomato slices,red,red,1.0,1.0,1.0,1.0
b5a3740d260a0cf,Where are the tacos placed,on plate,on a plate,0.0,0.6666666666666666,1.0,0.8
b5a3740d260a0cf,What color are the avocado slices,green,green,1.0,1.0,1.0,1.0
03945ba374db01c,What type of food is shown in the image,tacos,mexican-style taco sandwich,0.0,0.0,0.0,0.0
03945ba374db01c,What color are the taco shells,golden-brown,not visible,0.0,0.0,0.0,0.0
03945ba374db01c,What color are the tomatoes inside the tacos,red,red,1.0,1.0,1.0,1.0
03945ba374db01c,Where are the other tacos located,behind,no other tacos,0.0,0.0,0.0,0.0
6318b209c5d8b65,What color are the taffy pieces,brown,light and dark brown,0.0,0.25,1.0,0.4
6318b209c5d8b65,What type of candy is shown in the image,taffy,caramel candy,0.0,0.0,0.0,0.0
6318b209c5d8b65,What color is the surface the taffy is on,white,white,1.0,1.0,1.0,1.0
6318b209c5d8b65,What other color tone do some taffy pieces have,orange,brown or caramel,0.0,0.0,0.0,0.0
6318b209c5d8b65,Where are the taffy pieces placed,across a white surface,white surface,0.0,1.0,0.5,0.6666666666666666
b0f66d2cb4c1f77,What type of food is displayed in the foreground,tamale,tamale,1.0,1.0,1.0,1.0
b0f66d2cb4c1f77,What color is the corn husk under the tamale,yellow,yellow,1.0,1.0,1.0,1.0
b0f66d2cb4c1f77,Where are the tamales placed,on a white plate,on a plate,0.0,1.0,0.75,0.8571428571428571
d28b39d99db3e0b,What color are the taquitos,golden-brown,golden,0.0,0.0,0.0,0.0
d28b39d99db3e0b,What type of food is shown in the image,taquitos,bread,0.0,0.0,0.0,0.0
d28b39d99db3e0b,What color variations are visible on the taquitos,brown,light golden brown,0.0,0.3333333333333333,1.0,0.5
db022623a32e7ae,What color are the baked taquitos,tan,orange,0.0,0.0,0.0,0.0
db022623a32e7ae,What type of food is shown in the image,taquitos,enchilada,0.0,0.0,0.0,0.0
db022623a32e7ae,What color is the melted cheese on the taquitos,orange,orange,1.0,1.0,1.0,1.0
db022623a32e7ae,Where are the fresh green cilantro leaves placed,scattered over,on top,0.0,0.0,0.0,0.0
db022623a32e7ae,What material is the board under the plate made of,wooden,wood,0.0,0.0,0.0,0.0
1aa5ae3b9f6e0db,What color is the base layer of the tart,yellow,light brown,0.0,0.0,0.0,0.0
1aa5ae3b9f6e0db,Where are the Pineapple Meringue Tart pieces placed,plate,on a paper plate,0.0,0.25,1.0,0.4
1aa5ae3b9f6e0db,What color is the meringue layer,white,white,1.0,1.0,1.0,1.0
1aa5ae3b9f6e0db,What is the texture of the top of the meringue,toasted,crunchy and golden brown,0.0,0.0,0.0,0.0
1aa5ae3b9f6e0db,Where are the tart pieces located,on a plate,background left,0.0,0.0,0.0,0.0
90ead502d026745,What color are the tater tots,golden brown,not visible,0.0,0.0,0.0,0.0
90ead502d026745,What is the main ingredient in the dish,tater tots,potatoes,0.0,0.0,0.0,0.0
90ead502d026745,What color is the plate,white,white,1.0,1.0,1.0,1.0
90ead502d026745,Where is the sauce drizzled,over the tater tots,over the top,0.0,0.6666666666666666,0.5,0.5714285714285715
d1ad9c754aa697a,What color is the tea,orange,light brown,0.0,0.0,0.0,0.0
d1ad9c754aa697a,What is the tea served in,glass,a glass,0.0,0.5,1.0,0.6666666666666666
d1ad9c754aa697a,How are the ice cubes arranged in the tea,scattered,circular pattern,0.0,0.0,0.0,0.0
d1ad9c754aa697a,What color is the cinnamon stick,brown,light brown,0.0,0.5,1.0,0.6666666666666666
d1ad9c754aa697a,Where is the cinnamon stick placed,on top,left side of glass,0.0,0.0,0.0,0.0
b71b76cf8d104b4,What is the color of the tea in the glass teacup,amber,light yellow-green,0.0,0.0,0.0,0.0
b71b76cf8d104b4,What type of beverage is in the glass teacup,tea,hot tea,0.0,0.5,1.0,0.6666666666666666
b71b76cf8d104b4,What is floating on the surface of the tea,lemon,lemon slice,0.0,0.5,1.0,0.6666666666666666
b71b76cf8d104b4,What color is the decorative saucer,green,green,1.0,1.0,1.0,1.0
b71b76cf8d104b4,Where is the thin slice of lemon located,on the surface,on top of cup,0.0,0.25,0.3333333333333333,0.28571428571428575
34b57aacca7966a,What type of container is the tea in,mug,glass mug,0.0,0.5,1.0,0.6666666666666666
34b57aacca7966a,What color is the tea,beige,white,0.0,0.0,0.0,0.0
34b57aacca7966a,Where is the mug placed,on a white tiled surface,on a countertop,0.0,0.6666666666666666,0.4,0.5
34b57aacca7966a,What type of beverage is in the mug,tea,milk,0.0,0.0,0.0,0.0
0eb658c957d98c0,What is the tea served in,glass,a glass,0.0,0.5,1.0,0.6666666666666666
0eb658c957d98c0,What color describes the tea,tan,light yellow,0.0,0.0,0.0,0.0
0eb658c957d98c0,Where is the tea positioned in the image,in the center,left side,0.0,0.0,0.0,0.0
ab815925487ce3b,What is the temperature of the tea,Hot,hot,1.0,1.0,1.0,1.0
ab815925487ce3b,What type of beverage is shown,Tea,tea,1.0,1.0,1.0,1.0
ab815925487ce3b,What color is the tea,Amber,brown,0.0,0.0,0.0,0.0
ab815925487ce3b,Where is the teacup resting,Resting on a saucer,on a saucer,0.0,1.0,0.75,0.8571428571428571
ab815925487ce3b,What flavor is the tea,Ginger,earl grey,0.0,0.0,0.0,0.0
b0fdc6af7f2645a,What is the color of the glass teapot,clear,clear,1.0,1.0,1.0,1.0
b0fdc6af7f2645a,What color are the basil leaves,green,green,1.0,1.0,1.0,1.0
b0fdc6af7f2645a,What is the hue of the tea,reddish-pink,red or pinkish,0.0,0.0,0.0,0.0
b0fdc6af7f2645a,Where are the loose basil leaves and dried hibiscus flowers positioned,to the left,left side of board,0.0,0.25,0.3333333333333333,0.28571428571428575
dc7078acdfb1703,What color are the chicken tenders,brown,light brown,0.0,0.5,1.0,0.6666666666666666
dc7078acdfb1703,What type of meat is shown in the image,chicken,chicken,1.0,1.0,1.0,1.0
dc7078acdfb1703,What color is the plate,white,white,1.0,1.0,1.0,1.0
d44ef12ebd2068c,What color is the plate,white,white,1.0,1.0,1.0,1.0
d44ef12ebd2068c,What type of meat is featured in the dish,tenderloins,pork,0.0,0.0,0.0,0.0
d44ef12ebd2068c,What color is the outside of the tenderloins,reddish-brown,reddish-brown,1.0,1.0,1.0,1.0
d44ef12ebd2068c,How is the brownish sauce applied to the tenderloins,drizzled,brushing drizzling spooning basting,0.0,0.0,0.0,0.0
d44ef12ebd2068c,Where is the sprig of green parsley placed,on top,on top of meat,0.0,0.5,1.0,0.6666666666666666
22730038e750ba4,What color is the interior of the pork,pink,light pink,0.0,0.5,1.0,0.6666666666666666
22730038e750ba4,What type of meat is shown in the image,pork,pork tenderloin,0.0,0.5,1.0,0.6666666666666666
22730038e750ba4,What color is the outer layer of the pork,dark brown,dark brown or black,0.0,0.5,1.0,0.6666666666666666
22730038e750ba4,How was the pork prepared to achieve its outer color,seared,grilled and caramelized,0.0,0.0,0.0,0.0
22730038e750ba4,Where is the largest slice of pork located in the image,from the bottom left,lower-left portion,0.0,0.0,0.0,0.0
1ab59eb690c3b5d,What color are the baked chicken thighs,golden,light brown,0.0,0.0,0.0,0.0
1ab59eb690c3b5d,What type of meat is shown in the image,chicken,chicken,1.0,1.0,1.0,1.0
1ab59eb690c3b5d,What color are the mushrooms,brown,brown,1.0,1.0,1.0,1.0
1ab59eb690c3b5d,Where are the mushrooms placed,piled on top,on top of chicken,0.0,0.5,0.6666666666666666,0.5714285714285715
1ab59eb690c3b5d,What color is the parsley,green,green,1.0,1.0,1.0,1.0
3f9831aeae8dd21,What color is the tilapia,white,light brown,0.0,0.0,0.0,0.0
3f9831aeae8dd21,What type of fish is shown in the image,tilapia,tilapia,1.0,1.0,1.0,1.0
3f9831aeae8dd21,What color are the crumbs on the tilapia,golden-brown,golden brown,0.0,0.0,0.0,0.0
3f9831aeae8dd21,Where is the purplish food item located relative to the fish,to the left,behind the fish,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
3f9831aeae8dd21,How would you describe the surface of the crumbs on the tilapia,textured,rough crunchy texture,0.0,0.0,0.0,0.0
2eb69d1ad1c14be,What color is the burrata cheese,white,white,1.0,1.0,1.0,1.0
2eb69d1ad1c14be,What color are the tomato slices,red,red,1.0,1.0,1.0,1.0
2eb69d1ad1c14be,Where are the tomato slices and tomato sauce located,on top,on top of bread,0.0,0.5,1.0,0.6666666666666666
fd3101be707b71f,What type of dessert is located inside the small glass jar,ice cream,panna cotta,0.0,0.0,0.0,0.0
fd3101be707b71f,Where is the green tea ice cream located,located inside,foreground of the image,0.0,0.0,0.0,0.0
fd3101be707b71f,What is the lighter green ice cream possibly made of,tofu,matcha green tea,0.0,0.0,0.0,0.0
fd3101be707b71f,How does the tofu ice cream appear,creamy,pale yellow color,0.0,0.0,0.0,0.0
fd3101be707b71f,How is the green tea ice cream served,scooped,in a glass jar,0.0,0.0,0.0,0.0
b3d4f40408a3449,What is the main protein in the dish,tofu,tofu,1.0,1.0,1.0,1.0
b3d4f40408a3449,What color are the bell peppers on the skewers,red,red,1.0,1.0,1.0,1.0
b3d4f40408a3449,What color is the tofu on the skewers,golden-brown,light brown,0.0,0.0,0.0,0.0
b3d4f40408a3449,What vegetable is dark and threaded onto the skewers,eggplant,zucchini,0.0,0.0,0.0,0.0
cb9d2c39afa6e98,What is the name of the Japanese dish in the bowl,Agedashi,gyoza,0.0,0.0,0.0,0.0
cb9d2c39afa6e98,What color is the rim of the bowl,brown,brown,1.0,1.0,1.0,1.0
cb9d2c39afa6e98,How are the tofu pieces arranged in the bowl,scattered,circular pattern,0.0,0.0,0.0,0.0
6ae90b789637671,What color are the tofu pieces,tan,white,0.0,0.0,0.0,0.0
6ae90b789637671,Where are the tofu pieces located within the plate,shifted to the left,center of the plate,0.0,0.25,0.25,0.25
6ae90b789637671,What color are the broccoli florets,green,green,1.0,1.0,1.0,1.0
6ae90b789637671,How are the red bell pepper chunks distributed,scattered,scattered throughout the dish,0.0,0.25,1.0,0.4
328211d7fd13871,What color are the tofu pieces,orange,light brown,0.0,0.0,0.0,0.0
328211d7fd13871,What type of protein is used in the dish,tofu,fish,0.0,0.0,0.0,0.0
328211d7fd13871,Where is the snow pea resting,resting between,on the rice,0.0,0.0,0.0,0.0
328211d7fd13871,What is the tofu resting on,rice,white rice,0.0,0.5,1.0,0.6666666666666666
328211d7fd13871,How are the carrots arranged around the tofu,scattered,circular pattern,0.0,0.0,0.0,0.0
817a2e78403865a,What color are the edges of the tofu,brown,dark brown,0.0,0.5,1.0,0.6666666666666666
817a2e78403865a,How is the tofu arranged in the bowl,scattered,in small chunks,0.0,0.0,0.0,0.0
817a2e78403865a,What vegetable is mixed with the tofu,broccoli,broccoli,1.0,1.0,1.0,1.0
817a2e78403865a,What color is the broccoli,green,green,1.0,1.0,1.0,1.0
2fad435041d2dc8,What is the main ingredient of the dish,tofu,tofu,1.0,1.0,1.0,1.0
2fad435041d2dc8,What color is the plate,blue,blue,1.0,1.0,1.0,1.0
2fad435041d2dc8,Where are the tofu pieces located on the plate,on the left side,left side of plate,0.0,0.5,0.5,0.5
2fad435041d2dc8,What color are the fried tofu pieces,golden-brown,golden brown,0.0,0.0,0.0,0.0
97b516e3344fd79,What type of bowl is the dish served in,decorative,white and blue bowl,0.0,0.0,0.0,0.0
97b516e3344fd79,What is the main ingredient in the dish,tofu,tofu,1.0,1.0,1.0,1.0
97b516e3344fd79,What color is the decorative bowl,blue,white,0.0,0.0,0.0,0.0
97b516e3344fd79,Where is the small spoon located,on the upper left,upper left corner,0.0,0.6666666666666666,0.5,0.5714285714285715
97b516e3344fd79,What is scattered throughout the bowl alongside the tofu,mushrooms,green onions,0.0,0.0,0.0,0.0
f4f9e7ee742b6e5,What color are the tomatoes,red,red,1.0,1.0,1.0,1.0
f4f9e7ee742b6e5,What type of vegetable is shown in the image,tomatoes,tomato,0.0,0.0,0.0,0.0
f4f9e7ee742b6e5,What color is the plate,white,white,1.0,1.0,1.0,1.0
f4f9e7ee742b6e5,Where is the front tomato positioned relative to the viewer,closer to,bottom left,0.0,0.0,0.0,0.0
f4f9e7ee742b6e5,What color is the parsley,green,green,1.0,1.0,1.0,1.0
e98a385db039315,What color are the tomatoes,red,red,1.0,1.0,1.0,1.0
e98a385db039315,What type of vegetable is shown in the image,tomatoes,tomatoes onions jalapeños,0.0,0.3333333333333333,1.0,0.5
e98a385db039315,What color are the patches on some of the tomatoes,yellow,dark brown/black,0.0,0.0,0.0,0.0
26c7b4853f446d6,What is the main ingredient in the casserole,tomato,cheese,0.0,0.0,0.0,0.0
26c7b4853f446d6,What type of dish is the casserole in,transparent,glass baking dish,0.0,0.0,0.0,0.0
26c7b4853f446d6,What color is the melted cheese on top of the casserole,orange,golden yellow,0.0,0.0,0.0,0.0
ea0d52534352951,Is the onion topping gluten-free,gluten-free,possibly cross-contaminated,0.0,0.0,0.0,0.0
ea0d52534352951,What color is the majority of the onion topping,yellow,light golden,0.0,0.0,0.0,0.0
ea0d52534352951,Where is the onion topping placed,on the plate,on a black plate,0.0,0.5,0.6666666666666666,0.5714285714285715
ea0d52534352951,What color are the edges of some of the onion topping,brown,darker brown,0.0,0.5,1.0,0.6666666666666666
39d55e56600d302,What color is the topmost layer of the dessert,white,white,1.0,1.0,1.0,1.0
39d55e56600d302,What is the topmost layer of the dessert made of,meringue,whipped cream or meringue,0.0,0.25,1.0,0.4
39d55e56600d302,What describes the patches on the meringue,browned,made of nuts,0.0,0.0,0.0,0.0
39d55e56600d302,What color is the translucent filling,amber-colored,light orange,0.0,0.0,0.0,0.0
39d55e56600d302,Where is the dessert resting,on a dark surface,black plate,0.0,0.0,0.0,0.0
e3d1141db582a02,What color is the surface where the tortes are placed,white,white,1.0,1.0,1.0,1.0
e3d1141db582a02,What type of pastries are shown in the image,tortes,battenberg cakes,0.0,0.0,0.0,0.0
e3d1141db582a02,What color is the wire tray holding the tortes,copper-colored,brown,0.0,0.0,0.0,0.0
e3d1141db582a02,Where are the three tortes placed,on a plate,on a glass plate,0.0,0.75,1.0,0.8571428571428571
817d0a6dd591446,What color is the mousse layer,green,white,0.0,0.0,0.0,0.0
817d0a6dd591446,What is the pale green layer made of,mousse,lime curd,0.0,0.0,0.0,0.0
817d0a6dd591446,What color is the plate,white,white,1.0,1.0,1.0,1.0
817d0a6dd591446,What color is the base of the torte,brown,light brown,0.0,0.5,1.0,0.6666666666666666
817d0a6dd591446,Where are the small white dollops of cream placed,on top of,on top of cake,0.0,0.75,1.0,0.8571428571428571
960127d6c89ac13,What type of fruit is used in the torte,plum,peaches,0.0,0.0,0.0,0.0
960127d6c89ac13,What shape is the torte,round,square-shaped,0.0,0.0,0.0,0.0
960127d6c89ac13,What color is the torte filling,yellow,golden brown,0.0,0.0,0.0,0.0
960127d6c89ac13,What color is the powdered sugar,white,white,1.0,1.0,1.0,1.0
960127d6c89ac13,Where is the powdered sugar sprinkled,over the surface,top of the tart,0.0,0.25,0.3333333333333333,0.28571428571428575
72f70fbadf48fe7,What color are the tortellini,yellow,light beige,0.0,0.0,0.0,0.0
72f70fbadf48fe7,What type of pasta is shown in the image,tortellini,pappardelle or fettuccine,0.0,0.0,0.0,0.0
eb4315397495532,What color is the plate,orange,orange,1.0,1.0,1.0,1.0
eb4315397495532,What type of pasta is in the dish,tortellini,tortellini,1.0,1.0,1.0,1.0
eb4315397495532,What color are the diced bell peppers,yellow,yellow,1.0,1.0,1.0,1.0
eb4315397495532,What color are the cherry tomatoes,red,red,1.0,1.0,1.0,1.0
eb4315397495532,Where is the tortellini served,on an orange plate,in a bowl,0.0,0.0,0.0,0.0
195e9585a01590a,What color is the surface the tortellini are placed on,blue,light blue,0.0,0.5,1.0,0.6666666666666666
195e9585a01590a,What type of pasta is shown in the image,tortellini,tortellini,1.0,1.0,1.0,1.0
195e9585a01590a,What color are the tortellini,green,green,1.0,1.0,1.0,1.0
195e9585a01590a,How does the surface of some tortellini appear,powdered,rough and uneven,0.0,0.0,0.0,0.0
4911dd059ba7f62,What color are the tortellini,yellow,orange,0.0,0.0,0.0,0.0
4911dd059ba7f62,What color are the sausage pieces,brown,brown,1.0,1.0,1.0,1.0
4911dd059ba7f62,Where are the ingredients located in the image,in the center,in a bowl,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
c21bd7781469b7f,What color are the tortillas,yellow-tan,yellow,0.0,0.0,0.0,0.0
c21bd7781469b7f,What type of food item is shown in the image,tortillas,corn tortillas,0.0,0.5,1.0,0.6666666666666666
c21bd7781469b7f,How are the tortillas arranged,stacked,in a basket,0.0,0.0,0.0,0.0
c21bd7781469b7f,What shape are the tortillas,round,round but not perfectly,0.0,0.25,1.0,0.4
d3374dbac8ec3d1,What color are the tortillas,tan,light tan,0.0,0.5,1.0,0.6666666666666666
d3374dbac8ec3d1,What type of food is shown in the image,tortillas,flatbread,0.0,0.0,0.0,0.0
d3374dbac8ec3d1,What color is the cloth under the tortillas,blue,multicolored,0.0,0.0,0.0,0.0
d3374dbac8ec3d1,Where are the tortillas placed,on top of,on a colorful napkin,0.0,0.25,0.3333333333333333,0.28571428571428575
da1d6472e13aadf,What is the base of the tostada made of,tortilla,fried tortilla,0.0,0.5,1.0,0.6666666666666666
da1d6472e13aadf,What color is the ground turkey,brown,brown,1.0,1.0,1.0,1.0
da1d6472e13aadf,What color is the diced avocado,green,green,1.0,1.0,1.0,1.0
da1d6472e13aadf,Where are the sliced red onions placed,on top,middle of the taco,0.0,0.0,0.0,0.0
117a60f129fb597,What color is the plate,white,white,1.0,1.0,1.0,1.0
117a60f129fb597,What color are the tater tots,golden-brown,light golden,0.0,0.0,0.0,0.0
117a60f129fb597,What is the main ingredient in the dish,meat,tater tots,0.0,0.0,0.0,0.0
