Image,Question,Answer,Predict,gpt_score
61fc5053796ebfe,What type of green leaves are visible in the soup,spinach,spinach or basil,0.7
330898f48df1db1,What color is the bowl containing the soup,white,white bowl,0.7
330898f48df1db1,What type of food is in the white bowl,soup,soup,1.0
330898f48df1db1,What color is the broth of the soup,brown,brown,1.0
330898f48df1db1,What color are the cilantro leaves on the soup,green,green,1.0
18f853cc27fadce,What color is the bowl that holds the soup,white,the bowl is white,0.9
18f853cc27fadce,What color is the broth of the soup,reddish-brown,brown,0.7
18f853cc27fadce,Where is the bowl of soup situated in the image,in the right half,center of the image,0.3
18f853cc27fadce,What are the visible chunks in the broth,vegetables,potatoes carrots and beans,0.9
74a9a3f58309faa,What color is the soup,orange,the soup is beige,0.1
74a9a3f58309faa,What type of dish is shown in the image,soup,soup in a bowl,0.9
74a9a3f58309faa,What is placed to the left of the soup bowl,bread,crackers,0.3
74a9a3f58309faa,Where is the soup bowl placed,on top of,on a paper towel,0.6
c5462855d00750c,What type of pasta is shown in the image,spaghetti,lasagna,0.5
c5462855d00750c,What color is the tomato sauce,red,red,1.0
c5462855d00750c,What type of dairy product is scattered on top,cheese,shredded mozzarella cheese,0.9
c5462855d00750c,Where is the spaghetti arranged in the dish,around the perimeter,in the dish all over,0.2
5eac54e4802fefe,What color is the spaghetti sauce,reddish-brown,red,0.7
5eac54e4802fefe,What is the sauce on top of,spaghetti,spaghetti noodles,1.0
5eac54e4802fefe,What is the texture of the sauce,chunky,thick and chunky,0.9
d3e4bdd012fe051,What color is the spaghetti,light,yellow,0.3
d3e4bdd012fe051,What is the white topping on the spaghetti,cheese,cheese,1.0
d3e4bdd012fe051,What color are the pepper pieces in the spaghetti,red,red,1.0
d3e4bdd012fe051,Where is the spaghetti located,in a casserole dish,in a pan,0.6
f9048429e64a34c,What type of pasta is shown in the image,spaghetti,spaghetti and meatballs,0.9
f9048429e64a34c,How are the white shreds distributed over the dish,scattered,scattered on top of sauce,0.6
f9048429e64a34c,What are the deep red items on top of the spaghetti,meatballs,tomato sauce or gravy,0.2
f9048429e64a34c,Where are the meatballs placed,placed on top,on top of the pasta,0.6
6f68655695a3194,What color is the plate,blue,the plate is blue,0.7
6f68655695a3194,What is the name of the dish,musubi,nigiri sushi,0.7
6f68655695a3194,What color is the Spam,orange-red,red,0.7
6f68655695a3194,Where is the nori wrapped,around,around the rice and tomato,0.7
6f68655695a3194,What color is the rice,white rice,the rice is white,1.0
7477038f95780fb,What color is the barbecue sauce on the sandwich,reddish-brown,red,0.7
7477038f95780fb,What is the main item in the image,sandwich,sandwich with jalapeno and onion,0.9
7477038f95780fb,How does the barbecue sauce on the spam appear,glazed,red and thick,0.2
7477038f95780fb,What color is the bowl in the image,blue,blue,1.0
2f21b09945b7362,What is the color of the bacon strips,light-brown,red and white,0.2
2f21b09945b7362,What type of food is the main item in the image,burger,chicken sandwich,0.2
2f21b09945b7362,What is the color of the bacon strips,reddish-brown,red and white,0.3
2f21b09945b7362,Where is the bun located,on top,on top of the chicken,0.6
2f21b09945b7362,What is the main ingredient of the patty,spam,fish,0.0
3939b19ee46c259,What color is the spinach,green,green,1.0
3939b19ee46c259,What is the main ingredient in the dish,spinach,spinach,1.0
3939b19ee46c259,What color is the plate,white,white and green,0.7
3939b19ee46c259,What does the plate have around its edge,with a patterned rim,green leaves and swirls,0.3
3939b19ee46c259,What is scattered throughout the spinach,onions,shredded cheese,0.1
a07f90b218b678c,What is the condition of the spinach leaves,fresh,washed and ready to eat,0.6
a07f90b218b678c,What type of dish is shown in the image,salad,salad,1.0
a07f90b218b678c,What is the primary color of the spinach leaves,green,dark green,0.9
a07f90b218b678c,What color are the onion slices scattered in the salad,white,purple and white,0.5
a07f90b218b678c,Where is the spinach salad placed,in a bowl,on a black plate,0.2
0aa19bafe23c2b6,What color are the spinach leaves,green,dark green,0.9
0aa19bafe23c2b6,What type of vegetable is shown in the image,spinach,spinach,1.0
0aa19bafe23c2b6,How is the spinach arranged in the image,haphazard,in a pile,0.3
0aa19bafe23c2b6,What texture is suggested by the glossy sheen on the spinach leaves,oily texture,waxy and smooth,0.7
3ac1c74df484d2b,What type of leaves are in the bowl,spinach,spinach,1.0
3ac1c74df484d2b,What color are the spinach leaves,green,dark green,0.9
3ac1c74df484d2b,What is the spinach served in,bowl,bowl of spinach,0.7
3ac1c74df484d2b,What is mixed with the spinach in the bowl,with shallots,lemon and garlic,0.2
900103ca5bb4951,What color are the Brussels sprouts,green,green,1.0
900103ca5bb4951,What type of vegetable is shown in the image,sprouts,brussel sprouts,0.9
900103ca5bb4951,What color is the baking dish,blue,blue,1.0
900103ca5bb4951,What meat is scattered among the sprouts,bacon,bacon bits,0.9
900103ca5bb4951,Where is the baking dish placed,on a white surface,on a striped towel,0.5
9bdba56968b4d9b,What color are the Brussels sprouts,green,green and brown,0.7
9bdba56968b4d9b,What type of vegetable is shown in the image,sprouts,brussel sprouts,0.9
9bdba56968b4d9b,What type of sauce coats the sprouts,creamy,almond butter sauce,0.3
9bdba56968b4d9b,How are the sprouts arranged in the image,overlapping,in a pile,0.3
e2f1b28722a3845,What color are most of the brussels sprouts,green,green and brown,0.7
e2f1b28722a3845,What type of vegetable is primarily on the plate,sprouts,brussels sprouts,1.0
e2f1b28722a3845,What color are the roasted tips or edges of some sprouts,brown,brown,1.0
e2f1b28722a3845,How are the brussels sprouts arranged on the plate,scattered across,in a pile on plate,0.2
e2f1b28722a3845,What color are the lemon wedges,yellow,yellow,1.0
cd4727b9541285f,What color are the brussels sprouts,green,green,1.0
cd4727b9541285f,What type of vegetable is shown in the image,sprouts,okra,0.2
cd4727b9541285f,What color is the breading on the brussels sprouts,brown,brown and white,0.7
cd4727b9541285f,Where are the darker brown crumbs located,around the sprouts,underneath the vegetables,0.4
ad4a650ab046c06,What color are the brussels sprouts,green,green and black,0.9
ad4a650ab046c06,What type of vegetable is shown in the image,brussels sprouts,brussel sprouts,1.0
ad4a650ab046c06,What color is the bowl,white,white,1.0
ad4a650ab046c06,What color are the charred spots on the brussels sprouts,brownish,black and brown,0.6
ad4a650ab046c06,Where are the brussels sprouts located,in a bowl,on a white plate,0.2
585df28df4130ee,How is the butternut squash distributed in the dish,dispersed,mashed throughout dish,0.4
585df28df4130ee,What color is the kale,green,green,1.0
585df28df4130ee,Where are all the ingredients contained,bowl,in a bowl,0.7
67b896c431bcb75,What color is the spaghetti squash in the dish,yellowish-white,yellow,0.7
67b896c431bcb75,What is the cheese doing to the beans and onions,covering,melted on top of them,0.2
67b896c431bcb75,Where is the melted cheese located in the dish,on top,on top of the food,0.7
67b896c431bcb75,What color are the beans in the dish,black,dark brown,0.6
aa98211e256f592,What color are the squash skins,green,green,1.0
aa98211e256f592,What type of vegetable is used in this dish,squash,zucchini,0.6
aa98211e256f592,What color is the filling inside the squash,orange,red and brown,0.2
aa98211e256f592,Where are the stuffed squash halves placed,on a white plate,on a white plate,1.0
4343704aac2ef25,What color is the spaghetti squash,yellow,yellow,1.0
4343704aac2ef25,What type of vegetable is being described,squash,squash,1.0
4343704aac2ef25,Where is the spaghetti squash mounded,on the concave part,on a spoon,0.4
4343704aac2ef25,What color is the parsley behind the spoon,green,green,1.0
63a0d4e6b2fcc53,What color is the rind of the acorn squash,green,green and yellow,0.7
63a0d4e6b2fcc53,What color is the flesh of the squash,yellow,yellow,1.0
63a0d4e6b2fcc53,How are the squash halves positioned on the plate,overlapping,slightly overlapping,0.8
63a0d4e6b2fcc53,Where are the squash halves placed,on the plate,on a white plate,0.9
a0db3aca84f3043,What color is the flesh of the squash,orange-yellow,orange,0.7
a0db3aca84f3043,What type of vegetable is shown in the image,squash,squash,1.0
a0db3aca84f3043,What color is the skin of the squash,green,green and orange,0.7
a0db3aca84f3043,How do the tips of the squash appear,charred,black and burnt,0.9
a0db3aca84f3043,Where are the squash slices mainly clustered,in the center,bottom right of image,0.1
a4539523aa36409,What color are the diced cubes of squash,orange,orange,1.0
a4539523aa36409,What type of vegetable is shown in the image,squash,potatoes,0.1
a4539523aa36409,What color is the bowl containing the squash,blue,blue,1.0
a4539523aa36409,Where is the bowl positioned in the image,in the center-left,center of the image,0.6
b3947b98f069ed9,What is the soup doing around the steak,surrounding,sitting in a pool,0.2
b3947b98f069ed9,What is the main protein in the dish,steak,chicken,0.2
b3947b98f069ed9,What color is the soup,tan,yellowish brown,0.7
b3947b98f069ed9,What color are the steaks,brown,light brown,0.9
34155128095ebcd,What color are the steak fingers,golden-brown,golden brown,1.0
34155128095ebcd,How would you describe the surface of the steak fingers,crispy,crunchy and breaded,0.6
34155128095ebcd,How are the steak fingers positioned in the image,arranged,crossed in a v,0.2
34155128095ebcd,Where is the creamy white sauce placed,bowl,in the middle of a plate,0.2
34155128095ebcd,What is the color of the sauce in the bowl,white,white,1.0
577f563155789a4,What color is the exterior of the fish,golden-brown,brown,0.7
577f563155789a4,What type of food is on the plate,fish,grilled salmon on plate,0.2
577f563155789a4,What color is the interior of the fish,white,white,1.0
577f563155789a4,Where is the fish located,on the plate,on a plate,0.9
577f563155789a4,What color is the pattern around the edge of the plate,blue,light blue and white,0.5
05fd940d8cb03b7,What color are the mushroom steaks,golden-brown,brown with green on top,0.3
05fd940d8cb03b7,What color are the chives garnishing the steaks,green,green,1.0
05fd940d8cb03b7,Where is the dark purple-black rice located,beneath the steaks,under the fish on plate,0.3
7584477e98cfefa,What color is the broth of the stew,reddish-brown,red,0.7
7584477e98cfefa,What type of meat is visible in the stew,hamburger,beef,0.5
7584477e98cfefa,What vegetable is distributed throughout the stew,potatoes,corn,0.2
7584477e98cfefa,Where are the green beans and green peas located,throughout the stew,in the soup,0.6
7b52ddf044f5e3f,What color is the bowl,red,the bowl is red,0.9
7b52ddf044f5e3f,What type of dish is being described,stew,soup,0.7
7b52ddf044f5e3f,What type of meat is in the stew,ham,ham,1.0
7b52ddf044f5e3f,What color is the cabbage,green,light green,0.9
7b52ddf044f5e3f,Where do the chunks of ham appear,on the left,in the salad bowl,0.2
9e25af6e0f1e9b3,What color are the beef chunks,brown,brown,1.0
9e25af6e0f1e9b3,How are the beef chunks distributed in the stew,scattered,evenly throughout stew,0.2
9e25af6e0f1e9b3,What color are the carrots,orange,orange,1.0
9e25af6e0f1e9b3,What color is the bowl,white,white,1.0
cff67dfc76f90d1,What color are the chicken pieces that are deeper in shade,brown,light brown,0.9
cff67dfc76f90d1,What type of meat is featured in the stew,chicken,chicken,1.0
cff67dfc76f90d1,What color are the carrot slices in the dish,orange,orange,1.0
cff67dfc76f90d1,Where is the slice of orange colored food located,on the left side,top left corner,0.6
db61a4da902bdd2,What color is the base broth of the stew,brown,brown,1.0
db61a4da902bdd2,What red ingredient is visible in the broth,tomatoes,tomato,1.0
db61a4da902bdd2,What type of protein is found in small bits throughout the stew,meat,beef,0.9
db61a4da902bdd2,Where is the bright yellow shredded cheese placed,on top,on top of the chili,0.6
db61a4da902bdd2,What color is the shredded cheese on top of the stew,yellow,yellow,1.0
ffc1a5a062f3888,What color are the corn kernels in the stew,yellow,yellow,1.0
ffc1a5a062f3888,Where is the dollop of sour cream located,atop the center,center of the dish,0.5
c910f76bf4763c0,What is the overall color of the stew,orange-brown,brown and orange,0.9
c910f76bf4763c0,What color are the individual grains of rice in the stew,white,brown and white,0.6
c910f76bf4763c0,Where are some of the translucent yellow onions located,on the surface,on the rice,0.2
c910f76bf4763c0,What is the appearance of the yellow onions in the stew,translucent,long strips sliced,0.1
0aa0330f3238b29,What is the flavor profile of the stir-fry,savory,sweet and savory,0.7
0aa0330f3238b29,What type of food is being cooked,vegetables,vegetables,1.0
0aa0330f3238b29,What color are the broccoli pieces,green,green,1.0
0aa0330f3238b29,Where are the green broccoli pieces mostly located,around the top,in the center of pan,0.2
0aa0330f3238b29,What color are the bell pepper segments,yellow,red and yellow,0.5
b7b5f7fb4c23822,What color is the base of the strawberry whip,pink,white,0.1
b7b5f7fb4c23822,What fruit is arranged on top of the whip,strawberries,strawberry,0.9
b7b5f7fb4c23822,How are the sliced strawberries arranged on the whip,displaying,in a circle pattern,0.3
b7b5f7fb4c23822,What color are the outer edges of the sliced strawberries,red,red and green,0.5
b7b5f7fb4c23822,Where are the sliced strawberries placed on the whip,on top,on top of the whip,0.6
28f3831cc0cf2c8,What color are the sugar crystals on the strawberries,red,red,1.0
28f3831cc0cf2c8,What type of fruit is shown in the image,strawberries,strawberry,0.9
28f3831cc0cf2c8,How do the sugar crystals on the strawberries appear,bright,tiny and bright red,0.5
28f3831cc0cf2c8,Where are the strawberries placed,on a white paper liner,on a plate,0.3
7c7cf1bb8fede70,What color are the strawberries,red,red and white,0.7
7c7cf1bb8fede70,What fruit is shown in the image,strawberries,strawberries,1.0
7c7cf1bb8fede70,What color is the chocolate on the strawberries,brown,dark brown,0.9
7c7cf1bb8fede70,Where is the chocolate on the strawberries,on the bottom,on the bottom of strawberries,0.7
27d0d3a6a8dbde3,What color are the strawberries,red,red,1.0
27d0d3a6a8dbde3,What type of fruit is in the salad,strawberries,strawberry,0.9
27d0d3a6a8dbde3,Are the strawberries whole or sliced,sliced,whole strawberries,0.1
27d0d3a6a8dbde3,Where are the whole strawberries located,on the upper side,top of the salad,0.3
27d0d3a6a8dbde3,What color is the cheese,white,the cheese is white,0.9
4679824a46cf2b8,What color are the strawberries in the image,red,red,1.0
4679824a46cf2b8,What type of fruit is shown in the image,strawberries,strawberries,1.0
4679824a46cf2b8,How are the strawberry slices arranged in the bowl,clustered,randomly,0.1
4679824a46cf2b8,How do the strawberry slices appear due to the sauce,juicy,glossy and wet,0.6
c488e64add203b0,What color is the Fresh Strawberry Granita,red,red,1.0
c488e64add203b0,What fruit is used in the Fresh Strawberry Granita,strawberry,strawberry,1.0
c488e64add203b0,What type of container is the Fresh Strawberry Granita served in,glass,martini glass,0.7
c488e64add203b0,How would you describe the color of the Fresh Strawberry Granita,bright,bright red frozen dessert,0.5
c488e64add203b0,Where is the red strawberry placed,on the plate,on the plate,1.0
7b607810af9b476,What type of nut is in the stuffing,chestnut,pecans,0.2
7b607810af9b476,What color are the toasted bread cubes,brown,brown and white,0.7
7b607810af9b476,How do some of the bread cubes appear,toasted,brown and toasted,0.9
7b607810af9b476,What color are the softer bread cubes,yellow,yellow,1.0
3c68b3ad534c61b,What color are the darker pieces of the stuffing,brown,brown,1.0
3c68b3ad534c61b,How are the darker brown pieces distributed in the dish,scattered,scattered throughout the dish,0.7
3c68b3ad534c61b,What is the stuffing served in,dish,white ceramic baking dish,0.7
3c68b3ad534c61b,What color is the dish,white,white,1.0
3c68b3ad534c61b,Where are the darker brown pieces of the stuffing located,throughout the dish,on top of the stuffing,0.2
21b0cdcf0eacf35,What color are the darker bread cubes,brown,brown and golden,0.7
21b0cdcf0eacf35,What are the green flecks in the stuffing,herbs,parsley and sage,0.7
280ee18dd93e4e5,What is the stuffing being prepared for,baking,thanksgiving dinner,0.3
280ee18dd93e4e5,What color is the baking dish,white,white,1.0
280ee18dd93e4e5,How are the green specks of herbs distributed in the stuffing,scattered,randomly throughout,0.6
280ee18dd93e4e5,What color is the stuffing,brown,yellow and brown,0.5
280ee18dd93e4e5,Where is the stuffing located in the image,in the center,center of image,0.7
bfbe4bfd83aca81,What is the texture of the sugar in the glass,powdered,grainy and clumpy,0.4
bfbe4bfd83aca81,What material is the container made of,glass,glass,1.0
0457d45f6c3b8ad,Is the sushi vegetarian,vegetarian,yes,0.2
0457d45f6c3b8ad,What type of food is shown in the image,sushi,sushi,1.0
0457d45f6c3b8ad,What color is the plate,black,black,1.0
0457d45f6c3b8ad,Where are the sushi rolls placed,on the plate,on a black tray,0.5
0457d45f6c3b8ad,What color are the scallions in the dipping sauce,green,green,1.0
f6ec970b5ce1712,What type of fish is used as the base of the dish,swordfish,salmon,0.2
f6ec970b5ce1712,Where is the vibrant mixture located in the dish,atop,on top of the fish,0.3
f6ec970b5ce1712,What color are the diced tomatoes scattered throughout the dish,red,red,1.0
8b0ae37343af5d4,What is the Strawberry-Rhubarb Syrup stored in,pitcher,glass pitcher,0.9
8b0ae37343af5d4,Where is the pitcher placed,on a tablecloth,on a floral tablecloth,0.9
5187f1afaf34eae,What color are the carrot matchsticks,orange,orange,1.0
5187f1afaf34eae,What is the base ingredient of the slaw,cabbage,cabbage,1.0
5187f1afaf34eae,What color are the cilantro sprigs,green,green,1.0
5187f1afaf34eae,What vegetable is scattered among the cabbage,carrot,carrot and onion,0.7
5187f1afaf34eae,Where are the cilantro sprigs placed,on top,scattered throughout,0.1
b33b2265b8e3f87,What color is the plate,red,red,1.0
b33b2265b8e3f87,What type of food is shown,tacos,taco salad,0.7
b33b2265b8e3f87,What color are the taco shells,golden-brown,brown,0.7
b33b2265b8e3f87,What is happening to the fillings,spilling,filling spilling out of taco,0.6
b33b2265b8e3f87,Where are the tacos placed,on a red plate,on a red plate,1.0
f1801f8847dee20,What color is the mahi mahi's crust,brown,black and white,0.2
f1801f8847dee20,What is the mahi mahi served on,plate,white plate,0.9
f1801f8847dee20,Where is the taco topping primarily placed,on top,on top of chicken,0.6
f1801f8847dee20,What is on top of the mahi mahi,topping,mango salsa,0.2
b5a3740d260a0cf,What type of food is being described,tacos,tacos,1.0
b5a3740d260a0cf,What color are the tomato slices,red,red,1.0
b5a3740d260a0cf,Where are the tacos placed,on plate,on a plate,1.0
b5a3740d260a0cf,What color are the avocado slices,green,green,1.0
03945ba374db01c,What type of food is shown in the image,tacos,taco salad on plate,0.6
03945ba374db01c,What color are the taco shells,golden-brown,golden brown,1.0
03945ba374db01c,What color are the tomatoes inside the tacos,red,red,1.0
03945ba374db01c,Where are the other tacos located,behind,behind the main taco,0.6
6318b209c5d8b65,What color are the taffy pieces,brown,brown and tan,0.7
6318b209c5d8b65,What type of candy is shown in the image,taffy,caramel candy,0.5
6318b209c5d8b65,What color is the surface the taffy is on,white,white,1.0
6318b209c5d8b65,What other color tone do some taffy pieces have,orange,lighter brown,0.2
6318b209c5d8b65,Where are the taffy pieces placed,across a white surface,on a white plate,0.7
b0f66d2cb4c1f77,What type of food is displayed in the foreground,tamale,banana,0.1
b0f66d2cb4c1f77,What color is the corn husk under the tamale,yellow,yellow,1.0
b0f66d2cb4c1f77,Where are the tamales placed,on a white plate,on a white plate,1.0
d28b39d99db3e0b,What color are the taquitos,golden-brown,light yellow,0.4
d28b39d99db3e0b,What type of food is shown in the image,taquitos,hot dog bun,0.1
d28b39d99db3e0b,What color variations are visible on the taquitos,brown,light brown and tan,0.7
db022623a32e7ae,What color are the baked taquitos,tan,brown and red,0.2
db022623a32e7ae,What type of food is shown in the image,taquitos,pasta with olives,0.1
db022623a32e7ae,What color is the melted cheese on the taquitos,orange,orange,1.0
db022623a32e7ae,Where are the fresh green cilantro leaves placed,scattered over,on top of the food,0.2
db022623a32e7ae,What material is the board under the plate made of,wooden,wood,0.9
1aa5ae3b9f6e0db,What color is the base layer of the tart,yellow,brown,0.2
1aa5ae3b9f6e0db,Where are the Pineapple Meringue Tart pieces placed,plate,on a plate,0.7
1aa5ae3b9f6e0db,What color is the meringue layer,white,white,1.0
1aa5ae3b9f6e0db,What is the texture of the top of the meringue,toasted,crusty and browned,0.7
1aa5ae3b9f6e0db,Where are the tart pieces located,on a plate,on a plate,1.0
90ead502d026745,What color are the tater tots,golden brown,white and yellow,0.2
90ead502d026745,What is the main ingredient in the dish,tater tots,ground beef,0.1
90ead502d026745,What color is the plate,white,white,1.0
90ead502d026745,Where is the sauce drizzled,over the tater tots,on top of food,0.6
d1ad9c754aa697a,What color is the tea,orange,brown,0.2
d1ad9c754aa697a,What is the tea served in,glass,a glass cup,0.9
d1ad9c754aa697a,How are the ice cubes arranged in the tea,scattered,floating on top,0.2
d1ad9c754aa697a,What color is the cinnamon stick,brown,brown,1.0
d1ad9c754aa697a,Where is the cinnamon stick placed,on top,on top of the drink,0.7
b71b76cf8d104b4,What is the color of the tea in the glass teacup,amber,yellow,0.5
b71b76cf8d104b4,What type of beverage is in the glass teacup,tea,lemon tea,0.7
b71b76cf8d104b4,What is floating on the surface of the tea,lemon,lemon slice,0.9
b71b76cf8d104b4,What color is the decorative saucer,green,green,1.0
b71b76cf8d104b4,Where is the thin slice of lemon located,on the surface,on top of the cup,0.3
34b57aacca7966a,What type of container is the tea in,mug,glass mug,0.9
34b57aacca7966a,What color is the tea,beige,light brown,0.7
34b57aacca7966a,Where is the mug placed,on a white tiled surface,on a white tile counter,0.9
34b57aacca7966a,What type of beverage is in the mug,tea,milk in the mug,0.2
0eb658c957d98c0,What is the tea served in,glass,crystal glass cup,0.7
0eb658c957d98c0,What color describes the tea,tan,yellowish-brown,0.7
0eb658c957d98c0,Where is the tea positioned in the image,in the center,center of the image,0.7
ab815925487ce3b,What is the temperature of the tea,hot,hot,1.0
ab815925487ce3b,What type of beverage is shown,tea,tea,1.0
ab815925487ce3b,What color is the tea,amber,brown,0.2
ab815925487ce3b,Where is the teacup resting,resting on a saucer,on saucer,0.7
ab815925487ce3b,What flavor is the tea,ginger,black tea,0.1
b0fdc6af7f2645a,What is the color of the glass teapot,clear,clear,1.0
b0fdc6af7f2645a,What color are the basil leaves,green,green,1.0
b0fdc6af7f2645a,What is the hue of the tea,reddish-pink,pinkish red,0.9
b0fdc6af7f2645a,Where are the loose basil leaves and dried hibiscus flowers positioned,to the left,on the cutting board,0.2
dc7078acdfb1703,What color are the chicken tenders,brown,brown,1.0
dc7078acdfb1703,What type of meat is shown in the image,chicken,chicken,1.0
dc7078acdfb1703,What color is the plate,white,the plate is white,0.9
d44ef12ebd2068c,What color is the plate,white,white,1.0
d44ef12ebd2068c,What type of meat is featured in the dish,tenderloins,roast pork,0.3
d44ef12ebd2068c,What color is the outside of the tenderloins,reddish-brown,brown and black,0.4
d44ef12ebd2068c,How is the brownish sauce applied to the tenderloins,drizzled,drizzled on top,0.9
d44ef12ebd2068c,Where is the sprig of green parsley placed,on top,center of the meat,0.1
22730038e750ba4,What color is the interior of the pork,pink,white,0.1
22730038e750ba4,What type of meat is shown in the image,pork,pork,1.0
22730038e750ba4,What color is the outer layer of the pork,dark brown,brown,0.8
22730038e750ba4,How was the pork prepared to achieve its outer color,seared,pan-fried with a glaze,0.6
22730038e750ba4,Where is the largest slice of pork located in the image,from the bottom left,front of image,0.2
1ab59eb690c3b5d,What color are the baked chicken thighs,golden,brown,0.2
1ab59eb690c3b5d,What type of meat is shown in the image,chicken,chicken,1.0
1ab59eb690c3b5d,What color are the mushrooms,brown,brown and white,0.7
1ab59eb690c3b5d,Where are the mushrooms placed,piled on top,on top of the chicken,0.2
1ab59eb690c3b5d,What color is the parsley,green,green,1.0
3f9831aeae8dd21,What color is the tilapia,white,golden brown,0.2
3f9831aeae8dd21,What type of fish is shown in the image,tilapia,salmon,0.2
3f9831aeae8dd21,What color are the crumbs on the tilapia,golden-brown,light brown,0.7
3f9831aeae8dd21,Where is the purplish food item located relative to the fish,to the left,top left of fish,0.3
3f9831aeae8dd21,How would you describe the surface of the crumbs on the tilapia,textured,crumbly and crunchy textured,0.7
2eb69d1ad1c14be,What color is the burrata cheese,white,white,1.0
2eb69d1ad1c14be,What color are the tomato slices,red,red,1.0
2eb69d1ad1c14be,Where are the tomato slices and tomato sauce located,on top,on the pizza,0.3
fd3101be707b71f,What type of dessert is located inside the small glass jar,ice cream,mango sorbet,0.6
fd3101be707b71f,Where is the green tea ice cream located,located inside,in the jar,0.5
fd3101be707b71f,What is the lighter green ice cream possibly made of,tofu,lime or avocado,0.1
fd3101be707b71f,How does the tofu ice cream appear,creamy,yellow and creamy,0.7
fd3101be707b71f,How is the green tea ice cream served,scooped,in a jar,0.2
b3d4f40408a3449,What is the main protein in the dish,tofu,chicken,0.1
b3d4f40408a3449,What color are the bell peppers on the skewers,red,red and yellow,0.7
b3d4f40408a3449,What color is the tofu on the skewers,golden-brown,light brown,0.7
b3d4f40408a3449,What vegetable is dark and threaded onto the skewers,eggplant,eggplant,1.0
cb9d2c39afa6e98,What is the name of the Japanese dish in the bowl,agedashi,fried tofu,0.7
cb9d2c39afa6e98,What color is the rim of the bowl,brown,brown,1.0
cb9d2c39afa6e98,How are the tofu pieces arranged in the bowl,scattered,randomly,0.6
6ae90b789637671,What color are the tofu pieces,tan,light brown,0.7
6ae90b789637671,Where are the tofu pieces located within the plate,shifted to the left,center of the plate,0.2
6ae90b789637671,What color are the broccoli florets,green,green,1.0
6ae90b789637671,How are the red bell pepper chunks distributed,scattered,scattered throughout the dish,0.7
328211d7fd13871,What color are the tofu pieces,orange,light brown,0.3
328211d7fd13871,What type of protein is used in the dish,tofu,fish,0.0
328211d7fd13871,Where is the snow pea resting,resting between,on top of rice,0.2
328211d7fd13871,What is the tofu resting on,rice,rice,1.0
328211d7fd13871,How are the carrots arranged around the tofu,scattered,scattered around tofu,0.7
817a2e78403865a,What color are the edges of the tofu,brown,brown,1.0
817a2e78403865a,How is the tofu arranged in the bowl,scattered,on top of rice,0.2
817a2e78403865a,What vegetable is mixed with the tofu,broccoli,broccoli,1.0
817a2e78403865a,What color is the broccoli,green,green,1.0
2fad435041d2dc8,What is the main ingredient of the dish,tofu,tofu,1.0
2fad435041d2dc8,What color is the plate,blue,blue,1.0
2fad435041d2dc8,Where are the tofu pieces located on the plate,on the left side,on the left side,1.0
2fad435041d2dc8,What color are the fried tofu pieces,golden-brown,brown,0.7
97b516e3344fd79,What type of bowl is the dish served in,decorative,porcelain bowl,0.4
97b516e3344fd79,What is the main ingredient in the dish,tofu,tofu,1.0
97b516e3344fd79,What color is the decorative bowl,blue,white and blue,0.5
97b516e3344fd79,Where is the small spoon located,on the upper left,top left of image,0.9
97b516e3344fd79,What is scattered throughout the bowl alongside the tofu,mushrooms,chopped green onions,0.1
f4f9e7ee742b6e5,What color are the tomatoes,red,red,1.0
f4f9e7ee742b6e5,What type of vegetable is shown in the image,tomatoes,tomato,1.0
f4f9e7ee742b6e5,What color is the plate,white,white,1.0
f4f9e7ee742b6e5,Where is the front tomato positioned relative to the viewer,closer to,in front of the viewer,0.3
f4f9e7ee742b6e5,What color is the parsley,green,green,1.0
e98a385db039315,What color are the tomatoes,red,red,1.0
e98a385db039315,What type of vegetable is shown in the image,tomatoes,tomato,1.0
e98a385db039315,What color are the patches on some of the tomatoes,yellow,black,0.0
26c7b4853f446d6,What is the main ingredient in the casserole,tomato,beef,0.1
26c7b4853f446d6,What type of dish is the casserole in,transparent,glass baking dish,0.3
26c7b4853f446d6,What color is the melted cheese on top of the casserole,orange,orange and yellow,0.7
ea0d52534352951,Is the onion topping gluten-free,gluten-free,yes,0.2
ea0d52534352951,What color is the majority of the onion topping,yellow,golden brown,0.6
ea0d52534352951,Where is the onion topping placed,on the plate,on top of the dish,0.7
ea0d52534352951,What color are the edges of some of the onion topping,brown,burnt black,0.2
39d55e56600d302,What color is the topmost layer of the dessert,white,white,1.0
39d55e56600d302,What is the topmost layer of the dessert made of,meringue,meringue,1.0
39d55e56600d302,What describes the patches on the meringue,browned,brown spots,0.6
39d55e56600d302,What color is the translucent filling,amber-colored,brown,0.6
39d55e56600d302,Where is the dessert resting,on a dark surface,on a plate,0.4
e3d1141db582a02,What color is the surface where the tortes are placed,white,white,1.0
e3d1141db582a02,What type of pastries are shown in the image,tortes,cupcakes,0.2
e3d1141db582a02,What color is the wire tray holding the tortes,copper-colored,brown,0.6
e3d1141db582a02,Where are the three tortes placed,on a plate,on a plate,1.0
817d0a6dd591446,What color is the mousse layer,green,white,0.0
817d0a6dd591446,What is the pale green layer made of,mousse,lime slices,0.1
817d0a6dd591446,What color is the plate,white,white,1.0
817d0a6dd591446,What color is the base of the torte,brown,brown,1.0
817d0a6dd591446,Where are the small white dollops of cream placed,on top of,on top of the cake,1.0
960127d6c89ac13,What type of fruit is used in the torte,plum,pears,0.2
