Image,Question,Answer,Predict
1c00b85749755c0,What color are the carrots in the image,orange,orange
1c00b85749755c0,Where is the cabbage located on the plate,in the top center,top
bd9bb1c1a13d688,What color is the stew-like liquid,dark brown,dark brown
bd9bb1c1a13d688,What type of dish is the dark brown liquid,stew,dark brown liquid
bd9bb1c1a13d688,What color is the cooking pan,light brown,brown
bd9bb1c1a13d688,What color are the tiny pieces scattered throughout the liquid,golden,light brown
bd9bb1c1a13d688,Where are the bubbles and steam rising from,from the surface,from the surface
9ab4e1e0b9e3538,What color is the sauerkraut in the bowl,yellowish-white,light
9ab4e1e0b9e3538,What is the sauerkraut doing in the bowl,forming,tangy
9ab4e1e0b9e3538,What is the sauerkraut placed in,bowl,bowl
9ab4e1e0b9e3538,What color are the smokies,brownish-red,reddish-brown
9ab4e1e0b9e3538,Where is the smokie located in the bowl,in the bottom-left,in the
f4c5c78433d6d23,What color is the wrapper of the sausage flowers,golden-brown,golden-brown
f4c5c78433d6d23,What are the edible items shaped like flowers in the image,sausage flowers,savory
f4c5c78433d6d23,What color is the sausage mixture inside the flowers,brownish-orange,light brown
f4c5c78433d6d23,Where are the green scallions placed,sprinkled over,green
f4c5c78433d6d23,What is the color of the tray holding the sausage flowers,silver tray,silver
0f4169610c6b102,What type of meat is used in the dish,sausage,sweet
0f4169610c6b102,What color is the sausage,reddish-brown,light brown
0f4169610c6b102,What shape is the bowl,in a leaf-shaped bowl,leaf-shaped bowl
0f4169610c6b102,How was the sausage cooked,grilled,"sweet, sour"
0f4169610c6b102,What fruit is mixed with the sausage,pineapple,pineapple
b03fd7734dcd1f9,What is the color of the scallops,creamy,white
b03fd7734dcd1f9,What type of dish is served alongside the scallops,pasta,spaghetti
b03fd7734dcd1f9,What color is the pasta,white,white
b03fd7734dcd1f9,Where is the toast located in the image,on the side,on the side
0165a5347fc3006,What shape is the scone,triangular,round in shape
0165a5347fc3006,What type of food is shown in the image,scone,scones
0165a5347fc3006,What color is the lemon wedge,yellow,yellow
0165a5347fc3006,Where is the scone placed,on a plate,on a plate
0165a5347fc3006,What color is the plate,white,white
06b69ab2d9fd200,What color is the plate the scones are on,white,white
06b69ab2d9fd200,What type of baked goods are shown in the image,scones,scones
06b69ab2d9fd200,What color is the scone in the foreground,golden brown,golden brown
06b69ab2d9fd200,Where is the golden brown scone located,in the foreground,in the
76051d98525aa3b,What color are the scrambled eggs,yellow,yellow
76051d98525aa3b,What fruit is interspersed throughout the eggs,tomato,cherry tomatoes
76051d98525aa3b,What color is the basil leaf,green,green
76051d98525aa3b,Where is the basil leaf positioned,towards the center,in the center
5befd704424b15d,What is the primary color of the seasoning,reddish-brown,brown
ea86b8337adee6c,What color are the pumpkin seeds,brown,brown
ea86b8337adee6c,What type of seeds are shown in the image,pumpkin seeds,candied appearance
ea86b8337adee6c,What is the white coating on the pumpkin seeds,sugar,sugar
9bdab5eeae956d5,What color is the semifreddo,orange,"yellow, beige"
9bdab5eeae956d5,What type of dessert is shown,semifreddo,dessert
9bdab5eeae956d5,What color is the tray,silver,silver
9bdab5eeae956d5,What color is the base of the semifreddo,off-white,white
9bdab5eeae956d5,Where is the semifreddo placed,on a tray,on a tray
6976d7e77ced1df,What color is the bowl,white,white
6976d7e77ced1df,What color are the shrimp,pinkish-orange,pinkish-orange
6976d7e77ced1df,Where are the shrimp arranged,in the center,in the center
6976d7e77ced1df,What color are the vegetables in the sauce,green,green
8e0a5a668884897,What color is the plate,white,white
8e0a5a668884897,What type of seafood is shown,shrimp,shrimp
8e0a5a668884897,What color are the spots on the shrimp,reddish-orange,reddish-orange
8e0a5a668884897,Where are the shrimp located on the plate,in the center,in a circular
b37293b876e011e,What color is the plate,blue,blue
b37293b876e011e,What type of seafood is shown,shrimp,shrimp
b37293b876e011e,What ingredient is visible on the shrimp,garlic,garlic
b37293b876e011e,What color are the shrimp,pink-orange,pinkish-orange
b37293b876e011e,Where is the garlic shrimp placed,on a blue plate,on a blue plate
5bb240fd272bf4e,What is the base of the dish made of,hash brown,None
5bb240fd272bf4e,What color are the bacon pieces,red,light brown color
5bb240fd272bf4e,What garnish is sprinkled atop the dish,scallions,green
acd98ebf33a8275,What color is the plate,white,white
acd98ebf33a8275,What fruit is on top of the slaw,pineapple,pineapple
acd98ebf33a8275,What color are the pineapple chunks,yellow,yellowish-orange
acd98ebf33a8275,What color are the celery slices,green,green
acd98ebf33a8275,Where is the slaw placed,on a white plate,on a white plate
abe4eca7b50eea2,What is the main ingredient in the slaw,corn,corn
abe4eca7b50eea2,What color are the corn kernels,yellow,yellow
abe4eca7b50eea2,How are the corn kernels distributed in the slaw,scattered,evenly distributed
abe4eca7b50eea2,What color are the small cubes of bell pepper,red,red
abe4eca7b50eea2,Where is the slaw located on the plate,on the left side,on the left side
67cc22c854d166a,What color is the cabbage in the image,green,green
67cc22c854d166a,What is the main vegetable in the dish,cabbage,cabbage
67cc22c854d166a,How are the ingredients arranged in the image,mixed,mixed
67cc22c854d166a,What color are the carrots in the image,orange,orange
a8534ffc026fa1a,How are the ingredients arranged in the bowl,scattered,distinct
a8534ffc026fa1a,What type of salad is shown in the image,coleslaw,coleslaw
a8534ffc026fa1a,What color are the shreds of carrot in the coleslaw,orange,orange
a8534ffc026fa1a,Where is the coleslaw located in the image,in the bowl,in the bowl
ce59e2b561648cc,What color is the orange slice,orange,orange
ce59e2b561648cc,What is the orange slush served in,glass,glass
ce59e2b561648cc,How would you describe the color of the orange slice,bright,vibrant
ce59e2b561648cc,Where is the orange slice placed,on the rim,on the rim
8e0e736b1ed4313,What material is the tray made of,metal,metal
8e0e736b1ed4313,What type of drink is shown in the image,slushies,smoothies
8e0e736b1ed4313,What color is the slushie at the top of the image,red,red
8e0e736b1ed4313,Where are the slushies placed,in a metal tray,in a
fdc7674729342a7,What flavor is the smoothie,chocolate,chocolate
fdc7674729342a7,What is the smoothie served in,cup,clear glass
fdc7674729342a7,What color is the smoothie,brown,brown
1d68b70e9d2f4a0,What color are the specks in the smoothie,pink,pink color
1d68b70e9d2f4a0,What type of drink is in the glass,smoothie,smoothie
1d68b70e9d2f4a0,What color are the mint leaves,green,green
1d68b70e9d2f4a0,Where is the sprig of mint leaves positioned,on top of,on top of
150e8e2edb2a656,What is the main flavor of the smoothie,chocolate,chocolate
150e8e2edb2a656,What type of drink is shown in the image,smoothie,smoothie
150e8e2edb2a656,What color is the smoothie,brown,brown
150e8e2edb2a656,What color are the swirling patterns on the plate,green,green
a462ea5e69d2845,What fruit is used to make the smoothie,pineapple,pineapple
a462ea5e69d2845,What is the color of the glass mug,clear,clear
a462ea5e69d2845,What type of drink is in the glass,smoothie,smoothie
a462ea5e69d2845,Where is the whole pineapple located,to the right,to the right
be72e9b3eb9427e,What color are the mint specks in the smoothie,green,green
be72e9b3eb9427e,What type of drink is in the glass,smoothie,smoothie
be72e9b3eb9427e,What fruit is on top of the smoothie,strawberry,strawberry
be72e9b3eb9427e,Where is the strawberry placed,on top of,on top of
5abab4fc0138458,What is the consistency of the Pina Colada Sorbet,solid,creamy
5abab4fc0138458,What type of dessert is shown in the image,sorbet,whipped
5abab4fc0138458,What is the color of the Pina Colada Sorbet,pale,white
5abab4fc0138458,What shade of white is the Pina Colada Sorbet,off-white,off whitish
dc3896d8b1db274,What color is the blueberry sorbet described as,rich,rich
dc3896d8b1db274,What type of dessert is the purple food,sorbet,beetroot sorbet
dc3896d8b1db274,What color is the sorbet,purple,purple
dc3896d8b1db274,Where is most of the sorbet contained,in the bowl,in the bowl
dc3896d8b1db274,What fruit is the sorbet made from,blueberry,red color
3caf51c2d92cd50,What is the bowl doing on the plate,resting,sitting on top
3caf51c2d92cd50,What color is the bowl and plate,pale green,green
3caf51c2d92cd50,What color is the souffle,golden-brown,golden brown
3caf51c2d92cd50,What texture does the top of the souffle have,crispy,crispy
3caf51c2d92cd50,Where is the banana prop located in the image,in the upper-left corner,to the left
61fc5053796ebfe,What color is the bowl containing the soup,blue,black
61fc5053796ebfe,What type of vegetable is scattered on the surface of the soup,mushrooms,mushrooms
61fc5053796ebfe,Where are the mushrooms located in the soup,scattered on the surface,scattered on the surface
61fc5053796ebfe,What type of green leaves are visible in the soup,spinach,spinach
330898f48df1db1,What color is the bowl containing the soup,white,white
330898f48df1db1,What type of food is in the white bowl,soup,hearty
330898f48df1db1,What color is the broth of the soup,brown,"dark, brownish"
330898f48df1db1,What color are the cilantro leaves on the soup,green,green
18f853cc27fadce,What color is the bowl that holds the soup,white,white
18f853cc27fadce,What color is the broth of the soup,reddish-brown,reddish-brown
18f853cc27fadce,Where is the bowl of soup situated in the image,in the right half,blue and white
18f853cc27fadce,What are the visible chunks in the broth,vegetables,vegetables
74a9a3f58309faa,What color is the soup,orange,creamy
74a9a3f58309faa,What type of dish is shown in the image,soup,soup
74a9a3f58309faa,What is placed to the left of the soup bowl,bread,bread
74a9a3f58309faa,Where is the soup bowl placed,on top of,on a
c5462855d00750c,What type of pasta is shown in the image,spaghetti,spaghetti
c5462855d00750c,What color is the tomato sauce,red,red
c5462855d00750c,What type of dairy product is scattered on top,cheese,cheese
c5462855d00750c,Where is the spaghetti arranged in the dish,around the perimeter,around the edges
5eac54e4802fefe,What color is the spaghetti sauce,reddish-brown,dark red
5eac54e4802fefe,What is the sauce on top of,spaghetti,spaghetti
5eac54e4802fefe,What is the texture of the sauce,chunky,chunky
d3e4bdd012fe051,What color is the spaghetti,light,"white, red"
d3e4bdd012fe051,What is the white topping on the spaghetti,cheese,cheese
d3e4bdd012fe051,What color are the pepper pieces in the spaghetti,red,red
d3e4bdd012fe051,Where is the spaghetti located,in a casserole dish,in a casserole dish
f9048429e64a34c,What type of pasta is shown in the image,spaghetti,spaghetti
f9048429e64a34c,How are the white shreds distributed over the dish,scattered,scattered
f9048429e64a34c,What are the deep red items on top of the spaghetti,meatballs,meatballs
f9048429e64a34c,Where are the meatballs placed,placed on top,placed on top
6f68655695a3194,What color is the plate,blue,blue
6f68655695a3194,What is the name of the dish,musubi,sushi roll
6f68655695a3194,What color is the Spam,orange-red,red
6f68655695a3194,Where is the nori wrapped,around,around
6f68655695a3194,What color is the rice,white rice,white rice
7477038f95780fb,What color is the barbecue sauce on the sandwich,reddish-brown,reddish-brown
7477038f95780fb,What is the main item in the image,sandwich,sandwich
7477038f95780fb,How does the barbecue sauce on the spam appear,glazed,"glossy, smooth, thick"
7477038f95780fb,What color is the bowl in the image,blue,blue
2f21b09945b7362,What is the color of the bacon strips,light-brown,reddish-brown
2f21b09945b7362,What type of food is the main item in the image,burger,burger
2f21b09945b7362,What is the color of the bacon strips,reddish-brown,reddish-brown
2f21b09945b7362,Where is the bun located,on top,on top
2f21b09945b7362,What is the main ingredient of the patty,spam,"fish, fried"
3939b19ee46c259,What color is the spinach,green,green
3939b19ee46c259,What is the main ingredient in the dish,spinach,spinach
3939b19ee46c259,What color is the plate,white,white
3939b19ee46c259,What does the plate have around its edge,with a patterned rim,"decorative, patterned"
3939b19ee46c259,What is scattered throughout the spinach,onions,"garlic, ginger"
a07f90b218b678c,What is the condition of the spinach leaves,fresh,fresh
a07f90b218b678c,What type of dish is shown in the image,salad,salad
a07f90b218b678c,What is the primary color of the spinach leaves,green,green
a07f90b218b678c,What color are the onion slices scattered in the salad,white,white
a07f90b218b678c,Where is the spinach salad placed,in a bowl,in a bowl
0aa19bafe23c2b6,What color are the spinach leaves,green,green
0aa19bafe23c2b6,What type of vegetable is shown in the image,spinach,leafy green vegetable
0aa19bafe23c2b6,How is the spinach arranged in the image,haphazard,darker green color
0aa19bafe23c2b6,What texture is suggested by the glossy sheen on the spinach leaves,oily texture,slippery texture
3ac1c74df484d2b,What type of leaves are in the bowl,spinach,spinach
3ac1c74df484d2b,What color are the spinach leaves,green,green
3ac1c74df484d2b,What is the spinach served in,bowl,white
3ac1c74df484d2b,What is mixed with the spinach in the bowl,with shallots,garlic
900103ca5bb4951,What color are the Brussels sprouts,green,green
900103ca5bb4951,What type of vegetable is shown in the image,sprouts,sprouts
900103ca5bb4951,What color is the baking dish,blue,blue
900103ca5bb4951,What meat is scattered among the sprouts,bacon,bacon
900103ca5bb4951,Where is the baking dish placed,on a white surface,on a marble
9bdba56968b4d9b,What color are the Brussels sprouts,green,green
9bdba56968b4d9b,What type of vegetable is shown in the image,sprouts,sprouts
9bdba56968b4d9b,What type of sauce coats the sprouts,creamy,light
9bdba56968b4d9b,How are the sprouts arranged in the image,overlapping,mixed together
e2f1b28722a3845,What color are most of the brussels sprouts,green,green
e2f1b28722a3845,What type of vegetable is primarily on the plate,sprouts,sprouts
e2f1b28722a3845,What color are the roasted tips or edges of some sprouts,brown,brown
e2f1b28722a3845,How are the brussels sprouts arranged on the plate,scattered across,scattered across
e2f1b28722a3845,What color are the lemon wedges,yellow,yellow
cd4727b9541285f,What color are the brussels sprouts,green,green
cd4727b9541285f,What type of vegetable is shown in the image,sprouts,green vegetables
cd4727b9541285f,What color is the breading on the brussels sprouts,brown,brown
cd4727b9541285f,Where are the darker brown crumbs located,around the sprouts,around the
ad4a650ab046c06,What color are the brussels sprouts,green,green
ad4a650ab046c06,What type of vegetable is shown in the image,brussels sprouts,brussels sprouts
ad4a650ab046c06,What color is the bowl,white,white
ad4a650ab046c06,What color are the charred spots on the brussels sprouts,brownish,dark brown
ad4a650ab046c06,Where are the brussels sprouts located,in a bowl,in the
585df28df4130ee,How is the butternut squash distributed in the dish,dispersed,distributed evenly
585df28df4130ee,What color is the kale,green,green
585df28df4130ee,Where are all the ingredients contained,bowl,bowl
67b896c431bcb75,What color is the spaghetti squash in the dish,yellowish-white,light yellow
67b896c431bcb75,What is the cheese doing to the beans and onions,covering,gooey
67b896c431bcb75,Where is the melted cheese located in the dish,on top,on top
67b896c431bcb75,What color are the beans in the dish,black,black
aa98211e256f592,What color are the squash skins,green,green
aa98211e256f592,What type of vegetable is used in this dish,squash,vegetable
aa98211e256f592,What color is the filling inside the squash,orange,orange
aa98211e256f592,Where are the stuffed squash halves placed,on a white plate,on a white plate
4343704aac2ef25,What color is the spaghetti squash,yellow,yellow
4343704aac2ef25,What type of vegetable is being described,squash,squash
4343704aac2ef25,Where is the spaghetti squash mounded,on the concave part,on the
4343704aac2ef25,What color is the parsley behind the spoon,green,green
63a0d4e6b2fcc53,What color is the rind of the acorn squash,green,green
63a0d4e6b2fcc53,What color is the flesh of the squash,yellow,deep orange
63a0d4e6b2fcc53,How are the squash halves positioned on the plate,overlapping,side by side
63a0d4e6b2fcc53,Where are the squash halves placed,on the plate,on the plate
a0db3aca84f3043,What color is the flesh of the squash,orange-yellow,orange
a0db3aca84f3043,What type of vegetable is shown in the image,squash,squash
a0db3aca84f3043,What color is the skin of the squash,green,green
a0db3aca84f3043,How do the tips of the squash appear,charred,tough
a0db3aca84f3043,Where are the squash slices mainly clustered,in the center,on the left
a4539523aa36409,What color are the diced cubes of squash,orange,orange
a4539523aa36409,What type of vegetable is shown in the image,squash,sweet
a4539523aa36409,What color is the bowl containing the squash,blue,blue
a4539523aa36409,Where is the bowl positioned in the image,in the center-left,left side
b3947b98f069ed9,What is the soup doing around the steak,surrounding,creamy
b3947b98f069ed9,What is the main protein in the dish,steak,savory dish
b3947b98f069ed9,What color is the soup,tan,light brown
b3947b98f069ed9,What color are the steaks,brown,not visible
34155128095ebcd,What color are the steak fingers,golden-brown,golden brown
34155128095ebcd,How would you describe the surface of the steak fingers,crispy,crispy
34155128095ebcd,How are the steak fingers positioned in the image,arranged,arranged
34155128095ebcd,Where is the creamy white sauce placed,bowl,small bowl
34155128095ebcd,What is the color of the sauce in the bowl,white,white
577f563155789a4,What color is the exterior of the fish,golden-brown,golden-brown
577f563155789a4,What type of food is on the plate,fish,fish
577f563155789a4,What color is the interior of the fish,white,white
577f563155789a4,Where is the fish located,on the plate,on the plate
577f563155789a4,What color is the pattern around the edge of the plate,blue,blue
05fd940d8cb03b7,What color are the mushroom steaks,golden-brown,brown
05fd940d8cb03b7,What color are the chives garnishing the steaks,green,green
05fd940d8cb03b7,Where is the dark purple-black rice located,beneath the steaks,beneath the
7584477e98cfefa,What color is the broth of the stew,reddish-brown,reddish-orange
7584477e98cfefa,What type of meat is visible in the stew,hamburger,ground meat
7584477e98cfefa,What vegetable is distributed throughout the stew,potatoes,the dish
7584477e98cfefa,Where are the green beans and green peas located,throughout the stew,visible portion of the
9e25af6e0f1e9b3,What color are the beef chunks,brown,brown
9e25af6e0f1e9b3,How are the beef chunks distributed in the stew,scattered,evenly distributed
9e25af6e0f1e9b3,What color are the carrots,orange,orange
9e25af6e0f1e9b3,What color is the bowl,white,white
cff67dfc76f90d1,What color are the chicken pieces that are deeper in shade,brown,dark brown
cff67dfc76f90d1,What type of meat is featured in the stew,chicken,chicken
cff67dfc76f90d1,What color are the carrot slices in the dish,orange,orange
cff67dfc76f90d1,Where is the slice of orange colored food located,on the left side,left
db61a4da902bdd2,What color is the base broth of the stew,brown,dark red
db61a4da902bdd2,What red ingredient is visible in the broth,tomatoes,tomatoes
db61a4da902bdd2,What type of protein is found in small bits throughout the stew,meat,small
db61a4da902bdd2,Where is the bright yellow shredded cheese placed,on top,on top
db61a4da902bdd2,What color is the shredded cheese on top of the stew,yellow,yellow
ffc1a5a062f3888,What color are the corn kernels in the stew,yellow,yellow
ffc1a5a062f3888,Where is the dollop of sour cream located,atop the center,atop the center
c910f76bf4763c0,What is the overall color of the stew,orange-brown,orange
c910f76bf4763c0,What color are the individual grains of rice in the stew,white,white
c910f76bf4763c0,Where are some of the translucent yellow onions located,on the surface,the
c910f76bf4763c0,What is the appearance of the yellow onions in the stew,translucent,translucent
0aa0330f3238b29,What is the flavor profile of the stir-fry,savory,savory
0aa0330f3238b29,What type of food is being cooked,vegetables,vegetables
0aa0330f3238b29,What color are the broccoli pieces,green,green
0aa0330f3238b29,Where are the green broccoli pieces mostly located,around the top,the top
0aa0330f3238b29,What color are the bell pepper segments,yellow,yellow
b7b5f7fb4c23822,What color is the base of the strawberry whip,pink,white
b7b5f7fb4c23822,What fruit is arranged on top of the whip,strawberries,strawberries
b7b5f7fb4c23822,How are the sliced strawberries arranged on the whip,displaying,visually appealing
b7b5f7fb4c23822,What color are the outer edges of the sliced strawberries,red,red
b7b5f7fb4c23822,Where are the sliced strawberries placed on the whip,on top,on top
28f3831cc0cf2c8,What color are the sugar crystals on the strawberries,red,red
28f3831cc0cf2c8,What type of fruit is shown in the image,strawberries,strawberry
28f3831cc0cf2c8,How do the sugar crystals on the strawberries appear,bright,vibrant red color
28f3831cc0cf2c8,Where are the strawberries placed,on a white paper liner,white
7c7cf1bb8fede70,What color are the strawberries,red,red
7c7cf1bb8fede70,What fruit is shown in the image,strawberries,strawberries
7c7cf1bb8fede70,What color is the chocolate on the strawberries,brown,brown
7c7cf1bb8fede70,Where is the chocolate on the strawberries,on the bottom,on the
27d0d3a6a8dbde3,What color are the strawberries,red,red
27d0d3a6a8dbde3,What type of fruit is in the salad,strawberries,strawberries
27d0d3a6a8dbde3,Are the strawberries whole or sliced,sliced,sliced
27d0d3a6a8dbde3,Where are the whole strawberries located,on the upper side,on top of
27d0d3a6a8dbde3,What color is the cheese,white,white
4679824a46cf2b8,What color are the strawberries in the image,red,red
4679824a46cf2b8,What type of fruit is shown in the image,strawberries,red
4679824a46cf2b8,How are the strawberry slices arranged in the bowl,clustered,compact
4679824a46cf2b8,How do the strawberry slices appear due to the sauce,juicy,"glossy, red"
c488e64add203b0,What color is the Fresh Strawberry Granita,red,red
c488e64add203b0,What fruit is used in the Fresh Strawberry Granita,strawberry,fresh strawberries
c488e64add203b0,What type of container is the Fresh Strawberry Granita served in,glass,glass
c488e64add203b0,How would you describe the color of the Fresh Strawberry Granita,bright,vibrant
c488e64add203b0,Where is the red strawberry placed,on the plate,on the plate
7b607810af9b476,What type of nut is in the stuffing,chestnut,distinctive
7b607810af9b476,What color are the toasted bread cubes,brown,golden brown
7b607810af9b476,How do some of the bread cubes appear,toasted,toasted
7b607810af9b476,What color are the softer bread cubes,yellow,"light brown, golden"
3c68b3ad534c61b,What color are the darker pieces of the stuffing,brown,dark brown
3c68b3ad534c61b,How are the darker brown pieces distributed in the dish,scattered,scattered
3c68b3ad534c61b,What is the stuffing served in,dish,dish
3c68b3ad534c61b,What color is the dish,white,white
3c68b3ad534c61b,Where are the darker brown pieces of the stuffing located,throughout the dish,the dish
21b0cdcf0eacf35,What color are the darker bread cubes,brown,brown
21b0cdcf0eacf35,What are the green flecks in the stuffing,herbs,herbs
280ee18dd93e4e5,What is the stuffing being prepared for,baking,standalone dish
280ee18dd93e4e5,What color is the baking dish,white,white
280ee18dd93e4e5,How are the green specks of herbs distributed in the stuffing,scattered,evenly distributed
280ee18dd93e4e5,What color is the stuffing,brown,brown
280ee18dd93e4e5,Where is the stuffing located in the image,in the center,in a white
bfbe4bfd83aca81,What is the texture of the sugar in the glass,powdered,"fine, granular"
bfbe4bfd83aca81,What material is the container made of,glass,glass
0457d45f6c3b8ad,Is the sushi vegetarian,vegetarian,vegetarian
0457d45f6c3b8ad,What type of food is shown in the image,sushi,sushi
0457d45f6c3b8ad,What color is the plate,black,black
0457d45f6c3b8ad,Where are the sushi rolls placed,on the plate,on the plate
0457d45f6c3b8ad,What color are the scallions in the dipping sauce,green,green
f6ec970b5ce1712,What type of fish is used as the base of the dish,swordfish,fish
f6ec970b5ce1712,Where is the vibrant mixture located in the dish,atop,on top of
f6ec970b5ce1712,What color are the diced tomatoes scattered throughout the dish,red,red
8b0ae37343af5d4,What is the Strawberry-Rhubarb Syrup stored in,pitcher,pitcher
8b0ae37343af5d4,Where is the pitcher placed,on a tablecloth,tablecloth
5187f1afaf34eae,What color are the carrot matchsticks,orange,orange
5187f1afaf34eae,What is the base ingredient of the slaw,cabbage,cabbage
5187f1afaf34eae,What color are the cilantro sprigs,green,green
5187f1afaf34eae,What vegetable is scattered among the cabbage,carrot,carrots
5187f1afaf34eae,Where are the cilantro sprigs placed,on top,on top
b33b2265b8e3f87,What color is the plate,red,red
b33b2265b8e3f87,What type of food is shown,tacos,tacos
b33b2265b8e3f87,What color are the taco shells,golden-brown,golden
b33b2265b8e3f87,What is happening to the fillings,spilling,fresh
b33b2265b8e3f87,Where are the tacos placed,on a red plate,on a red plate
f1801f8847dee20,What color is the mahi mahi's crust,brown,brown
f1801f8847dee20,What is the mahi mahi served on,plate,"creamy, white, light"
f1801f8847dee20,Where is the taco topping primarily placed,on top,on top
f1801f8847dee20,What is on top of the mahi mahi,topping,colorful
b5a3740d260a0cf,What type of food is being described,tacos,tacos
b5a3740d260a0cf,What color are the tomato slices,red,red
b5a3740d260a0cf,Where are the tacos placed,on plate,on plate
b5a3740d260a0cf,What color are the avocado slices,green,green
03945ba374db01c,What type of food is shown in the image,tacos,taco
03945ba374db01c,What color are the taco shells,golden-brown,yellow
03945ba374db01c,What color are the tomatoes inside the tacos,red,red
03945ba374db01c,Where are the other tacos located,behind,visible
6318b209c5d8b65,What color are the taffy pieces,brown,brown
6318b209c5d8b65,What type of candy is shown in the image,taffy,"polished, natural, stone"
6318b209c5d8b65,What color is the surface the taffy is on,white,plain
6318b209c5d8b65,What other color tone do some taffy pieces have,orange,orange
6318b209c5d8b65,Where are the taffy pieces placed,across a white surface,flat surface
b0f66d2cb4c1f77,What type of food is displayed in the foreground,tamale,wooden surface
b0f66d2cb4c1f77,What color is the corn husk under the tamale,yellow,yellowish-brown
b0f66d2cb4c1f77,Where are the tamales placed,on a white plate,a colorful
d28b39d99db3e0b,What color are the taquitos,golden-brown,golden brown
d28b39d99db3e0b,What type of food is shown in the image,taquitos,baked
d28b39d99db3e0b,What color variations are visible on the taquitos,brown,brown
db022623a32e7ae,What color are the baked taquitos,tan,golden brown
db022623a32e7ae,What type of food is shown in the image,taquitos,None
db022623a32e7ae,What color is the melted cheese on the taquitos,orange,golden yellow
db022623a32e7ae,Where are the fresh green cilantro leaves placed,scattered over,fresh
db022623a32e7ae,What material is the board under the plate made of,wooden,wooden
1aa5ae3b9f6e0db,What color is the base layer of the tart,yellow,yellow
1aa5ae3b9f6e0db,Where are the Pineapple Meringue Tart pieces placed,plate,plate
1aa5ae3b9f6e0db,What color is the meringue layer,white,white
1aa5ae3b9f6e0db,What is the texture of the top of the meringue,toasted,crumbly
1aa5ae3b9f6e0db,Where are the tart pieces located,on a plate,on a plate
90ead502d026745,What color are the tater tots,golden brown,golden brown
90ead502d026745,What is the main ingredient in the dish,tater tots,creamy
90ead502d026745,What color is the plate,white,white
90ead502d026745,Where is the sauce drizzled,over the tater tots,over the top
d1ad9c754aa697a,What color is the tea,orange,brown color
d1ad9c754aa697a,What is the tea served in,glass,glass
d1ad9c754aa697a,How are the ice cubes arranged in the tea,scattered,scattered
d1ad9c754aa697a,What color is the cinnamon stick,brown,brown
d1ad9c754aa697a,Where is the cinnamon stick placed,on top,on top
b71b76cf8d104b4,What is the color of the tea in the glass teacup,amber,light yellow
b71b76cf8d104b4,What type of beverage is in the glass teacup,tea,tea
b71b76cf8d104b4,What is floating on the surface of the tea,lemon,lemon
b71b76cf8d104b4,What color is the decorative saucer,green,green
b71b76cf8d104b4,Where is the thin slice of lemon located,on the surface,on the top
34b57aacca7966a,What type of container is the tea in,mug,mug
34b57aacca7966a,What color is the tea,beige,light brown
34b57aacca7966a,Where is the mug placed,on a white tiled surface,on a white surface
34b57aacca7966a,What type of beverage is in the mug,tea,light-colored
0eb658c957d98c0,What is the tea served in,glass,glass
0eb658c957d98c0,What color describes the tea,tan,light brown
0eb658c957d98c0,Where is the tea positioned in the image,in the center,in the center
ab815925487ce3b,What is the temperature of the tea,Hot,not possible to determine
ab815925487ce3b,What type of beverage is shown,Tea,Tea
ab815925487ce3b,What color is the tea,Amber,dark brown
ab815925487ce3b,Where is the teacup resting,Resting on a saucer,resting on a saucer
ab815925487ce3b,What flavor is the tea,Ginger,"black, green, herbal, other"
b0fdc6af7f2645a,What is the color of the glass teapot,clear,clear
b0fdc6af7f2645a,What color are the basil leaves,green,green
b0fdc6af7f2645a,What is the hue of the tea,reddish-pink,dark
b0fdc6af7f2645a,Where are the loose basil leaves and dried hibiscus flowers positioned,to the left,left side
dc7078acdfb1703,What color are the chicken tenders,brown,brown
dc7078acdfb1703,What type of meat is shown in the image,chicken,dark
dc7078acdfb1703,What color is the plate,white,white
d44ef12ebd2068c,What color is the plate,white,white
d44ef12ebd2068c,What type of meat is featured in the dish,tenderloins,roasted
d44ef12ebd2068c,What color is the outside of the tenderloins,reddish-brown,dark brown
d44ef12ebd2068c,How is the brownish sauce applied to the tenderloins,drizzled,adds flavor
d44ef12ebd2068c,Where is the sprig of green parsley placed,on top,on top
22730038e750ba4,What color is the interior of the pork,pink,pink
22730038e750ba4,What type of meat is shown in the image,pork,pork
22730038e750ba4,What color is the outer layer of the pork,dark brown,dark brown
22730038e750ba4,How was the pork prepared to achieve its outer color,seared,seared
22730038e750ba4,Where is the largest slice of pork located in the image,from the bottom left,left side
1ab59eb690c3b5d,What color are the baked chicken thighs,golden,golden
1ab59eb690c3b5d,What type of meat is shown in the image,chicken,chicken
1ab59eb690c3b5d,What color are the mushrooms,brown,brown
1ab59eb690c3b5d,Where are the mushrooms placed,piled on top,on top
1ab59eb690c3b5d,What color is the parsley,green,green
3f9831aeae8dd21,What color is the tilapia,white,golden brown
3f9831aeae8dd21,What type of fish is shown in the image,tilapia,tilapia
3f9831aeae8dd21,What color are the crumbs on the tilapia,golden-brown,golden brown
3f9831aeae8dd21,Where is the purplish food item located relative to the fish,to the left,left
3f9831aeae8dd21,How would you describe the surface of the crumbs on the tilapia,textured,textured
2eb69d1ad1c14be,What color is the burrata cheese,white,white
2eb69d1ad1c14be,What color are the tomato slices,red,red
2eb69d1ad1c14be,Where are the tomato slices and tomato sauce located,on top,on top
