Image,Question,Answer,Predict
17d95c9ed8191a1,What color are the cucumber pieces,green,green
17d95c9ed8191a1,What color are the pieces of onion,white,no pieces visible
17d95c9ed8191a1,Where is the jalapeno slice placed,on top of,on top of
ddbfac8734f1e43,What color is the bowl containing the salsa,black,black
ddbfac8734f1e43,Where is the salsa located,bowl,bowl
ddbfac8734f1e43,What is the predominant color of the salsa,reddish-orange,red
ddbfac8734f1e43,What are the green flecks in the salsa,herbs,herbs
ddbfac8734f1e43,Where is the bowl positioned in the image,in the center,left corner of the
75de0d790f2d1f1,What color are the black beans,black,black
75de0d790f2d1f1,What is the name of the dish in the image,salsa,salsa
75de0d790f2d1f1,What color are the corn kernels in the salsa,yellow,yellow
75de0d790f2d1f1,What color are the scallions in the salsa,green,green
e6791edfa8447f6,What color is the salsa,red,red
e6791edfa8447f6,What is the name of the dish,salsa,salsa
e6791edfa8447f6,What utensil is inside the salsa bowl,spoon,spoon
e6791edfa8447f6,What color is the bowl,white,white
e6791edfa8447f6,Where is the bowl located in the image,in the lower left,left
71b2ca0ab4b6918,What color is the salsa in the white cup,reddish-orange,red
71b2ca0ab4b6918,What is the salsa served in at the top center,cup,cup
71b2ca0ab4b6918,What does the salsa do in the white cup,fills,white cup
71b2ca0ab4b6918,Where is the glass jar located,on the right,on the right
71b2ca0ab4b6918,What color is the salsa in the glass jar,brownish-red,reddish-brown color
7a66a68a347449c,What color is the poblano salsa primarily,red,red
7a66a68a347449c,What type of salsa is shown in the image,salsa,salsa
7a66a68a347449c,What does the salsa do to the clear glass jar,fills,fills
7a66a68a347449c,What is the glass jar described as,clear,vibrant red color
42c33972e71f72b,What type of salt is shown in the image,homemade,flaky sea salt
42c33972e71f72b,What is the main ingredient in the jar,salt,salt
42c33972e71f72b,What color are some of the specks in the salt,red,red
42c33972e71f72b,How is the salt near the wooden spoon described,scattered,scattered
42c33972e71f72b,Where is the jar of salt located in the image,on the upper left,on the left
6b40081e4f024d6,What color is the seasoned salt described as,reddish-brown,reddish-brown
6b40081e4f024d6,What ingredient is the Copycat Lawry's Seasoned Salt primarily made of,salt,salt
6b40081e4f024d6,What does the seasoned salt do to the measuring spoon,fills,seasoned salt
6b40081e4f024d6,What is the overall appearance of the seasoned salt in terms of color intensity,light,light
6b40081e4f024d6,Where is the measuring spoon positioned,above a white bowl,above a bowl
45174eed362036b,What color is the bread of the sandwiches,brown,brown
45174eed362036b,What type of food is shown in the image,sandwiches,sandwiches
45174eed362036b,What color is the white filling in the sandwiches,white,white
45174eed362036b,What color are the pickle slices in the sandwiches,green,green
45174eed362036b,Where are the sandwiches placed,on a white surface,on a white
3d98df155636be2,What color is the plate,blue,blue
3d98df155636be2,What color are the slices of steak,brown,brown
3d98df155636be2,How are the green bell peppers and onions distributed,scattered,evenly distributed
3d98df155636be2,Where is the top Philly Cheesesteak Sandwich located,in the top left corner,top
1c0ce6903ed0925,What color is the plate,blue,blue
1c0ce6903ed0925,How are the marshmallows arranged around the sandwich,scattered,scattered
1c0ce6903ed0925,What is the orange-brown layer in the sandwich,peanut butter,orange-brown
1c0ce6903ed0925,What color are the bread slices,golden-brown,light orange
1c0ce6903ed0925,Where is the sandwich placed,on a blue plate,on a blue plate
34403e80d88d12c,What type of food is the sauce on,pasta,pasta
34403e80d88d12c,What cuisine does the pasta belong to,Italian,Italian
34403e80d88d12c,What is the sauce doing on the sides of the pasta,dripping,coated in the sauce
34403e80d88d12c,What is garnished on top of the sauce,herbs,herbs
84db1a26c1782bd,What color is the chile barbeque sauce,reddish-brown,deep red color
84db1a26c1782bd,What is being coated by the chile barbeque sauce,food,meat
84db1a26c1782bd,Where does the chile barbeque sauce trickle,down the sides,down the sides
ca23b48dd5e6428,What color is the sugar sauce,brown,brown
ca23b48dd5e6428,What is the main ingredient in the sauce,sugar,main ingredient
ca23b48dd5e6428,What color is the sauce described as,amber,golden brown color
ca23b48dd5e6428,What type of glass is the dessert served in,in a clear glass,in a glass
ca23b48dd5e6428,Where is some of the sauce located in the dish,bottom,top
55181dc0db808c2,What color is the pasta,yellow,white
55181dc0db808c2,What type of food is the main dish,pasta,pasta
55181dc0db808c2,What color is the Nonna's Sweet Pasta Sauce,red,red
55181dc0db808c2,Where is the meatball placed,on top of,on top of
55181dc0db808c2,What color are the small specks on top of the sauce and meatball,white,white
9ca38ea82e94789,What color is the vodka sauce,orange-red,orange or pinkish
9ca38ea82e94789,What type of noodles are in the dish,spaghetti,spaghetti
9ca38ea82e94789,What color is the plate,white,white
9ca38ea82e94789,Where is the sauce distributed on the plate,from center to edges,distributed on the plate
bd7bd756ee18ffb,What color is the bowl in the image,reddish-brown,pink
bd7bd756ee18ffb,What is the No Cook BBQ Sauce contained in,bowl,bowl
bd7bd756ee18ffb,What color is the bowl that holds the No Cook BBQ Sauce,pink,pink
bd7bd756ee18ffb,Where is the bowl located in the image,in the center,in the
fd8d018e2c7cb26,What color is the tomato sauce in the bowl,reddish-orange,red
fd8d018e2c7cb26,What is the main component of the dish in the bowl,sauce,sauce
fd8d018e2c7cb26,What does the tomato sauce do to most of the bowl,fills,dominant component of the
fd8d018e2c7cb26,What color is the piece positioned slightly to the left of the center,green,green
fd8d018e2c7cb26,Where is the green piece positioned in the bowl,to the left,to the left
ddb3d77b8ca050e,What color is the pizza sauce,red,red
ddb3d77b8ca050e,What type of surface is the bowl placed on,wooden surface,wooden surface
ddb3d77b8ca050e,What color are most of the strands of shredded cheese,white,white
ddb3d77b8ca050e,Where are some strands of shredded cheese located,next to,to the left
cb07a393ddb422a,What does the BBQ sauce do in the bowl,fills,add flavor to the
cb07a393ddb422a,What color is the BBQ sauce,brown,brown
cb07a393ddb422a,What is the BBQ sauce contained in,bowl,dark-colored
cb07a393ddb422a,Where is the paintbrush resting,on the rim,black pot
320f477ddba74f5,What color is the sauce on the wings,orange,orange
320f477ddba74f5,How are the wings prepared,coated,sweet and spicy
320f477ddba74f5,What vegetable is orange and arranged around the wings,carrots,orange
320f477ddba74f5,What color are the celery sticks,green,green
320f477ddba74f5,Where are the food items placed,on a plate,on a plate
641c68e581d733f,What color is the Homestead Barbecue Sauce,reddish-brown,red
69aee1d3ba018ff,What color are the tangerine segments,orange,orange
69aee1d3ba018ff,What is the container used to hold the cranberry sauce and tangerine segments,bowl,bowl
69aee1d3ba018ff,What color is the cranberry sauce,red,red
69aee1d3ba018ff,Where are the whole cranberries placed,on top,in the middle
1c00b85749755c0,What color is the beef in the image,brownish-red,brown
1c00b85749755c0,What type of meat is featured in the dish,beef,beef
1c00b85749755c0,How is the beef prepared in the image,cooked,cooked
1c00b85749755c0,What color are the carrots in the image,orange,orange
1c00b85749755c0,Where is the cabbage located on the plate,in the top center,on the plate
bd9bb1c1a13d688,What color is the stew-like liquid,dark brown,brown
bd9bb1c1a13d688,What type of dish is the dark brown liquid,stew,stew
bd9bb1c1a13d688,What color is the cooking pan,light brown,copper
bd9bb1c1a13d688,What color are the tiny pieces scattered throughout the liquid,golden,brownish color
bd9bb1c1a13d688,Where are the bubbles and steam rising from,from the surface,from the surface
9ab4e1e0b9e3538,What color is the sauerkraut in the bowl,yellowish-white,yellowish
9ab4e1e0b9e3538,What is the sauerkraut doing in the bowl,forming,"tangy, slightly sour flavor"
9ab4e1e0b9e3538,What is the sauerkraut placed in,bowl,bowl
9ab4e1e0b9e3538,What color are the smokies,brownish-red,reddish-brown color
9ab4e1e0b9e3538,Where is the smokie located in the bowl,in the bottom-left,in the bowl
f4c5c78433d6d23,What color is the wrapper of the sausage flowers,golden-brown,light brown color
f4c5c78433d6d23,What are the edible items shaped like flowers in the image,sausage flowers,flowers
f4c5c78433d6d23,What color is the sausage mixture inside the flowers,brownish-orange,reddish-brown color
f4c5c78433d6d23,Where are the green scallions placed,sprinkled over,green
f4c5c78433d6d23,What is the color of the tray holding the sausage flowers,silver tray,silver
0f4169610c6b102,What type of meat is used in the dish,sausage,sausage
0f4169610c6b102,What color is the sausage,reddish-brown,red
0f4169610c6b102,What shape is the bowl,in a leaf-shaped bowl,leaf-shaped
0f4169610c6b102,How was the sausage cooked,grilled,grilled
0f4169610c6b102,What fruit is mixed with the sausage,pineapple,pineapple
b03fd7734dcd1f9,What is the color of the scallops,creamy,white
b03fd7734dcd1f9,What type of dish is served alongside the scallops,pasta,pasta
b03fd7734dcd1f9,What color is the pasta,white,light yellow
b03fd7734dcd1f9,Where is the toast located in the image,on the side,on the side
0165a5347fc3006,What shape is the scone,triangular,triangle
0165a5347fc3006,What type of food is shown in the image,scone,scone
0165a5347fc3006,What color is the lemon wedge,yellow,yellow
0165a5347fc3006,Where is the scone placed,on a plate,on a plate
0165a5347fc3006,What color is the plate,white,white
06b69ab2d9fd200,What color is the plate the scones are on,white,white
06b69ab2d9fd200,What type of baked goods are shown in the image,scones,baked goods
06b69ab2d9fd200,What color is the scone in the foreground,golden brown,beige
06b69ab2d9fd200,Where is the golden brown scone located,in the foreground,in the front
76051d98525aa3b,What color are the scrambled eggs,yellow,yellow
76051d98525aa3b,What fruit is interspersed throughout the eggs,tomato,tomato
76051d98525aa3b,What color is the basil leaf,green,green
76051d98525aa3b,Where is the basil leaf positioned,towards the center,the top
5befd704424b15d,What is the primary color of the seasoning,reddish-brown,red
ea86b8337adee6c,What color are the pumpkin seeds,brown,brown
ea86b8337adee6c,What type of seeds are shown in the image,pumpkin seeds,no seeds
ea86b8337adee6c,What is the white coating on the pumpkin seeds,sugar,sugar
9bdab5eeae956d5,What color is the semifreddo,orange,orange
9bdab5eeae956d5,What type of dessert is shown,semifreddo,dessert
9bdab5eeae956d5,What color is the tray,silver,silver
9bdab5eeae956d5,What color is the base of the semifreddo,off-white,white
9bdab5eeae956d5,Where is the semifreddo placed,on a tray,on a tray
6976d7e77ced1df,What color is the bowl,white,white
6976d7e77ced1df,What color are the shrimp,pinkish-orange,orange-pink color
6976d7e77ced1df,Where are the shrimp arranged,in the center,in a bowl
6976d7e77ced1df,What color are the vegetables in the sauce,green,green
8e0a5a668884897,What color is the plate,white,white
8e0a5a668884897,What type of seafood is shown,shrimp,shrimp
8e0a5a668884897,What color are the spots on the shrimp,reddish-orange,red-orange
8e0a5a668884897,Where are the shrimp located on the plate,in the center,in the center
b37293b876e011e,What color is the plate,blue,blue
b37293b876e011e,What type of seafood is shown,shrimp,shrimp
b37293b876e011e,What ingredient is visible on the shrimp,garlic,herb commonly used
b37293b876e011e,What color are the shrimp,pink-orange,orange
b37293b876e011e,Where is the garlic shrimp placed,on a blue plate,blue
5bb240fd272bf4e,What is the base of the dish made of,hash brown,base of the dish
5bb240fd272bf4e,What color are the bacon pieces,red,reddish-brown color
5bb240fd272bf4e,What garnish is sprinkled atop the dish,scallions,green
acd98ebf33a8275,What color is the plate,white,white
acd98ebf33a8275,What fruit is on top of the slaw,pineapple,pineapple
acd98ebf33a8275,What color are the pineapple chunks,yellow,yellow
acd98ebf33a8275,What color are the celery slices,green,green
acd98ebf33a8275,Where is the slaw placed,on a white plate,on a white plate
abe4eca7b50eea2,What is the main ingredient in the slaw,corn,corn
abe4eca7b50eea2,What color are the corn kernels,yellow,yellow
abe4eca7b50eea2,How are the corn kernels distributed in the slaw,scattered,scattered
abe4eca7b50eea2,What color are the small cubes of bell pepper,red,red
abe4eca7b50eea2,Where is the slaw located on the plate,on the left side,on the left side
67cc22c854d166a,What color is the cabbage in the image,green,green
67cc22c854d166a,What is the main vegetable in the dish,cabbage,cabbage
67cc22c854d166a,How are the ingredients arranged in the image,mixed,scattered manner
67cc22c854d166a,What color are the carrots in the image,orange,orange
a8534ffc026fa1a,How are the ingredients arranged in the bowl,scattered,"layered, bottom, top"
a8534ffc026fa1a,What type of salad is shown in the image,coleslaw,coleslaw
a8534ffc026fa1a,What color are the shreds of carrot in the coleslaw,orange,orange
a8534ffc026fa1a,Where is the coleslaw located in the image,in the bowl,in the bowl
ce59e2b561648cc,What color is the orange slice,orange,orange
ce59e2b561648cc,What is the orange slush served in,glass,glass
ce59e2b561648cc,How would you describe the color of the orange slice,bright,vibrant
ce59e2b561648cc,Where is the orange slice placed,on the rim,on the rim
8e0e736b1ed4313,What material is the tray made of,metal,metal
8e0e736b1ed4313,What type of drink is shown in the image,slushies,slushies
8e0e736b1ed4313,What color is the slushie at the top of the image,red,red
8e0e736b1ed4313,Where are the slushies placed,in a metal tray,in a metal tray
fdc7674729342a7,What flavor is the smoothie,chocolate,chocolate
fdc7674729342a7,What is the smoothie served in,cup,cup
fdc7674729342a7,What color is the smoothie,brown,brown
1d68b70e9d2f4a0,What color are the specks in the smoothie,pink,red
1d68b70e9d2f4a0,What type of drink is in the glass,smoothie,smoothie
1d68b70e9d2f4a0,What color are the mint leaves,green,green
1d68b70e9d2f4a0,Where is the sprig of mint leaves positioned,on top of,on top of
150e8e2edb2a656,What is the main flavor of the smoothie,chocolate,chocolate
150e8e2edb2a656,What type of drink is shown in the image,smoothie,smoothie
150e8e2edb2a656,What color is the smoothie,brown,brown
150e8e2edb2a656,What color are the swirling patterns on the plate,green,dark
a462ea5e69d2845,What fruit is used to make the smoothie,pineapple,pineapple
a462ea5e69d2845,What is the color of the glass mug,clear,clear
a462ea5e69d2845,What type of drink is in the glass,smoothie,smoothie
a462ea5e69d2845,Where is the whole pineapple located,to the right,to the right
be72e9b3eb9427e,What color are the mint specks in the smoothie,green,green
be72e9b3eb9427e,What type of drink is in the glass,smoothie,smoothie
be72e9b3eb9427e,What fruit is on top of the smoothie,strawberry,strawberry
be72e9b3eb9427e,Where is the strawberry placed,on top of,on top of
5abab4fc0138458,What is the consistency of the Pina Colada Sorbet,solid,icy or grainy
5abab4fc0138458,What type of dessert is shown in the image,sorbet,dessert
5abab4fc0138458,What is the color of the Pina Colada Sorbet,pale,white
5abab4fc0138458,What shade of white is the Pina Colada Sorbet,off-white,creamy white color
dc3896d8b1db274,What color is the blueberry sorbet described as,rich,deep purple color
dc3896d8b1db274,What type of dessert is the purple food,sorbet,sorbet
dc3896d8b1db274,What color is the sorbet,purple,purple
dc3896d8b1db274,Where is most of the sorbet contained,in the bowl,in the bowl
dc3896d8b1db274,What fruit is the sorbet made from,blueberry,blueberries
3caf51c2d92cd50,What is the bowl doing on the plate,resting,hold the food
3caf51c2d92cd50,What color is the bowl and plate,pale green,light blue-green
3caf51c2d92cd50,What color is the souffle,golden-brown,golden brown
3caf51c2d92cd50,What texture does the top of the souffle have,crispy,crispy
3caf51c2d92cd50,Where is the banana prop located in the image,in the upper-left corner,in the upper left corner
61fc5053796ebfe,What color is the bowl containing the soup,blue,blue
61fc5053796ebfe,What type of vegetable is scattered on the surface of the soup,mushrooms,mushrooms
61fc5053796ebfe,Where are the mushrooms located in the soup,scattered on the surface,on the surface
61fc5053796ebfe,What type of green leaves are visible in the soup,spinach,spinach
330898f48df1db1,What color is the bowl containing the soup,white,white
330898f48df1db1,What type of food is in the white bowl,soup,soup
330898f48df1db1,What color is the broth of the soup,brown,brown
330898f48df1db1,What color are the cilantro leaves on the soup,green,green
18f853cc27fadce,What color is the bowl that holds the soup,white,white
18f853cc27fadce,What color is the broth of the soup,reddish-brown,reddish-brown
18f853cc27fadce,Where is the bowl of soup situated in the image,in the right half,right side
18f853cc27fadce,What are the visible chunks in the broth,vegetables,vegetables
74a9a3f58309faa,What color is the soup,orange,"yellow, beige color"
74a9a3f58309faa,What type of dish is shown in the image,soup,soup
74a9a3f58309faa,What is placed to the left of the soup bowl,bread,bread
74a9a3f58309faa,Where is the soup bowl placed,on top of,on top of
c5462855d00750c,What type of pasta is shown in the image,spaghetti,spaghetti
c5462855d00750c,What color is the tomato sauce,red,red
c5462855d00750c,What type of dairy product is scattered on top,cheese,cheese
c5462855d00750c,Where is the spaghetti arranged in the dish,around the perimeter,around the
5eac54e4802fefe,What color is the spaghetti sauce,reddish-brown,red
5eac54e4802fefe,What is the sauce on top of,spaghetti,spaghetti
5eac54e4802fefe,What is the texture of the sauce,chunky,chunky
d3e4bdd012fe051,What color is the spaghetti,light,yellow
d3e4bdd012fe051,What is the white topping on the spaghetti,cheese,cheese
d3e4bdd012fe051,What color are the pepper pieces in the spaghetti,red,red
d3e4bdd012fe051,Where is the spaghetti located,in a casserole dish,in the center
f9048429e64a34c,What type of pasta is shown in the image,spaghetti,spaghetti
f9048429e64a34c,How are the white shreds distributed over the dish,scattered,scattered
f9048429e64a34c,What are the deep red items on top of the spaghetti,meatballs,meatballs
f9048429e64a34c,Where are the meatballs placed,placed on top,placed on top
6f68655695a3194,What color is the plate,blue,blue
6f68655695a3194,What is the name of the dish,musubi,musubi
6f68655695a3194,What color is the Spam,orange-red,reddish-pink color
6f68655695a3194,Where is the nori wrapped,around,around
6f68655695a3194,What color is the rice,white rice,white
7477038f95780fb,What color is the barbecue sauce on the sandwich,reddish-brown,dark red
7477038f95780fb,What is the main item in the image,sandwich,sandwich
7477038f95780fb,How does the barbecue sauce on the spam appear,glazed,dark brown
7477038f95780fb,What color is the bowl in the image,blue,blue
2f21b09945b7362,What is the color of the bacon strips,light-brown,Red
2f21b09945b7362,What type of food is the main item in the image,burger,burger
2f21b09945b7362,What is the color of the bacon strips,reddish-brown,red
2f21b09945b7362,Where is the bun located,on top,on top
2f21b09945b7362,What is the main ingredient of the patty,spam,orange color
3939b19ee46c259,What color is the spinach,green,green
3939b19ee46c259,What is the main ingredient in the dish,spinach,spinach
3939b19ee46c259,What color is the plate,white,white
3939b19ee46c259,What does the plate have around its edge,with a patterned rim,patterned rim
3939b19ee46c259,What is scattered throughout the spinach,onions,"salty, nutty"
a07f90b218b678c,What is the condition of the spinach leaves,fresh,fresh
a07f90b218b678c,What type of dish is shown in the image,salad,dish
a07f90b218b678c,What is the primary color of the spinach leaves,green,green
a07f90b218b678c,What color are the onion slices scattered in the salad,white,white
a07f90b218b678c,Where is the spinach salad placed,in a bowl,in a bowl
0aa19bafe23c2b6,What color are the spinach leaves,green,green
0aa19bafe23c2b6,What type of vegetable is shown in the image,spinach,vegetable
0aa19bafe23c2b6,How is the spinach arranged in the image,haphazard,loose
0aa19bafe23c2b6,What texture is suggested by the glossy sheen on the spinach leaves,oily texture,texture
3ac1c74df484d2b,What type of leaves are in the bowl,spinach,spinach leaves
3ac1c74df484d2b,What color are the spinach leaves,green,green
3ac1c74df484d2b,What is the spinach served in,bowl,bowl
3ac1c74df484d2b,What is mixed with the spinach in the bowl,with shallots,with
900103ca5bb4951,What color are the Brussels sprouts,green,green
900103ca5bb4951,What type of vegetable is shown in the image,sprouts,sprouts
900103ca5bb4951,What color is the baking dish,blue,blue
900103ca5bb4951,What meat is scattered among the sprouts,bacon,bacon
900103ca5bb4951,Where is the baking dish placed,on a white surface,on a white
9bdba56968b4d9b,What color are the Brussels sprouts,green,green
9bdba56968b4d9b,What type of vegetable is shown in the image,sprouts,sprouts
9bdba56968b4d9b,What type of sauce coats the sprouts,creamy,creamy
9bdba56968b4d9b,How are the sprouts arranged in the image,overlapping,creamy
e2f1b28722a3845,What color are most of the brussels sprouts,green,green
e2f1b28722a3845,What type of vegetable is primarily on the plate,sprouts,sprouts
e2f1b28722a3845,What color are the roasted tips or edges of some sprouts,brown,brown
e2f1b28722a3845,How are the brussels sprouts arranged on the plate,scattered across,scattered across
e2f1b28722a3845,What color are the lemon wedges,yellow,yellow
cd4727b9541285f,What color are the brussels sprouts,green,green
cd4727b9541285f,What type of vegetable is shown in the image,sprouts,sprouts
cd4727b9541285f,What color is the breading on the brussels sprouts,brown,white
cd4727b9541285f,Where are the darker brown crumbs located,around the sprouts,darker brown
ad4a650ab046c06,What color are the brussels sprouts,green,greenish-yellow
ad4a650ab046c06,What type of vegetable is shown in the image,brussels sprouts,brussels sprouts
ad4a650ab046c06,What color is the bowl,white,multicolored
ad4a650ab046c06,What color are the charred spots on the brussels sprouts,brownish,brown
ad4a650ab046c06,Where are the brussels sprouts located,in a bowl,in the bowl
585df28df4130ee,How is the butternut squash distributed in the dish,dispersed,mixed throughout the dish
585df28df4130ee,What color is the kale,green,green
585df28df4130ee,Where are all the ingredients contained,bowl,bowl
67b896c431bcb75,What color is the spaghetti squash in the dish,yellowish-white,"cheesy, black"
67b896c431bcb75,What is the cheese doing to the beans and onions,covering,creamy
67b896c431bcb75,Where is the melted cheese located in the dish,on top,on top
67b896c431bcb75,What color are the beans in the dish,black,black
aa98211e256f592,What color are the squash skins,green,green
aa98211e256f592,What type of vegetable is used in this dish,squash,vegetable
aa98211e256f592,What color is the filling inside the squash,orange,"red, green"
aa98211e256f592,Where are the stuffed squash halves placed,on a white plate,on a white plate
4343704aac2ef25,What color is the spaghetti squash,yellow,yellow
4343704aac2ef25,What type of vegetable is being described,squash,squash
4343704aac2ef25,Where is the spaghetti squash mounded,on the concave part,on a spoon
4343704aac2ef25,What color is the parsley behind the spoon,green,green
63a0d4e6b2fcc53,What color is the rind of the acorn squash,green,green
63a0d4e6b2fcc53,What color is the flesh of the squash,yellow,yellow
63a0d4e6b2fcc53,How are the squash halves positioned on the plate,overlapping,visually appealing
63a0d4e6b2fcc53,Where are the squash halves placed,on the plate,on the plate
a0db3aca84f3043,What color is the flesh of the squash,orange-yellow,yellow
a0db3aca84f3043,What type of vegetable is shown in the image,squash,squash
a0db3aca84f3043,What color is the skin of the squash,green,green
a0db3aca84f3043,How do the tips of the squash appear,charred,charred
a0db3aca84f3043,Where are the squash slices mainly clustered,in the center,mainly clustered
a4539523aa36409,What color are the diced cubes of squash,orange,orange
a4539523aa36409,What type of vegetable is shown in the image,squash,vegetable
a4539523aa36409,What color is the bowl containing the squash,blue,blue
a4539523aa36409,Where is the bowl positioned in the image,in the center-left,in the
b3947b98f069ed9,What is the soup doing around the steak,surrounding,creamy
b3947b98f069ed9,What is the main protein in the dish,steak,protein in the dish
b3947b98f069ed9,What color is the soup,tan,light yellow color
b3947b98f069ed9,What color are the steaks,brown,brown
34155128095ebcd,What color are the steak fingers,golden-brown,light brown
34155128095ebcd,How would you describe the surface of the steak fingers,crispy,crispy
34155128095ebcd,How are the steak fingers positioned in the image,arranged,arranged
34155128095ebcd,Where is the creamy white sauce placed,bowl,white sauce is placed
34155128095ebcd,What is the color of the sauce in the bowl,white,white
577f563155789a4,What color is the exterior of the fish,golden-brown,golden brown
577f563155789a4,What type of food is on the plate,fish,fish
577f563155789a4,What color is the interior of the fish,white,white
577f563155789a4,Where is the fish located,on the plate,on a plate
577f563155789a4,What color is the pattern around the edge of the plate,blue,blue
05fd940d8cb03b7,What color are the mushroom steaks,golden-brown,golden-brown
05fd940d8cb03b7,What color are the chives garnishing the steaks,green,green
05fd940d8cb03b7,Where is the dark purple-black rice located,beneath the steaks,underneath the fish
7584477e98cfefa,What color is the broth of the stew,reddish-brown,reddish-brown
7584477e98cfefa,What type of meat is visible in the stew,hamburger,beef
7584477e98cfefa,What vegetable is distributed throughout the stew,potatoes,green
7584477e98cfefa,Where are the green beans and green peas located,throughout the stew,green
9e25af6e0f1e9b3,What color are the beef chunks,brown,brown
9e25af6e0f1e9b3,How are the beef chunks distributed in the stew,scattered,scattered
9e25af6e0f1e9b3,What color are the carrots,orange,orange
9e25af6e0f1e9b3,What color is the bowl,white,white
cff67dfc76f90d1,What color are the chicken pieces that are deeper in shade,brown,pink
cff67dfc76f90d1,What type of meat is featured in the stew,chicken,chicken
cff67dfc76f90d1,What color are the carrot slices in the dish,orange,orange
cff67dfc76f90d1,Where is the slice of orange colored food located,on the left side,on the left side
db61a4da902bdd2,What color is the base broth of the stew,brown,reddish-brown color
db61a4da902bdd2,What red ingredient is visible in the broth,tomatoes,tomatoes
db61a4da902bdd2,What type of protein is found in small bits throughout the stew,meat,type of protein
db61a4da902bdd2,Where is the bright yellow shredded cheese placed,on top,on top
db61a4da902bdd2,What color is the shredded cheese on top of the stew,yellow,yellow
ffc1a5a062f3888,What color are the corn kernels in the stew,yellow,yellow
ffc1a5a062f3888,Where is the dollop of sour cream located,atop the center,the center
c910f76bf4763c0,What is the overall color of the stew,orange-brown,golden brown
c910f76bf4763c0,What color are the individual grains of rice in the stew,white,white
c910f76bf4763c0,Where are some of the translucent yellow onions located,on the surface,on top of
c910f76bf4763c0,What is the appearance of the yellow onions in the stew,translucent,golden-brown
0aa0330f3238b29,What is the flavor profile of the stir-fry,savory,savory
0aa0330f3238b29,What type of food is being cooked,vegetables,vegetable
0aa0330f3238b29,What color are the broccoli pieces,green,green
0aa0330f3238b29,Where are the green broccoli pieces mostly located,around the top,top
0aa0330f3238b29,What color are the bell pepper segments,yellow,yellow
b7b5f7fb4c23822,What color is the base of the strawberry whip,pink,pink
b7b5f7fb4c23822,What fruit is arranged on top of the whip,strawberries,strawberries
b7b5f7fb4c23822,How are the sliced strawberries arranged on the whip,displaying,visually appealing
b7b5f7fb4c23822,What color are the outer edges of the sliced strawberries,red,red
b7b5f7fb4c23822,Where are the sliced strawberries placed on the whip,on top,on top
28f3831cc0cf2c8,What color are the sugar crystals on the strawberries,red,red
28f3831cc0cf2c8,What type of fruit is shown in the image,strawberries,strawberry
28f3831cc0cf2c8,How do the sugar crystals on the strawberries appear,bright,"red, gold"
28f3831cc0cf2c8,Where are the strawberries placed,on a white paper liner,on a glass
7c7cf1bb8fede70,What color are the strawberries,red,red
7c7cf1bb8fede70,What fruit is shown in the image,strawberries,strawberries
7c7cf1bb8fede70,What color is the chocolate on the strawberries,brown,brown
7c7cf1bb8fede70,Where is the chocolate on the strawberries,on the bottom,on the bottom
27d0d3a6a8dbde3,What color are the strawberries,red,red
27d0d3a6a8dbde3,What type of fruit is in the salad,strawberries,strawberries
27d0d3a6a8dbde3,Are the strawberries whole or sliced,sliced,sliced
27d0d3a6a8dbde3,Where are the whole strawberries located,on the upper side,on the upper side
27d0d3a6a8dbde3,What color is the cheese,white,white
4679824a46cf2b8,What color are the strawberries in the image,red,red
4679824a46cf2b8,What type of fruit is shown in the image,strawberries,strawberries
4679824a46cf2b8,How are the strawberry slices arranged in the bowl,clustered,random and organic
4679824a46cf2b8,How do the strawberry slices appear due to the sauce,juicy,deep red color
c488e64add203b0,What color is the Fresh Strawberry Granita,red,red
c488e64add203b0,What fruit is used in the Fresh Strawberry Granita,strawberry,strawberries
c488e64add203b0,What type of container is the Fresh Strawberry Granita served in,glass,glass
c488e64add203b0,How would you describe the color of the Fresh Strawberry Granita,bright,"vibrant, deep red"
c488e64add203b0,Where is the red strawberry placed,on the plate,on the plate
7b607810af9b476,What type of nut is in the stuffing,chestnut,light color
7b607810af9b476,What color are the toasted bread cubes,brown,brown
7b607810af9b476,How do some of the bread cubes appear,toasted,toasted
7b607810af9b476,What color are the softer bread cubes,yellow,yellow
3c68b3ad534c61b,What color are the darker pieces of the stuffing,brown,dark brown
3c68b3ad534c61b,How are the darker brown pieces distributed in the dish,scattered,darker brown
3c68b3ad534c61b,What is the stuffing served in,dish,dish
3c68b3ad534c61b,What color is the dish,white,white
3c68b3ad534c61b,Where are the darker brown pieces of the stuffing located,throughout the dish,darker brown
21b0cdcf0eacf35,What color are the darker bread cubes,brown,brown
21b0cdcf0eacf35,What are the green flecks in the stuffing,herbs,herbs
280ee18dd93e4e5,What is the stuffing being prepared for,baking,common color
280ee18dd93e4e5,What color is the baking dish,white,white
280ee18dd93e4e5,How are the green specks of herbs distributed in the stuffing,scattered,random pattern
280ee18dd93e4e5,What color is the stuffing,brown,brown
280ee18dd93e4e5,Where is the stuffing located in the image,in the center,in the center
bfbe4bfd83aca81,What is the texture of the sugar in the glass,powdered,coarse and slightly rough
bfbe4bfd83aca81,What material is the container made of,glass,glass
0457d45f6c3b8ad,Is the sushi vegetarian,vegetarian,vegetarian
0457d45f6c3b8ad,What type of food is shown in the image,sushi,sushi
0457d45f6c3b8ad,What color is the plate,black,black
0457d45f6c3b8ad,Where are the sushi rolls placed,on the plate,on a black
